"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Geographic code, census division","Geographic code, census metropolitan area or census agglomeration","Global non-response rate","Data quality flag","Year","Household type - Total - Private households (Counts)","Household type - Total - Private households (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - Without children (Counts)","Household type - One-census-family households without additional persons - Couple census families - Without children (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - With children (Counts)","Household type - One-census-family households without additional persons - Couple census families - With children (% Distribution)","Household type - One-census-family households without additional persons - Lone parent (Counts)","Household type - One-census-family households without additional persons - Lone parent (% Distribution)","Household type - Multigenerational households (Counts)","Household type - Multigenerational households (% Distribution)","Household type - Other census family households (Counts)","Household type - Other census family households (% Distribution)","Household type - Non-census family households of two or more persons (Counts)","Household type - Non-census family households of two or more persons (% Distribution)","Household type - One-person households (Counts)","Household type - One-person households (% Distribution)"
"5921032","Nanaimo F","Regional district electoral area","British Columbia","59","21","","5.5","00100","2016","3375","100","1080","32","685","20.3","265","7.9","65","1.9","155","4.6","155","4.6","960","28.4"
"5921034","Nanaimo G","Regional district electoral area","British Columbia","59","21","939","3.0","00000","2011","3165","100","1560","49.3","575","18.2","185","5.8","55","1.7","90","2.8","80","2.5","630","19.9"
"5921034","Nanaimo G","Regional district electoral area","British Columbia","59","21","939","3.0","00000","2016","3365","100","1690","50.2","565","16.8","160","4.8","45","1.3","100","3","90","2.7","705","21"
"5923008","Port Alberni","City","British Columbia","59","23","940","4.8","00000","2011","7940","100","2315","29.2","1460","18.4","820","10.3","145","1.8","300","3.8","245","3.1","2660","33.5"
"5923008","Port Alberni","City","British Columbia","59","23","940","4.8","00000","2016","8120","100","2325","28.6","1385","17.1","805","9.9","140","1.7","280","3.4","335","4.1","2855","35.2"
"5924034","Campbell River","City","British Columbia","59","24","944","4.3","00000","2011","13425","100","4320","32.2","2990","22.3","1240","9.2","205","1.5","485","3.6","475","3.5","3710","27.6"
"5924034","Campbell River","City","British Columbia","59","24","944","4.3","00000","2016","14200","100","4575","32.2","2820","19.9","1220","8.6","245","1.7","540","3.8","600","4.2","4190","29.5"
"5926005","Comox","Town","British Columbia","59","26","943","3.5","00000","2011","5975","100","2090","35","1315","22","430","7.2","65","1.1","160","2.7","160","2.7","1755","29.4"
"5926005","Comox","Town","British Columbia","59","26","943","3.5","00000","2016","6210","100","2200","35.4","1330","21.4","430","6.9","65","1","185","3","170","2.7","1825","29.4"
"5926010","Courtenay","City","British Columbia","59","26","943","4.0","00000","2011","10960","100","3315","30.2","1935","17.7","1010","9.2","155","1.4","450","4.1","565","5.2","3530","32.2"
"5926010","Courtenay","City","British Columbia","59","26","943","4.0","00000","2016","11705","100","3560","30.4","1970","16.8","1115","9.5","175","1.5","420","3.6","590","5","3870","33.1"
"5926021","Comox Valley A","Regional district electoral area","British Columbia","59","26","943","5.3","00000","2011","3130","100","1290","41.2","525","16.8","185","5.9","45","1.4","100","3.2","115","3.7","880","28.1"
"5926021","Comox Valley A","Regional district electoral area","British Columbia","59","26","943","5.3","00000","2016","3395","100","1350","39.8","515","15.2","190","5.6","70","2.1","115","3.4","120","3.5","1035","30.5"
"5926022","Comox Valley B (Lazo North)","Regional district electoral area","British Columbia","59","26","943","3.7","00000","2011","2910","100","1140","39.2","675","23.2","190","6.5","45","1.5","115","4","85","2.9","665","22.9"
"5926022","Comox Valley B (Lazo North)","Regional district electoral area","British Columbia","59","26","943","3.7","00000","2016","3025","100","1235","40.8","660","21.8","170","5.6","55","1.8","115","3.8","85","2.8","700","23.1"
"5926024","Comox Valley C (Puntledge - Black Creek)","Regional district electoral area","British Columbia","59","26","","4.3","00000","2011","3390","100","1275","37.6","885","26.1","215","6.3","70","2.1","135","4","100","2.9","710","20.9"
"5926024","Comox Valley C (Puntledge - Black Creek)","Regional district electoral area","British Columbia","59","26","","4.3","00000","2016","3575","100","1380","38.6","840","23.5","180","5","85","2.4","160","4.5","105","2.9","820","22.9"
"5927008","Powell River","City","British Columbia","59","27","945","4.2","00000","2011","5900","100","1925","32.6","1130","19.2","500","8.5","75","1.3","190","3.2","180","3.1","1905","32.3"
"5927008","Powell River","City","British Columbia","59","27","945","4.2","00000","2016","6075","100","2040","33.6","1085","17.9","450","7.4","70","1.2","175","2.9","235","3.9","2030","33.4"
"5929011","Sechelt","District municipality","British Columbia","59","29","","5.7","00000","2011","4295","100","1515","35.3","725","16.9","280","6.5","60","1.4","195","4.5","150","3.5","1370","31.9"
"5929011","Sechelt","District municipality","British Columbia","59","29","","5.7","00000","2016","4855","100","1755","36.1","715","14.7","300","6.2","80","1.6","175","3.6","175","3.6","1665","34.3"
"5931006","Squamish","District municipality","British Columbia","59","31","934","5.9","00100","2011","6520","100","1640","25.2","1880","28.8","535","8.2","210","3.2","370","5.7","360","5.5","1525","23.4"
"5931006","Squamish","District municipality","British Columbia","59","31","934","5.9","00100","2016","7260","100","1860","25.6","2180","30","530","7.3","245","3.4","470","6.5","375","5.2","1600","22"
"5931020","Whistler","District municipality","British Columbia","59","31","","11.7","01100","2011","3900","100","1000","25.6","780","20","140","3.6","10","0.3","250","6.4","585","15","1125","28.8"
"5931020","Whistler","District municipality","British Columbia","59","31","","11.7","01100","2016","4610","100","1215","26.4","965","20.9","195","4.2","20","0.4","370","8","630","13.7","1225","26.6"
"5933006","Merritt","City","British Columbia","59","33","","9.2","00100","2011","2900","100","820","28.3","615","21.2","290","10","75","2.6","160","5.5","130","4.5","805","27.8"
"5933006","Merritt","City","British Columbia","59","33","","9.2","00100","2016","2985","100","845","28.3","575","19.3","310","10.4","100","3.4","125","4.2","150","5","875","29.3"
"5933042","Kamloops","City","British Columbia","59","33","925","5.2","00000","2011","35020","100","9640","27.5","8505","24.3","3115","8.9","745","2.1","1720","4.9","1980","5.7","9325","26.6"
"5933042","Kamloops","City","British Columbia","59","33","925","5.2","00000","2016","36815","100","10460","28.4","8440","22.9","3120","8.5","820","2.2","1915","5.2","2105","5.7","9960","27.1"
"5935010","Kelowna","City","British Columbia","59","35","915","4.9","00000","2011","49670","100","14275","28.7","10510","21.2","3880","7.8","1000","2","2290","4.6","3085","6.2","14625","29.4"
"5935010","Kelowna","City","British Columbia","59","35","915","4.9","00000","2016","53905","100","15655","29","11130","20.6","4095","7.6","1055","2","2650","4.9","3590","6.7","15725","29.2"
"5935016","Lake Country","District municipality","British Columbia","59","35","915","4.1","00000","2011","4530","100","1475","32.6","1310","28.9","305","6.7","110","2.4","245","5.4","165","3.6","925","20.4"
"5935016","Lake Country","District municipality","British Columbia","59","35","915","4.1","00000","2016","5095","100","1755","34.4","1330","26.1","350","6.9","140","2.7","265","5.2","180","3.5","1080","21.2"
"5935018","Peachland","District municipality","British Columbia","59","35","915","3.4","00000","2011","2310","100","1035","44.8","400","17.3","130","5.6","40","1.7","110","4.8","65","2.8","540","23.4"
"5935018","Peachland","District municipality","British Columbia","59","35","915","3.4","00000","2016","2460","100","1140","46.3","390","15.9","135","5.5","45","1.8","125","5.1","70","2.8","560","22.8"
"5935029","West Kelowna","District municipality","British Columbia","59","35","915","3.3","00000","2011","11800","100","4125","35","3395","28.8","860","7.3","310","2.6","585","5","365","3.1","2160","18.3"
"5935029","West Kelowna","District municipality","British Columbia","59","35","915","3.3","00000","2016","12435","100","4465","35.9","3480","28","875","7","360","2.9","640","5.1","380","3.1","2240","18"
"5935802","Tsinstikeptum  9","Indian reserve","British Columbia","59","35","915","6.9","00100","2011","2790","100","1015","36.4","375","13.4","265","9.5","40","1.4","115","4.1","125","4.5","855","30.6"
"5935802","Tsinstikeptum  9","Indian reserve","British Columbia","59","35","915","6.9","00100","2016","3650","100","1385","37.9","415","11.4","325","8.9","50","1.4","105","2.9","175","4.8","1190","32.6"
"5937010","Coldstream","District municipality","British Columbia","59","37","918","3.1","00000","2011","3800","100","1385","36.4","1265","33.3","220","5.8","65","1.7","170","4.5","95","2.5","605","15.9"
"5937010","Coldstream","District municipality","British Columbia","59","37","918","3.1","00000","2016","3915","100","1460","37.3","1265","32.3","215","5.5","80","2","195","5","100","2.6","600","15.3"
"5937014","Vernon","City","British Columbia","59","37","918","4.9","00000","2011","16430","100","4830","29.4","3130","19.1","1465","8.9","300","1.8","725","4.4","775","4.7","5205","31.7"
"5937014","Vernon","City","British Columbia","59","37","918","4.9","00000","2016","17795","100","5350","30.1","3070","17.3","1580","8.9","335","1.9","740","4.2","835","4.7","5885","33.1"
"5937024","Spallumcheen","District municipality","British Columbia","59","37","","3.7","00000","2011","1940","100","775","39.9","520","26.8","135","7","55","2.8","90","4.6","55","2.8","315","16.2"
"5937024","Spallumcheen","District municipality","British Columbia","59","37","","3.7","00000","2016","2005","100","780","38.9","525","26.2","110","5.5","60","3","95","4.7","60","3","370","18.5"
"5937028","Armstrong","City","British Columbia","59","37","","6.7","00000","2011","1995","100","630","31.6","455","22.8","180","9","40","2","85","4.3","55","2.8","560","28.1"
"5937028","Armstrong","City","British Columbia","59","37","","6.7","00000","2016","2130","100","680","31.9","490","23","175","8.2","40","1.9","80","3.8","70","3.3","590","27.7"
"5939019","Revelstoke","City","British Columbia","59","39","","6.5","00100","2011","3075","100","920","29.9","725","23.6","210","6.8","35","1.1","120","3.9","195","6.3","875","28.5"
"5939019","Revelstoke","City","British Columbia","59","39","","6.5","00100","2016","3250","100","950","29.2","715","22","215","6.6","45","1.4","155","4.8","225","6.9","940","28.9"
"5939032","Salmon Arm","City","British Columbia","59","39","920","5.0","00000","2011","7345","100","2410","32.8","1620","22.1","595","8.1","115","1.6","280","3.8","215","2.9","2120","28.9"
"5939032","Salmon Arm","City","British Columbia","59","39","920","5.0","00000","2016","7460","100","2510","33.6","1535","20.6","550","7.4","145","1.9","300","4","220","2.9","2200","29.5"
"5939037","Columbia-Shuswap C","Regional district electoral area","British Columbia","59","39","","7.3","00100","2011","3405","100","1755","51.5","605","17.8","135","4","40","1.2","80","2.3","85","2.5","705","20.7"
"5939037","Columbia-Shuswap C","Regional district electoral area","British Columbia","59","39","","7.3","00100","2016","3590","100","1860","51.8","580","16.2","115","3.2","50","1.4","110","3.1","75","2.1","795","22.1"
"5941009","Williams Lake","City","British Columbia","59","41","950","6.4","00100","2011","4525","100","1210","26.7","975","21.5","440","9.7","105","2.3","205","4.5","210","4.6","1385","30.6"
"5941009","Williams Lake","City","British Columbia","59","41","950","6.4","00100","2016","4505","100","1185","26.3","915","20.3","440","9.8","100","2.2","205","4.6","240","5.3","1430","31.7"
"5941013","Quesnel","City","British Columbia","59","41","952","4.9","00000","2011","4325","100","1130","26.1","910","21","470","10.9","85","2","165","3.8","170","3.9","1400","32.4"
"5941013","Quesnel","City","British Columbia","59","41","952","4.9","00000","2016","4395","100","1150","26.2","860","19.6","440","10","75","1.7","145","3.3","175","4","1545","35.2"
"5941015","Cariboo G","Regional district electoral area","British Columbia","59","41","","5.8","00000","2011","2125","100","890","41.9","465","21.9","125","5.9","25","1.2","70","3.3","65","3.1","475","22.4"
"5941015","Cariboo G","Regional district electoral area","British Columbia","59","41","","5.8","00000","2016","2305","100","960","41.6","425","18.4","145","6.3","35","1.5","80","3.5","75","3.3","595","25.8"
"5941019","Cariboo A","Regional district electoral area","British Columbia","59","41","952","3.6","00000","2011","2540","100","905","35.6","695","27.4","185","7.3","40","1.6","95","3.7","70","2.8","545","21.5"
"5941019","Cariboo A","Regional district electoral area","British Columbia","59","41","952","3.6","00000","2016","2620","100","970","37","640","24.4","205","7.8","45","1.7","85","3.2","80","3.1","600","22.9"
"5947012","Prince Rupert","City","British Columbia","59","47","955","4.4","00100","2011","4980","100","1130","22.7","1280","25.7","620","12.4","150","3","230","4.6","190","3.8","1380","27.7"
"5947012","Prince Rupert","City","British Columbia","59","47","955","4.4","00100","2016","4930","100","1175","23.8","1150","23.3","525","10.6","185","3.8","255","5.2","195","4","1440","29.2"
"5949005","Kitimat","District municipality","British Columbia","59","49","","4.6","00000","2011","3630","100","1135","31.3","915","25.2","340","9.4","40","1.1","85","2.3","60","1.7","1060","29.2"
"5949005","Kitimat","District municipality","British Columbia","59","49","","4.6","00000","2016","3500","100","1030","29.4","910","26","290","8.3","65","1.9","95","2.7","85","2.4","1035","29.6"
"5949011","Terrace","City","British Columbia","59","49","965","4.2","00000","2011","4535","100","1145","25.2","1195","26.4","500","11","120","2.6","175","3.9","180","4","1220","26.9"
"5949011","Terrace","City","British Columbia","59","49","965","4.2","00000","2016","4630","100","1230","26.6","1135","24.5","415","9","120","2.6","235","5.1","215","4.6","1275","27.5"
"5951043","Smithers","Town","British Columbia","59","51","","6.0","00000","2011","2195","100","525","23.9","585","26.7","200","9.1","25","1.1","80","3.6","90","4.1","680","31"
"5951043","Smithers","Town","British Columbia","59","51","","6.0","00000","2016","2290","100","585","25.5","570","24.9","190","8.3","25","1.1","65","2.8","90","3.9","765","33.4"
"5951051","Bulkley-Nechako A","Regional district electoral area","British Columbia","59","51","","5.1","00000","2011","2020","100","685","33.9","700","34.7","95","4.7","20","1","70","3.5","50","2.5","395","19.6"
"5951051","Bulkley-Nechako A","Regional district electoral area","British Columbia","59","51","","5.1","00000","2016","2020","100","745","36.9","630","31.2","100","5","25","1.2","75","3.7","45","2.2","410","20.3"
"5953023","Prince George","City","British Columbia","59","53","970","4.1","00000","2011","29260","100","7285","24.9","7330","25.1","3035","10.4","665","2.3","1335","4.6","1585","5.4","8025","27.4"
"5953023","Prince George","City","British Columbia","59","53","970","4.1","00000","2016","30235","100","7625","25.2","7175","23.7","2985","9.9","685","2.3","1545","5.1","1675","5.5","8545","28.3"
"5955014","Dawson Creek","City","British Columbia","59","55","975","6.3","00100","2011","4860","100","1080","22.2","1155","23.8","490","10.1","85","1.7","185","3.8","265","5.5","1595","32.8"
"5955014","Dawson Creek","City","British Columbia","59","55","975","6.3","00100","2016","5035","100","1110","22","1170","23.2","520","10.3","90","1.8","205","4.1","310","6.2","1630","32.4"
