"Geographic code","Geographic name","Global non-response rate","Data quality flag","Year","Sex","Presence and age of children","Total population aged 15 or more (Counts)","Total population aged 15 or more (% Distribution)","Total population aged 15 or more (% Change)","Persons not in a couple (Counts)","Persons not in a couple (% Distribution)","Persons not in a couple (% Change)","Persons in a couple - Total persons in a couple (Counts)","Persons in a couple - Total persons in a couple (% Distribution)","Persons in a couple - Total persons in a couple (% Change)","Persons in a couple - Married spouses - Total (Counts)","Persons in a couple - Married spouses - Total (% Distribution)","Persons in a couple - Married spouses - Total (% Change)","Persons in a couple - Married spouses - Opposite-sex (Counts)","Persons in a couple - Married spouses - Opposite-sex (% Distribution)","Persons in a couple - Married spouses - Opposite-sex (% Change)","Persons in a couple - Married spouses - Same-sex (Counts)","Persons in a couple - Married spouses - Same-sex (% Distribution)","Persons in a couple - Married spouses - Same-sex (% Change)","Persons in a couple - Common-law partners - Total (Counts)","Persons in a couple - Common-law partners - Total (% Distribution)","Persons in a couple - Common-law partners - Total (% Change)","Persons in a couple - Common-law partners - Opposite-sex (Counts)","Persons in a couple - Common-law partners - Opposite-sex (% Distribution)","Persons in a couple - Common-law partners - Opposite-sex (% Change)","Persons in a couple - Common-law partners - Same-sex (Counts)","Persons in a couple - Common-law partners - Same-sex (% Distribution)","Persons in a couple - Common-law partners - Same-sex (% Change)"
"61","Northwest Territories","7.5","00100","2016","Both sexes","With at least one child aged 0 to 14","8600","100","-8.4","1325","15.4","-12.3","7270","84.5","-7.7","4485","52.2","-12.7","4465","51.9","-13","20","0.2","","2790","32.4","1.5","2780","32.3","1.3","15","0.2",""
"61","Northwest Territories","7.5","00100","2016","Both sexes","With children 15 years and over only","4415","100","16.6","1085","24.6","33.1","3330","75.4","12.5","2585","58.6","11.2","2575","58.3","10.8","10","0.2","","745","16.9","16.4","740","16.8","19.4","5","0.1","-66.7"
"61","Northwest Territories","7.5","00100","2016","Male","Total, presence and age of children","16475","100","4.7","7810","47.4","8.3","8660","52.6","1.6","5495","33.4","-1","5480","33.3","-1.2","15","0.1","","3165","19.2","6.7","3140","19.1","5.9","20","0.1","100"
"61","Northwest Territories","7.5","00100","2016","Male","Without children","10560","100","9.1","7190","68.1","9.4","3375","32","8.9","1970","18.7","8.2","1965","18.6","8","5","0","","1400","13.3","9.4","1385","13.1","8.2","20","0.2",""
"61","Northwest Territories","7.5","00100","2016","Male","With children","5910","100","-2.3","625","10.6","-1.6","5290","89.5","-2.3","3525","59.6","-5.5","3520","59.6","-5.5","10","0.2","","1765","29.9","4.7","1755","29.7","4.2","5","0.1",""
"61","Northwest Territories","7.5","00100","2016","Male","With at least one child aged 0 to 14","3920","100","-8.8","300","7.7","-16.7","3620","92.3","-8.1","2235","57","-12.9","2230","56.9","-13.2","0","0","","1390","35.5","1.1","1390","35.5","1.5","0","0",""
"61","Northwest Territories","7.5","00100","2016","Male","With children 15 years and over only","1990","100","13.4","325","16.3","16.1","1665","83.7","12.9","1290","64.8","10.7","1285","64.6","10.8","0","0","","370","18.6","17.5","370","18.6","17.5","5","0.3",""
"61","Northwest Territories","7.5","00100","2016","Female","Total, presence and age of children","15855","100","5","7120","44.9","9.1","8730","55.1","1.7","5525","34.8","-0.8","5480","34.6","-1.2","45","0.3","125","3205","20.2","6.1","3140","19.8","5.9","65","0.4","30"
"61","Northwest Territories","7.5","00100","2016","Female","Without children","8750","100","9.6","5335","61","10.5","3415","39","8.2","1990","22.7","8.4","1960","22.4","8","25","0.3","25","1430","16.3","8.7","1380","15.8","7.8","50","0.6","42.9"
"61","Northwest Territories","7.5","00100","2016","Female","With children","7105","100","-0.2","1785","25.1","5.3","5315","74.8","-2","3540","49.8","-5.1","3520","49.5","-5.5","20","0.3","","1775","25","4.4","1760","24.8","4.5","15","0.2","0"
"61","Northwest Territories","7.5","00100","2016","Female","With at least one child aged 0 to 14","4675","100","-8.2","1025","21.9","-11.3","3650","78.1","-7.4","2250","48.1","-12.5","2235","47.8","-12.9","20","0.4","","1400","29.9","2.2","1385","29.6","1.1","10","0.2",""
"61","Northwest Territories","7.5","00100","2016","Female","With children 15 years and over only","2425","100","19.8","760","31.3","40.7","1665","68.7","11.7","1295","53.4","11.6","1290","53.2","11.2","5","0.2","","375","15.5","15.4","370","15.3","17.5","0","0","-100"
"61","Northwest Territories","7.5","00100","2011","Both sexes","Total, presence and age of children","31830","100","","14630","46","","17200","54","","10930","34.3","","10860","34.1","","70","0.2","","6270","19.7","","6185","19.4","","85","0.3",""
"61","Northwest Territories","7.5","00100","2011","Both sexes","Without children","18950","100","","12300","64.9","","6650","35.1","","3920","20.7","","3860","20.4","","60","0.3","","2735","14.4","","2660","14","","75","0.4",""
"61","Northwest Territories","7.5","00100","2011","Both sexes","With children","12885","100","","2330","18.1","","10550","81.9","","7015","54.4","","7005","54.4","","10","0.1","","3540","27.5","","3530","27.4","","10","0.1",""
"61","Northwest Territories","7.5","00100","2011","Both sexes","With at least one child aged 0 to 14","8660","100","","1300","15","","7365","85","","4495","51.9","","4490","51.8","","5","0.1","","2870","33.1","","2860","33","","15","0.2",""
"61","Northwest Territories","7.5","00100","2011","Both sexes","With children 15 years and over only","4220","100","","1030","24.4","","3190","75.6","","2515","59.6","","2515","59.6","","0","0","","670","15.9","","670","15.9","","0","0",""
"61","Northwest Territories","7.5","00100","2011","Male","Total, presence and age of children","16135","100","","7560","46.9","","8580","53.2","","5460","33.8","","5430","33.7","","30","0.2","","3120","19.3","","3090","19.2","","30","0.2",""
"61","Northwest Territories","7.5","00100","2011","Male","Without children","10260","100","","6950","67.7","","3315","32.3","","1955","19.1","","1925","18.8","","30","0.3","","1355","13.2","","1330","13","","30","0.3",""
"61","Northwest Territories","7.5","00100","2011","Male","With children","5875","100","","605","10.3","","5265","89.6","","3505","59.7","","3505","59.7","","0","0","","1765","30","","1760","30","","0","0",""
"61","Northwest Territories","7.5","00100","2011","Male","With at least one child aged 0 to 14","3970","100","","300","7.6","","3675","92.6","","2245","56.5","","2240","56.4","","0","0","","1430","36","","1430","36","","0","0",""
"61","Northwest Territories","7.5","00100","2011","Male","With children 15 years and over only","1905","100","","315","16.5","","1595","83.7","","1260","66.1","","1255","65.9","","0","0","","335","17.6","","335","17.6","","0","0",""
"61","Northwest Territories","7.5","00100","2011","Female","Total, presence and age of children","15695","100","","7075","45.1","","8625","55","","5475","34.9","","5430","34.6","","45","0.3","","3150","20.1","","3090","19.7","","60","0.4",""
"61","Northwest Territories","7.5","00100","2011","Female","Without children","8690","100","","5350","61.6","","3340","38.4","","1960","22.6","","1930","22.2","","35","0.4","","1375","15.8","","1330","15.3","","45","0.5",""
"61","Northwest Territories","7.5","00100","2011","Female","With children","7010","100","","1725","24.6","","5285","75.4","","3510","50.1","","3505","50","","10","0.1","","1775","25.3","","1765","25.2","","10","0.1",""
"61","Northwest Territories","7.5","00100","2011","Female","With at least one child aged 0 to 14","4695","100","","1005","21.4","","3690","78.6","","2250","47.9","","2245","47.8","","5","0.1","","1440","30.7","","1430","30.5","","15","0.3",""
"61","Northwest Territories","7.5","00100","2011","Female","With children 15 years and over only","2315","100","","720","31.1","","1595","68.9","","1260","54.4","","1255","54.2","","5","0.2","","335","14.5","","335","14.5","","0","0",""
"61","Northwest Territories","7.5","00100","2006","Both sexes","Total, presence and age of children","30835","100","","13730","44.5","","17100","55.5","","11120","36.1","","11085","35.9","","30","0.1","","5985","19.4","","5935","19.2","","55","0.2",""
"61","Northwest Territories","7.5","00100","2006","Both sexes","Without children","17665","100","","11405","64.6","","6260","35.4","","3660","20.7","","3635","20.6","","25","0.1","","2600","14.7","","2565","14.5","","35","0.2",""
"61","Northwest Territories","7.5","00100","2006","Both sexes","With children","13175","100","","2325","17.6","","10840","82.3","","7460","56.6","","7455","56.6","","0","0","","3385","25.7","","3365","25.5","","20","0.2",""
"61","Northwest Territories","7.5","00100","2006","Both sexes","With at least one child aged 0 to 14","9390","100","","1510","16.1","","7880","83.9","","5135","54.7","","5135","54.7","","0","0","","2750","29.3","","2745","29.2","","0","0",""
"61","Northwest Territories","7.5","00100","2006","Both sexes","With children 15 years and over only","3785","100","","815","21.5","","2960","78.2","","2325","61.4","","2325","61.4","","0","0","","640","16.9","","620","16.4","","15","0.4",""
"61","Northwest Territories","7.5","00100","2006","Male","Total, presence and age of children","15730","100","","7210","45.8","","8520","54.2","","5550","35.3","","5545","35.3","","0","0","","2965","18.8","","2965","18.8","","10","0.1",""
"61","Northwest Territories","7.5","00100","2006","Male","Without children","9680","100","","6575","67.9","","3100","32","","1820","18.8","","1820","18.8","","0","0","","1280","13.2","","1280","13.2","","0","0",""
"61","Northwest Territories","7.5","00100","2006","Male","With children","6050","100","","635","10.5","","5415","89.5","","3730","61.7","","3725","61.6","","0","0","","1685","27.9","","1685","27.9","","0","0",""
"61","Northwest Territories","7.5","00100","2006","Male","With at least one child aged 0 to 14","4300","100","","360","8.4","","3940","91.6","","2565","59.7","","2570","59.8","","0","0","","1375","32","","1370","31.9","","0","0",""
"61","Northwest Territories","7.5","00100","2006","Male","With children 15 years and over only","1755","100","","280","16","","1475","84","","1165","66.4","","1160","66.1","","0","0","","315","17.9","","315","17.9","","0","0",""
"61","Northwest Territories","7.5","00100","2006","Female","Total, presence and age of children","15105","100","","6525","43.2","","8580","56.8","","5570","36.9","","5545","36.7","","20","0.1","","3020","20","","2965","19.6","","50","0.3",""
"61","Northwest Territories","7.5","00100","2006","Female","Without children","7985","100","","4830","60.5","","3155","39.5","","1835","23","","1815","22.7","","20","0.3","","1315","16.5","","1280","16","","35","0.4",""
"61","Northwest Territories","7.5","00100","2006","Female","With children","7120","100","","1695","23.8","","5425","76.2","","3730","52.4","","3725","52.3","","0","0","","1700","23.9","","1685","23.7","","15","0.2",""
"61","Northwest Territories","7.5","00100","2006","Female","With at least one child aged 0 to 14","5095","100","","1155","22.7","","3940","77.3","","2570","50.4","","2565","50.3","","0","0","","1370","26.9","","1370","26.9","","0","0",""
"61","Northwest Territories","7.5","00100","2006","Female","With children 15 years and over only","2025","100","","540","26.7","","1490","73.6","","1160","57.3","","1160","57.3","","0","0","","325","16","","315","15.6","","15","0.7",""
"61","Northwest Territories","7.5","00100","2001","Both sexes","Total, presence and age of children","26820","100","","11480","42.8","","15335","57.2","","10220","38.1","","10225","38.1","","","","","5110","19.1","","5050","18.8","","60","0.2",""
"61","Northwest Territories","7.5","00100","2001","Both sexes","Without children","14560","100","","9445","64.9","","5110","35.1","","3020","20.7","","3020","20.7","","","","","2090","14.4","","2040","14","","45","0.3",""
"61","Northwest Territories","7.5","00100","2001","Both sexes","With children","12260","100","","2035","16.6","","10225","83.4","","7205","58.8","","7205","58.8","","","","","3020","24.6","","3010","24.6","","15","0.1",""
"61","Northwest Territories","7.5","00100","2001","Both sexes","With at least one child aged 0 to 14","9440","100","","1380","14.6","","8055","85.3","","5330","56.5","","5330","56.5","","","","","2730","28.9","","2720","28.8","","10","0.1",""
"61","Northwest Territories","7.5","00100","2001","Both sexes","With children 15 years and over only","2815","100","","650","23.1","","2170","77.1","","1875","66.6","","1880","66.8","","","","","290","10.3","","285","10.1","","10","0.4",""
"61","Northwest Territories","7.5","00100","2001","Male","Total, presence and age of children","13725","100","","6075","44.3","","7655","55.8","","5110","37.2","","5115","37.3","","","","","2540","18.5","","2525","18.4","","20","0.1",""
"61","Northwest Territories","7.5","00100","2001","Male","Without children","8115","100","","5570","68.6","","2545","31.4","","1510","18.6","","1510","18.6","","","","","1030","12.7","","1025","12.6","","15","0.2",""
"61","Northwest Territories","7.5","00100","2001","Male","With children","5610","100","","500","8.9","","5110","91.1","","3600","64.2","","3600","64.2","","","","","1510","26.9","","1505","26.8","","0","0",""
"61","Northwest Territories","7.5","00100","2001","Male","With at least one child aged 0 to 14","4335","100","","310","7.2","","4030","93","","2660","61.4","","2665","61.5","","","","","1365","31.5","","1365","31.5","","0","0",""
"61","Northwest Territories","7.5","00100","2001","Male","With children 15 years and over only","1275","100","","195","15.3","","1085","85.1","","935","73.3","","940","73.7","","","","","145","11.4","","145","11.4","","0","0",""
"61","Northwest Territories","7.5","00100","2001","Female","Total, presence and age of children","13090","100","","5410","41.3","","7680","58.7","","5110","39","","5110","39","","","","","2565","19.6","","2525","19.3","","45","0.3",""
"61","Northwest Territories","7.5","00100","2001","Female","Without children","6445","100","","3875","60.1","","2570","39.9","","1510","23.4","","1510","23.4","","","","","1055","16.4","","1025","15.9","","35","0.5",""
"61","Northwest Territories","7.5","00100","2001","Female","With children","6645","100","","1535","23.1","","5115","77","","3600","54.2","","3600","54.2","","","","","1510","22.7","","1505","22.6","","10","0.2",""
"61","Northwest Territories","7.5","00100","2001","Female","With at least one child aged 0 to 14","5100","100","","1070","21","","4030","79","","2665","52.3","","2665","52.3","","","","","1365","26.8","","1365","26.8","","10","0.2",""
"61","Northwest Territories","7.5","00100","2001","Female","With children 15 years and over only","1545","100","","460","29.8","","1085","70.2","","935","60.5","","940","60.8","","","","","145","9.4","","145","9.4","","0","0",""
"62","Nunavut","7.9","00100","2016","Both sexes","Total, presence and age of children","23930","100","24.5","11475","48","27.1","12460","52.1","22.3","6190","25.9","7.1","6175","25.8","6.9","10","0","0","6270","26.2","42.2","6230","26","42.2","45","0.2","80"
"62","Nunavut","7.9","00100","2016","Both sexes","Without children","11850","100","29.2","8920","75.3","25.9","2930","24.7","40.9","1380","11.6","30.8","1375","11.6","31","5","0","-50","1550","13.1","50.5","1525","12.9","51","25","0.2","66.7"
"62","Nunavut","7.9","00100","2016","Both sexes","With children","12080","100","20.1","2555","21.2","31.7","9525","78.8","17.4","4810","39.8","1.7","4800","39.7","1.5","10","0.1","","4720","39.1","39.4","4700","38.9","39.5","20","0.2","100"
"62","Nunavut","7.9","00100","2016","Both sexes","With at least one child aged 0 to 14","9635","100","14","1800","18.7","24.6","7840","81.4","11.9","3550","36.8","-7.3","3550","36.8","-7.3","5","0.1","","4290","44.5","34.9","4270","44.3","34.7","20","0.2","100"
"62","Nunavut","7.9","00100","2016","Both sexes","With children 15 years and over only","2440","100","52.5","755","30.9","52.5","1690","69.3","52.9","1255","51.4","39.4","1260","51.6","40.8","0","0","","435","17.8","112.2","435","17.8","112.2","0","0",""
"62","Nunavut","7.9","00100","2016","Male","Total, presence and age of children","12175","100","23.6","5960","49","25.5","6220","51.1","22.1","3090","25.4","7.1","3090","25.4","6.9","5","0","","3130","25.7","41.6","3115","25.6","42.2","15","0.1","-25"
"62","Nunavut","7.9","00100","2016","Male","Without children","6685","100","26.3","5225","78.2","22.8","1460","21.8","40.4","690","10.3","32.7","685","10.2","30.5","5","0.1","","770","11.5","48.1","765","11.4","51.5","5","0.1","-50"
"62","Nunavut","7.9","00100","2016","Male","With children","5490","100","20.5","735","13.4","47","4760","86.7","17.4","2400","43.7","1.5","2405","43.8","1.7","0","0","","2360","43","39.6","2350","42.8","39.5","5","0.1","-50"
"62","Nunavut","7.9","00100","2016","Male","With at least one child aged 0 to 14","4410","100","14.7","495","11.2","45.6","3915","88.8","11.7","1775","40.2","-7.3","1770","40.1","-7.6","0","0","","2140","48.5","35","2130","48.3","34.4","10","0.2",""
"62","Nunavut","7.9","00100","2016","Male","With children 15 years and over only","1080","100","52.1","240","22.2","54.8","845","78.2","53.6","630","58.3","40","625","57.9","40.4","0","0","","215","19.9","104.8","215","19.9","115","0","0",""
"62","Nunavut","7.9","00100","2016","Female","Total, presence and age of children","11755","100","25.5","5515","46.9","29","6240","53.1","22.6","3100","26.4","7.3","3085","26.2","6.7","10","0.1","","3145","26.8","43","3115","26.5","41.9","30","0.3","200"
"62","Nunavut","7.9","00100","2016","Female","Without children","5165","100","33.5","3695","71.5","30.3","1475","28.6","42.5","690","13.4","30.2","685","13.3","30.5","5","0.1","-50","780","15.1","52.9","760","14.7","50.5","15","0.3",""
"62","Nunavut","7.9","00100","2016","Female","With children","6585","100","19.7","1820","27.6","26.4","4770","72.4","17.6","2405","36.5","1.7","2400","36.4","1.5","5","0.1","","2360","35.8","39.6","2350","35.7","39.1","10","0.2",""
"62","Nunavut","7.9","00100","2016","Female","With at least one child aged 0 to 14","5225","100","13.5","1305","25","18.1","3925","75.1","12","1780","34.1","-7","1770","33.9","-7.6","5","0.1","","2145","41.1","35.3","2130","40.8","34.4","15","0.3",""
"62","Nunavut","7.9","00100","2016","Female","With children 15 years and over only","1365","100","53.4","520","38.1","52.9","845","61.9","53.6","630","46.2","40","630","46.2","40","0","0","","215","15.8","104.8","220","16.1","120","0","0",""
"62","Nunavut","7.9","00100","2011","Both sexes","Total, presence and age of children","21295","100","","10120","47.5","","11170","52.5","","6080","28.6","","6075","28.5","","5","0","","5090","23.9","","5060","23.8","","30","0.1",""
"62","Nunavut","7.9","00100","2011","Both sexes","Without children","10395","100","","7930","76.3","","2465","23.7","","1310","12.6","","1300","12.5","","0","0","","1160","11.2","","1140","11","","20","0.2",""
"62","Nunavut","7.9","00100","2011","Both sexes","With children","10900","100","","2195","20.1","","8700","79.8","","4770","43.8","","4770","43.8","","5","0","","3935","36.1","","3925","36","","10","0.1",""
"62","Nunavut","7.9","00100","2011","Both sexes","With at least one child aged 0 to 14","8740","100","","1555","17.8","","7180","82.2","","3585","41","","3590","41.1","","0","0","","3595","41.1","","3585","41","","10","0.1",""
"62","Nunavut","7.9","00100","2011","Both sexes","With children 15 years and over only","2155","100","","635","29.5","","1520","70.5","","1180","54.8","","1180","54.8","","0","0","","340","15.8","","335","15.5","","0","0",""
"62","Nunavut","7.9","00100","2011","Male","Total, presence and age of children","10935","100","","5360","49","","5575","51","","3040","27.8","","3035","27.8","","5","0","","2540","23.2","","2530","23.1","","5","0",""
"62","Nunavut","7.9","00100","2011","Male","Without children","5955","100","","4720","79.3","","1230","20.7","","655","11","","655","11","","5","0.1","","575","9.7","","570","9.6","","5","0.1",""
"62","Nunavut","7.9","00100","2011","Male","With children","4985","100","","640","12.8","","4350","87.3","","2385","47.8","","2385","47.8","","0","0","","1965","39.4","","1960","39.3","","5","0.1",""
"62","Nunavut","7.9","00100","2011","Male","With at least one child aged 0 to 14","4035","100","","450","11.2","","3585","88.8","","1795","44.5","","1795","44.5","","0","0","","1795","44.5","","1795","44.5","","5","0.1",""
"62","Nunavut","7.9","00100","2011","Male","With children 15 years and over only","950","100","","190","20","","760","80","","590","62.1","","590","62.1","","0","0","","165","17.4","","165","17.4","","0","0",""
"62","Nunavut","7.9","00100","2011","Female","Total, presence and age of children","10360","100","","4765","46","","5590","54","","3035","29.3","","3035","29.3","","5","0","","2550","24.6","","2530","24.4","","20","0.2",""
"62","Nunavut","7.9","00100","2011","Female","Without children","4440","100","","3205","72.2","","1240","27.9","","655","14.8","","655","14.8","","0","0","","585","13.2","","570","12.8","","15","0.3",""
"62","Nunavut","7.9","00100","2011","Female","With children","5910","100","","1555","26.3","","4355","73.7","","2390","40.4","","2385","40.4","","0","0","","1970","33.3","","1960","33.2","","10","0.2",""
"62","Nunavut","7.9","00100","2011","Female","With at least one child aged 0 to 14","4705","100","","1110","23.6","","3595","76.4","","1795","38.2","","1795","38.2","","5","0.1","","1800","38.3","","1790","38","","10","0.2",""
"62","Nunavut","7.9","00100","2011","Female","With children 15 years and over only","1205","100","","445","36.9","","760","63.1","","590","49","","590","49","","0","0","","165","13.7","","170","14.1","","0","0",""
"62","Nunavut","7.9","00100","2006","Both sexes","Total, presence and age of children","19220","100","","9030","47","","10190","53","","5780","30.1","","5775","30","","10","0.1","","4410","22.9","","4380","22.8","","25","0.1",""
"62","Nunavut","7.9","00100","2006","Both sexes","Without children","9170","100","","7085","77.3","","2080","22.7","","1055","11.5","","1050","11.5","","10","0.1","","1030","11.2","","1010","11","","15","0.2",""
"62","Nunavut","7.9","00100","2006","Both sexes","With children","10055","100","","1940","19.3","","8110","80.7","","4730","47","","4730","47","","0","0","","3385","33.7","","3370","33.5","","10","0.1",""
"62","Nunavut","7.9","00100","2006","Both sexes","With at least one child aged 0 to 14","8455","100","","1445","17.1","","7005","82.9","","3830","45.3","","3830","45.3","","0","0","","3180","37.6","","3170","37.5","","10","0.1",""
"62","Nunavut","7.9","00100","2006","Both sexes","With children 15 years and over only","1600","100","","495","30.9","","1105","69.1","","900","56.3","","895","55.9","","0","0","","205","12.8","","205","12.8","","0","0",""
"62","Nunavut","7.9","00100","2006","Male","Total, presence and age of children","9850","100","","4750","48.2","","5095","51.7","","2885","29.3","","2890","29.3","","0","0","","2210","22.4","","2190","22.2","","20","0.2",""
"62","Nunavut","7.9","00100","2006","Male","Without children","5295","100","","4255","80.4","","1040","19.6","","520","9.8","","525","9.9","","0","0","","520","9.8","","505","9.5","","10","0.2",""
"62","Nunavut","7.9","00100","2006","Male","With children","4555","100","","500","11","","4055","89","","2365","51.9","","2365","51.9","","0","0","","1690","37.1","","1685","37","","10","0.2",""
"62","Nunavut","7.9","00100","2006","Male","With at least one child aged 0 to 14","3845","100","","340","8.8","","3505","91.2","","1915","49.8","","1915","49.8","","0","0","","1585","41.2","","1585","41.2","","0","0",""
"62","Nunavut","7.9","00100","2006","Male","With children 15 years and over only","710","100","","155","21.8","","550","77.5","","450","63.4","","445","62.7","","0","0","","105","14.8","","100","14.1","","0","0",""
"62","Nunavut","7.9","00100","2006","Female","Total, presence and age of children","9370","100","","4275","45.6","","5090","54.3","","2890","30.8","","2890","30.8","","0","0","","2200","23.5","","2195","23.4","","10","0.1",""
"62","Nunavut","7.9","00100","2006","Female","Without children","3870","100","","2835","73.3","","1035","26.7","","530","13.7","","525","13.6","","10","0.3","","510","13.2","","505","13","","0","0",""
"62","Nunavut","7.9","00100","2006","Female","With children","5500","100","","1440","26.2","","4055","73.7","","2365","43","","2365","43","","0","0","","1690","30.7","","1690","30.7","","0","0",""
"62","Nunavut","7.9","00100","2006","Female","With at least one child aged 0 to 14","4605","100","","1105","24","","3505","76.1","","1915","41.6","","1915","41.6","","0","0","","1585","34.4","","1585","34.4","","0","0",""
"62","Nunavut","7.9","00100","2006","Female","With children 15 years and over only","890","100","","340","38.2","","550","61.8","","450","50.6","","450","50.6","","0","0","","105","11.8","","100","11.2","","0","0",""
"62","Nunavut","7.9","00100","2001","Both sexes","Total, presence and age of children","16550","100","","7105","42.9","","9445","57.1","","5465","33","","5465","33","","","","","3980","24","","3955","23.9","","25","0.2",""
"62","Nunavut","7.9","00100","2001","Both sexes","Without children","7235","100","","5470","75.6","","1765","24.4","","815","11.3","","815","11.3","","","","","945","13.1","","925","12.8","","20","0.3",""
"62","Nunavut","7.9","00100","2001","Both sexes","With children","9320","100","","1635","17.5","","7685","82.5","","4650","49.9","","4650","49.9","","","","","3035","32.6","","3030","32.5","","10","0.1",""
"62","Nunavut","7.9","00100","2001","Both sexes","With at least one child aged 0 to 14","8295","100","","1300","15.7","","6995","84.3","","4075","49.1","","4075","49.1","","","","","2915","35.1","","2905","35","","10","0.1",""
"62","Nunavut","7.9","00100","2001","Both sexes","With children 15 years and over only","1025","100","","330","32.2","","695","67.8","","575","56.1","","570","55.6","","","","","120","11.7","","120","11.7","","0","0",""
"62","Nunavut","7.9","00100","2001","Male","Total, presence and age of children","8530","100","","3805","44.6","","4725","55.4","","2735","32.1","","2735","32.1","","","","","1990","23.3","","1980","23.2","","15","0.2",""
"62","Nunavut","7.9","00100","2001","Male","Without children","4240","100","","3360","79.2","","880","20.8","","405","9.6","","410","9.7","","","","","470","11.1","","465","11","","10","0.2",""
"62","Nunavut","7.9","00100","2001","Male","With children","4285","100","","445","10.4","","3840","89.6","","2325","54.3","","2325","54.3","","","","","1520","35.5","","1515","35.4","","10","0.2",""
"62","Nunavut","7.9","00100","2001","Male","With at least one child aged 0 to 14","3810","100","","315","8.3","","3500","91.9","","2040","53.5","","2040","53.5","","","","","1460","38.3","","1455","38.2","","10","0.3",""
"62","Nunavut","7.9","00100","2001","Male","With children 15 years and over only","475","100","","130","27.4","","350","73.7","","285","60","","290","61.1","","","","","60","12.6","","60","12.6","","0","0",""
"62","Nunavut","7.9","00100","2001","Female","Total, presence and age of children","8020","100","","3295","41.1","","4725","58.9","","2730","34","","2735","34.1","","","","","1990","24.8","","1975","24.6","","15","0.2",""
"62","Nunavut","7.9","00100","2001","Female","Without children","2990","100","","2105","70.4","","880","29.4","","405","13.5","","405","13.5","","","","","470","15.7","","465","15.6","","10","0.3",""
"62","Nunavut","7.9","00100","2001","Female","With children","5035","100","","1190","23.6","","3845","76.4","","2325","46.2","","2325","46.2","","","","","1520","30.2","","1515","30.1","","10","0.2",""
