Geographic code,Geographic name,Geographic Type,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (2006 Counts),Broad Age Groups: 0 to 14 (2006 Counts),Broad Age Groups: 15 to 64 (2006 Counts),Broad Age Groups: 65 years and over (2006 Counts),Broad Age Groups: 85 years and over (2006 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (% Distribution 2006),Broad Age Groups: 0 to 14 (% Distribution 2006) ,Broad Age Groups: 15 to 64 (% Distribution 2006),Broad Age Groups: 65 years and over (% Distribution 2006),Broad Age Groups: 85 years and over (% Distribution 2006),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016),Total (Percent Change 2006 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2006 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2006 to 2016),Broad Age Groups: 65 years and over (Percent Change 2006 to 2016),Broad Age Groups: 85 years and over (Percent Change 2006 to 2016)
1212,Pictou,County,Nova Scotia,12,4.0,00000,Male,21150,3270,13350,4535,385,22015,3535,14720,3760,340,22345,3735,15360,3245,315,100,15.5,63.1,21.4,1.8,100,16.1,66.9,17.1,1.5,100,16.7,68.7,14.5,1.4,-3.9,-7.5,-9.3,20.6,13.2,-5.3,-12.4,-13.1,39.8,22.2
1212,Pictou,County,Nova Scotia,12,4.0,00000,Female,22595,3155,14055,5385,840,23630,3415,15490,4725,890,24175,3640,16025,4515,840,100,14,62.2,23.8,3.7,100,14.5,65.6,20,3.8,100,15.1,66.3,18.7,3.5,-4.4,-7.6,-9.3,14,-5.6,-6.5,-13.3,-12.3,19.3,0
1213,Guysborough,County,Nova Scotia,12,5.6,00000,Both sexes,7625,835,4425,2370,235,8145,965,5105,2070,245,9060,1165,5945,1950,255,100,11,58,31.1,3.1,100,11.8,62.7,25.4,3,100,12.9,65.6,21.5,2.8,-6.4,-13.5,-13.3,14.5,-4.1,-15.8,-28.3,-25.6,21.5,-7.8
1213,Guysborough,County,Nova Scotia,12,5.6,00000,Male,3775,455,2175,1140,90,4035,490,2525,1015,100,4490,590,2975,925,80,100,12.1,57.6,30.2,2.4,100,12.1,62.6,25.2,2.5,100,13.1,66.3,20.6,1.8,-6.4,-7.1,-13.9,12.3,-10,-15.9,-22.9,-26.9,23.2,12.5
1213,Guysborough,County,Nova Scotia,12,5.6,00000,Female,3850,380,2245,1220,145,4105,475,2585,1050,140,4570,570,2970,1030,175,100,9.9,58.3,31.7,3.8,100,11.6,63,25.6,3.4,100,12.5,65,22.5,3.8,-6.2,-20,-13.2,16.2,3.6,-15.8,-33.3,-24.4,18.4,-17.1
1214,Antigonish,County,Nova Scotia,12,3.9,00000,Both sexes,19300,3085,12235,3980,460,19590,3220,13290,3080,420,18835,3315,12895,2630,435,100,16,63.4,20.6,2.4,100,16.4,67.8,15.7,2.1,100,17.6,68.5,14,2.3,-1.5,-4.2,-7.9,29.2,9.5,2.5,-6.9,-5.1,51.3,5.7
1214,Antigonish,County,Nova Scotia,12,3.9,00000,Male,9325,1600,5905,1825,140,9445,1635,6445,1365,110,9015,1670,6285,1060,105,100,17.2,63.3,19.6,1.5,100,17.3,68.2,14.5,1.2,100,18.5,69.7,11.8,1.2,-1.3,-2.1,-8.4,33.7,27.3,3.4,-4.2,-6,72.2,33.3
1214,Antigonish,County,Nova Scotia,12,3.9,00000,Female,9975,1490,6330,2155,325,10140,1585,6840,1710,310,9820,1650,6605,1560,325,100,14.9,63.5,21.6,3.3,100,15.6,67.5,16.9,3.1,100,16.8,67.3,15.9,3.3,-1.6,-6,-7.5,26,4.8,1.6,-9.7,-4.2,38.1,0
1215,Inverness,County,Nova Scotia,12,5.1,00000,Both sexes,17235,2435,10420,4380,430,17950,2790,11575,3590,430,19035,3070,12705,3265,450,100,14.1,60.5,25.4,2.5,100,15.5,64.5,20,2.4,100,16.1,66.7,17.2,2.4,-4,-12.7,-10,22,0,-9.5,-20.7,-18,34.2,-4.4
1215,Inverness,County,Nova Scotia,12,5.1,00000,Male,8430,1285,5085,2060,135,8805,1465,5705,1630,130,9315,1575,6300,1440,140,100,15.2,60.3,24.4,1.6,100,16.6,64.8,18.5,1.5,100,16.9,67.6,15.5,1.5,-4.3,-12.3,-10.9,26.4,3.8,-9.5,-18.4,-19.3,43.1,-3.6
1215,Inverness,County,Nova Scotia,12,5.1,00000,Female,8805,1150,5335,2320,300,9145,1320,5870,1955,300,9720,1495,6400,1825,310,100,13.1,60.6,26.3,3.4,100,14.4,64.2,21.4,3.3,100,15.4,65.8,18.8,3.2,-3.7,-12.9,-9.1,18.7,0,-9.4,-23.1,-16.6,27.1,-3.2
1216,Richmond,County,Nova Scotia,12,4.4,00000,Both sexes,8965,1095,5385,2480,280,9295,1225,5950,2120,270,9740,1465,6345,1925,290,100,12.2,60.1,27.7,3.1,100,13.2,64,22.8,2.9,100,15,65.1,19.8,3,-3.6,-10.6,-9.5,17,3.7,-8,-25.3,-15.1,28.8,-3.4
1216,Richmond,County,Nova Scotia,12,4.4,00000,Male,4370,545,2650,1175,110,4510,605,2920,985,95,4710,700,3125,885,105,100,12.5,60.6,26.9,2.5,100,13.4,64.7,21.8,2.1,100,14.9,66.3,18.8,2.2,-3.1,-9.9,-9.2,19.3,15.8,-7.2,-22.1,-15.2,32.8,4.8
1216,Richmond,County,Nova Scotia,12,4.4,00000,Female,4595,555,2735,1310,170,4785,620,3030,1130,175,5030,760,3220,1040,180,100,12.1,59.5,28.5,3.7,100,13,63.3,23.6,3.7,100,15.1,64,20.7,3.6,-4,-10.5,-9.7,15.9,-2.9,-8.6,-27,-15.1,26,-5.6
1217,Cape Breton,County,Nova Scotia,12,3.9,00000,Both sexes,98720,13780,62395,22545,2730,101620,14715,67250,19650,2665,105925,16650,70490,18785,2510,100,14,63.2,22.8,2.8,100,14.5,66.2,19.3,2.6,100,15.7,66.5,17.7,2.4,-2.9,-6.4,-7.2,14.7,2.4,-6.8,-17.2,-11.5,20,8.8
1217,Cape Breton,County,Nova Scotia,12,3.9,00000,Male,46770,7000,29865,9910,850,48125,7510,32225,8390,770,49900,8500,33725,7680,665,100,15,63.9,21.2,1.8,100,15.6,67,17.4,1.6,100,17,67.6,15.4,1.3,-2.8,-6.8,-7.3,18.1,10.4,-6.3,-17.6,-11.4,29,27.8
1217,Cape Breton,County,Nova Scotia,12,3.9,00000,Female,51950,6785,32535,12630,1880,53490,7210,35020,11260,1895,56025,8155,36765,11105,1845,100,13.1,62.6,24.3,3.6,100,13.5,65.5,21.1,3.5,100,14.6,65.6,19.8,3.3,-2.9,-5.9,-7.1,12.2,-0.8,-7.3,-16.8,-11.5,13.7,1.9
1218,Victoria,County,Nova Scotia,12,4.7,00000,Both sexes,7090,995,4300,1795,195,7115,1100,4630,1385,140,7595,1170,5080,1345,210,100,14,60.6,25.3,2.8,100,15.5,65.1,19.5,2,100,15.4,66.9,17.7,2.8,-0.4,-9.5,-7.1,29.6,39.3,-6.6,-15,-15.4,33.5,-7.1
1218,Victoria,County,Nova Scotia,12,4.7,00000,Male,3515,520,2125,870,65,3525,595,2270,665,45,3720,635,2490,605,55,100,14.8,60.5,24.8,1.8,100,16.9,64.4,18.9,1.3,100,17.1,66.9,16.3,1.5,-0.3,-12.6,-6.4,30.8,44.4,-5.5,-18.1,-14.7,43.8,18.2
1218,Victoria,County,Nova Scotia,12,4.7,00000,Female,3575,475,2180,925,130,3585,510,2355,720,95,3870,540,2590,745,155,100,13.3,61,25.9,3.6,100,14.2,65.7,20.1,2.6,100,14,66.9,19.3,4,-0.3,-6.9,-7.4,28.5,36.8,-7.6,-12,-15.8,24.2,-16.1
1301,Saint John,County,New Brunswick,13,4.1,00000,Both sexes,74020,11060,48975,13985,2050,76550,11455,52500,12595,2015,74625,11790,51000,11830,1910,100,14.9,66.2,18.9,2.8,100,15,68.6,16.5,2.6,100,15.8,68.3,15.9,2.6,-3.3,-3.4,-6.7,11,1.7,-0.8,-6.2,-4,18.2,7.3
1301,Saint John,County,New Brunswick,13,4.1,00000,Male,35335,5630,23670,6030,635,36260,5825,25300,5140,550,35090,6065,24395,4630,490,100,15.9,67,17.1,1.8,100,16.1,69.8,14.2,1.5,100,17.3,69.5,13.2,1.4,-2.6,-3.3,-6.4,17.3,15.5,0.7,-7.2,-3,30.2,29.6
1301,Saint John,County,New Brunswick,13,4.1,00000,Female,38685,5430,25300,7955,1415,40290,5630,27205,7455,1465,39535,5720,26610,7205,1420,100,14,65.4,20.6,3.7,100,14,67.5,18.5,3.6,100,14.5,67.3,18.2,3.6,-4,-3.6,-7,6.7,-3.4,-2.1,-5.1,-4.9,10.4,-0.4
1302,Charlotte,County,New Brunswick,13,3.7,00000,Both sexes,25430,3755,16260,5420,680,26550,4040,17765,4745,660,26895,4575,17885,4435,655,100,14.8,63.9,21.3,2.7,100,15.2,66.9,17.9,2.5,100,17,66.5,16.5,2.4,-4.2,-7.1,-8.5,14.2,3,-5.4,-17.9,-9.1,22.2,3.8
1302,Charlotte,County,New Brunswick,13,3.7,00000,Male,12350,1885,8025,2435,195,12865,2035,8775,2055,190,12995,2315,8845,1835,170,100,15.3,65,19.7,1.6,100,15.8,68.2,16,1.5,100,17.8,68.1,14.1,1.3,-4,-7.4,-8.5,18.5,2.6,-5,-18.6,-9.3,32.7,14.7
1302,Charlotte,County,New Brunswick,13,3.7,00000,Female,13080,1865,8230,2980,485,13685,2005,8995,2685,470,13905,2255,9045,2605,480,100,14.3,62.9,22.8,3.7,100,14.7,65.7,19.6,3.4,100,16.2,65,18.7,3.5,-4.4,-7,-8.5,11,3.2,-5.9,-17.3,-9,14.4,1
1303,Sunbury,County,New Brunswick,13,4.9,00000,Both sexes,27645,5060,19110,3475,325,27140,5160,19115,2870,250,25540,5195,17865,2485,200,100,18.3,69.1,12.6,1.2,100,19,70.4,10.6,0.9,100,20.3,69.9,9.7,0.8,1.9,-1.9,0,21.1,30,8.2,-2.6,7,39.8,62.5
1303,Sunbury,County,New Brunswick,13,4.9,00000,Male,14330,2640,10040,1650,120,13840,2610,9910,1325,95,13065,2740,9190,1135,70,100,18.4,70.1,11.5,0.8,100,18.9,71.6,9.6,0.7,100,21,70.3,8.7,0.5,3.5,1.1,1.3,24.5,26.3,9.7,-3.6,9.2,45.4,71.4
1303,Sunbury,County,New Brunswick,13,4.9,00000,Female,13315,2420,9070,1820,205,13300,2545,9205,1550,155,12475,2455,8675,1350,135,100,18.2,68.1,13.7,1.5,100,19.1,69.2,11.7,1.2,100,19.7,69.5,10.8,1.1,0.1,-4.9,-1.5,17.4,32.3,6.7,-1.4,4.6,34.8,51.9
1304,Queens,County,New Brunswick,13,3.6,00000,Both sexes,10470,1160,6270,3040,315,11085,1325,7055,2705,340,11710,1585,7615,2505,340,100,11.1,59.9,29,3,100,12,63.6,24.4,3.1,100,13.5,65,21.4,2.9,-5.5,-12.5,-11.1,12.4,-7.4,-10.6,-26.8,-17.7,21.4,-7.4
1304,Queens,County,New Brunswick,13,3.6,00000,Male,5155,590,3090,1470,100,5400,670,3485,1245,100,5765,810,3825,1135,120,100,11.4,59.9,28.5,1.9,100,12.4,64.5,23.1,1.9,100,14.1,66.3,19.7,2.1,-4.5,-11.9,-11.3,18.1,0,-10.6,-27.2,-19.2,29.5,-16.7
1304,Queens,County,New Brunswick,13,3.6,00000,Female,5315,570,3180,1570,215,5690,655,3570,1465,240,5945,775,3790,1375,220,100,10.7,59.8,29.5,4,100,11.5,62.7,25.7,4.2,100,13,63.8,23.1,3.7,-6.6,-13,-10.9,7.2,-10.4,-10.6,-26.5,-16.1,14.2,-2.3
1305,Kings,County,New Brunswick,13,2.9,00000,Both sexes,68940,11975,44575,12395,1225,69665,12625,47215,9820,1145,65825,12880,44900,8045,905,100,17.4,64.7,18,1.8,100,18.1,67.8,14.1,1.6,100,19.6,68.2,12.2,1.4,-1,-5.1,-5.6,26.2,7,4.7,-7,-0.7,54.1,35.4
1305,Kings,County,New Brunswick,13,2.9,00000,Male,33705,6025,21825,5855,415,34280,6440,23225,4620,400,32410,6660,22025,3725,295,100,17.9,64.8,17.4,1.2,100,18.8,67.8,13.5,1.2,100,20.5,68,11.5,0.9,-1.7,-6.4,-6,26.7,3.8,4,-9.5,-0.9,57.2,40.7
1305,Kings,County,New Brunswick,13,2.9,00000,Female,35235,5945,22750,6535,805,35385,6185,23995,5205,745,33415,6220,22875,4325,605,100,16.9,64.6,18.5,2.3,100,17.5,67.8,14.7,2.1,100,18.6,68.5,12.9,1.8,-0.4,-3.9,-5.2,25.6,8.1,5.4,-4.4,-0.5,51.1,33.1
1306,Albert,County,New Brunswick,13,3.1,00000,Both sexes,29155,4505,18830,5825,680,28850,4740,19490,4620,615,27560,4925,18760,3875,560,100,15.5,64.6,20,2.3,100,16.4,67.6,16,2.1,100,17.9,68.1,14.1,2,1.1,-5,-3.4,26.1,10.6,5.8,-8.5,0.4,50.3,21.4
1306,Albert,County,New Brunswick,13,3.1,00000,Male,14190,2340,9190,2660,230,13980,2485,9395,2095,220,13290,2535,9070,1685,165,100,16.5,64.8,18.7,1.6,100,17.8,67.2,15,1.6,100,19.1,68.2,12.7,1.2,1.5,-5.8,-2.2,27,4.5,6.8,-7.7,1.3,57.9,39.4
1306,Albert,County,New Brunswick,13,3.1,00000,Female,14975,2165,9645,3165,450,14865,2255,10085,2520,400,14275,2390,9690,2195,395,100,14.5,64.4,21.1,3,100,15.2,67.8,17,2.7,100,16.7,67.9,15.4,2.8,0.7,-4,-4.4,25.6,12.5,4.9,-9.4,-0.5,44.2,13.9
1307,Westmorland,County,New Brunswick,13,4.1,00000,Both sexes,149625,22755,99565,27305,3575,144160,21360,100540,22265,3355,132845,20300,93190,19360,2920,100,15.2,66.5,18.2,2.4,100,14.8,69.7,15.4,2.3,100,15.3,70.1,14.6,2.2,3.8,6.5,-1,22.6,6.6,12.6,12.1,6.8,41,22.4
1307,Westmorland,County,New Brunswick,13,4.1,00000,Male,73145,11660,49170,12315,1170,70165,10885,49600,9680,1050,64375,10370,45950,8055,860,100,15.9,67.2,16.8,1.6,100,15.5,70.7,13.8,1.5,100,16.1,71.4,12.5,1.3,4.2,7.1,-0.9,27.2,11.4,13.6,12.4,7,52.9,36
1307,Westmorland,County,New Brunswick,13,4.1,00000,Female,76480,11095,50390,14990,2405,73990,10470,50935,12585,2310,68475,9930,47240,11305,2070,100,14.5,65.9,19.6,3.1,100,14.2,68.8,17,3.1,100,14.5,69,16.5,3,3.4,6,-1.1,19.1,4.1,11.7,11.7,6.7,32.6,16.2
1308,Kent,County,New Brunswick,13,3.7,00000,Both sexes,30475,3940,19380,7160,745,30830,4105,20740,5985,725,31450,4650,21590,5210,620,100,12.9,63.6,23.5,2.4,100,13.3,67.3,19.4,2.4,100,14.8,68.6,16.6,2,-1.2,-4,-6.6,19.6,2.8,-3.1,-15.3,-10.2,37.4,20.2
1308,Kent,County,New Brunswick,13,3.7,00000,Male,15225,2040,9720,3475,280,15305,2070,10380,2850,270,15735,2385,10900,2450,240,100,13.4,63.8,22.8,1.8,100,13.5,67.8,18.6,1.8,100,15.2,69.3,15.6,1.5,-0.5,-1.4,-6.4,21.9,3.7,-3.2,-14.5,-10.8,41.8,16.7
1308,Kent,County,New Brunswick,13,3.7,00000,Female,15250,1900,9660,3690,460,15530,2040,10360,3140,450,15715,2265,10690,2760,385,100,12.5,63.3,24.2,3,100,13.1,66.7,20.2,2.9,100,14.4,68,17.6,2.4,-1.8,-6.9,-6.8,17.5,2.2,-3,-16.1,-9.6,33.7,19.5
1309,Northumberland,County,New Brunswick,13,3.8,00000,Both sexes,44950,6120,28535,10300,1150,46200,6685,30765,8750,1065,47435,7630,32040,7770,955,100,13.6,63.5,22.9,2.6,100,14.5,66.6,18.9,2.3,100,16.1,67.5,16.4,2,-2.7,-8.5,-7.2,17.7,8,-5.2,-19.8,-10.9,32.6,20.4
1309,Northumberland,County,New Brunswick,13,3.8,00000,Male,21950,3115,13970,4870,385,22705,3415,15245,4055,345,23380,3905,15995,3475,310,100,14.2,63.6,22.2,1.8,100,15,67.1,17.9,1.5,100,16.7,68.4,14.9,1.3,-3.3,-8.8,-8.4,20.1,11.6,-6.1,-20.2,-12.7,40.1,24.2
1309,Northumberland,County,New Brunswick,13,3.8,00000,Female,22995,3000,14560,5435,770,23495,3270,15525,4695,720,24060,3720,16045,4295,645,100,13,63.3,23.6,3.3,100,13.9,66.1,20,3.1,100,15.5,66.7,17.9,2.7,-2.1,-8.3,-6.2,15.8,6.9,-4.4,-19.4,-9.3,26.5,19.4
1310,York,County,New Brunswick,13,3.6,00000,Both sexes,99410,16135,66000,17275,1975,97240,15825,67160,14250,1870,90030,14980,63025,12025,1505,100,16.2,66.4,17.4,2,100,16.3,69.1,14.7,1.9,100,16.6,70,13.4,1.7,2.2,2,-1.7,21.2,5.6,10.4,7.7,4.7,43.7,31.2
1310,York,County,New Brunswick,13,3.6,00000,Male,48180,8095,32235,7850,660,47175,8025,32810,6345,595,43560,7620,30730,5210,425,100,16.8,66.9,16.3,1.4,100,17,69.5,13.4,1.3,100,17.5,70.5,12,1,2.1,0.9,-1.8,23.7,10.9,10.6,6.2,4.9,50.7,55.3
1310,York,County,New Brunswick,13,3.6,00000,Female,51235,8035,33770,9425,1325,50060,7800,34345,7910,1275,46470,7365,32290,6810,1085,100,15.7,65.9,18.4,2.6,100,15.6,68.6,15.8,2.5,100,15.8,69.5,14.7,2.3,2.3,3,-1.7,19.2,3.9,10.3,9.1,4.6,38.4,22.1
1311,Carleton,County,New Brunswick,13,3.4,00000,Both sexes,26220,4270,17005,4945,625,27020,4575,18210,4230,645,26630,4955,17845,3830,555,100,16.3,64.9,18.9,2.4,100,16.9,67.4,15.7,2.4,100,18.6,67,14.4,2.1,-3,-6.7,-6.6,16.9,-3.1,-1.5,-13.8,-4.7,29.1,12.6
1311,Carleton,County,New Brunswick,13,3.4,00000,Male,12840,2195,8390,2250,200,13240,2410,9005,1825,200,13010,2550,8910,1550,170,100,17.1,65.3,17.5,1.6,100,18.2,68,13.8,1.5,100,19.6,68.5,11.9,1.3,-3,-8.9,-6.8,23.3,0,-1.3,-13.9,-5.8,45.2,17.6
1311,Carleton,County,New Brunswick,13,3.4,00000,Female,13380,2075,8610,2690,425,13780,2165,9205,2410,440,13625,2405,8940,2280,385,100,15.5,64.3,20.1,3.2,100,15.7,66.8,17.5,3.2,100,17.7,65.6,16.7,2.8,-2.9,-4.2,-6.5,11.6,-3.4,-1.8,-13.7,-3.7,18,10.4
1312,Victoria,County,New Brunswick,13,3.9,00000,Both sexes,18615,2760,11815,4045,475,19920,3165,13320,3435,410,20320,3570,13685,3065,345,100,14.8,63.5,21.7,2.6,100,15.9,66.9,17.2,2.1,100,17.6,67.3,15.1,1.7,-6.6,-12.8,-11.3,17.8,15.9,-8.4,-22.7,-13.7,32,37.7
1312,Victoria,County,New Brunswick,13,3.9,00000,Male,8990,1350,5765,1875,175,9710,1615,6550,1550,130,9960,1855,6775,1325,130,100,15,64.1,20.9,1.9,100,16.6,67.5,16,1.3,100,18.6,68,13.3,1.3,-7.4,-16.4,-12,21,34.6,-9.7,-27.2,-14.9,41.5,34.6
1312,Victoria,County,New Brunswick,13,3.9,00000,Female,9625,1405,6055,2170,305,10210,1560,6770,1885,280,10365,1715,6905,1740,210,100,14.6,62.9,22.5,3.2,100,15.3,66.3,18.5,2.7,100,16.5,66.6,16.8,2,-5.7,-9.9,-10.6,15.1,8.9,-7.1,-18.1,-12.3,24.7,45.2
1313,Madawaska,County,New Brunswick,13,4.3,00000,Both sexes,32740,4345,21055,7335,810,33420,4520,23015,5885,745,34070,4850,24200,5020,465,100,13.3,64.3,22.4,2.5,100,13.5,68.9,17.6,2.2,100,14.2,71,14.7,1.4,-2,-3.9,-8.5,24.6,8.7,-3.9,-10.4,-13,46.1,74.2
1313,Madawaska,County,New Brunswick,13,4.3,00000,Male,16025,2220,10440,3360,270,16300,2285,11435,2580,230,16575,2455,12000,2125,125,100,13.9,65.1,21,1.7,100,14,70.2,15.8,1.4,100,14.8,72.4,12.8,0.8,-1.7,-2.8,-8.7,30.2,17.4,-3.3,-9.6,-13,58.1,116
1313,Madawaska,County,New Brunswick,13,4.3,00000,Female,16715,2125,10620,3975,540,17125,2240,11580,3310,515,17500,2395,12205,2900,340,100,12.7,63.5,23.8,3.2,100,13.1,67.6,19.3,3,100,13.7,69.7,16.6,1.9,-2.4,-5.1,-8.3,20.1,4.9,-4.5,-11.3,-13,37.1,58.8
1314,Restigouche,County,New Brunswick,13,4.4,00000,Both sexes,30955,3720,19690,7545,880,32595,4130,21810,6655,845,33835,4975,23030,5835,665,100,12,63.6,24.4,2.8,100,12.7,66.9,20.4,2.6,100,14.7,68.1,17.2,2,-5,-9.9,-9.7,13.4,4.1,-8.5,-25.2,-14.5,29.3,32.3
1314,Restigouche,County,New Brunswick,13,4.4,00000,Male,15175,1905,9800,3465,295,15865,2135,10785,2945,275,16395,2545,11345,2510,190,100,12.6,64.6,22.8,1.9,100,13.5,68,18.6,1.7,100,15.5,69.2,15.3,1.2,-4.3,-10.8,-9.1,17.7,7.3,-7.4,-25.1,-13.6,38,55.3
1314,Restigouche,County,New Brunswick,13,4.4,00000,Female,15780,1810,9890,4080,590,16730,2000,11030,3705,565,17440,2435,11685,3325,475,100,11.5,62.7,25.9,3.7,100,12,65.9,22.1,3.4,100,14,67,19.1,2.7,-5.7,-9.5,-10.3,10.1,4.4,-9.5,-25.7,-15.4,22.7,24.2
1315,Gloucester,County,New Brunswick,13,4.1,00000,Both sexes,78440,8950,50765,18725,2105,79945,9860,55270,14820,1780,81225,11390,57485,12345,1490,100,11.4,64.7,23.9,2.7,100,12.3,69.1,18.5,2.2,100,14,70.8,15.2,1.8,-1.9,-9.2,-8.2,26.3,18.3,-3.4,-21.4,-11.7,51.7,41.3
1315,Gloucester,County,New Brunswick,13,4.1,00000,Male,38770,4630,25215,8935,725,39340,5045,27330,6965,585,39910,5840,28410,5660,500,100,11.9,65,23,1.9,100,12.8,69.5,17.7,1.5,100,14.6,71.2,14.2,1.3,-1.4,-8.2,-7.7,28.3,23.9,-2.9,-20.7,-11.2,57.9,45
1315,Gloucester,County,New Brunswick,13,4.1,00000,Female,39675,4320,25555,9795,1380,40610,4815,27935,7855,1195,41310,5550,29075,6690,990,100,10.9,64.4,24.7,3.5,100,11.9,68.8,19.3,2.9,100,13.4,70.4,16.2,2.4,-2.3,-10.3,-8.5,24.7,15.5,-4,-22.2,-12.1,46.4,39.4
2401,Les Îles-de-la-Madeleine,Territoire équivalent,Quebec,24,3.5,00000,Both sexes,12475,1405,8060,3010,290,12785,1535,8865,2380,270,13090,1870,9180,2040,255,100,11.3,64.6,24.1,2.3,100,12,69.3,18.6,2.1,100,14.3,70.1,15.6,1.9,-2.4,-8.5,-9.1,26.5,7.4,-4.7,-24.9,-12.2,47.5,13.7
2401,Les Îles-de-la-Madeleine,Territoire équivalent,Quebec,24,3.5,00000,Male,6060,700,3955,1405,95,6190,775,4365,1055,90,6390,970,4545,880,85,100,11.6,65.3,23.2,1.6,100,12.5,70.5,17,1.5,100,15.2,71.1,13.8,1.3,-2.1,-9.7,-9.4,33.2,5.6,-5.2,-27.8,-13,59.7,11.8
2401,Les Îles-de-la-Madeleine,Territoire équivalent,Quebec,24,3.5,00000,Female,6415,705,4100,1605,195,6590,760,4495,1330,180,6700,905,4635,1155,175,100,11,63.9,25,3,100,11.5,68.2,20.2,2.7,100,13.5,69.2,17.2,2.6,-2.7,-7.2,-8.8,20.7,8.3,-4.3,-22.1,-11.5,39,11.4
2402,Le Rocher-Percé,Municipalité régionale de comté,Quebec,24,3.3,00000,Both sexes,17280,1860,10680,4745,520,17980,2120,11945,3910,445,18440,2460,12610,3365,370,100,10.8,61.8,27.5,3,100,11.8,66.4,21.7,2.5,100,13.3,68.4,18.2,2,-3.9,-12.3,-10.6,21.4,16.9,-6.3,-24.4,-15.3,41,40.5
2402,Le Rocher-Percé,Municipalité régionale de comté,Quebec,24,3.3,00000,Male,8555,960,5390,2200,180,8885,1110,5965,1810,160,9115,1295,6330,1500,130,100,11.2,63,25.7,2.1,100,12.5,67.1,20.4,1.8,100,14.2,69.4,16.5,1.4,-3.7,-13.5,-9.6,21.5,12.5,-6.1,-25.9,-14.8,46.7,38.5
2402,Le Rocher-Percé,Municipalité régionale de comté,Quebec,24,3.3,00000,Female,8725,900,5290,2540,345,9090,1010,5980,2105,285,9320,1170,6285,1865,240,100,10.3,60.6,29.1,4,100,11.1,65.8,23.2,3.1,100,12.6,67.4,20,2.6,-4,-10.9,-11.5,20.7,21.1,-6.4,-23.1,-15.8,36.2,43.8
2403,La Côte-de-Gaspé,Municipalité régionale de comté,Quebec,24,3.2,00000,Both sexes,17115,2255,11020,3845,470,17985,2350,12205,3430,385,17890,2435,12415,3040,305,100,13.2,64.4,22.5,2.7,100,13.1,67.9,19.1,2.1,100,13.6,69.4,17,1.7,-4.8,-4,-9.7,12.1,22.1,-4.3,-7.4,-11.2,26.5,54.1
2403,La Côte-de-Gaspé,Municipalité régionale de comté,Quebec,24,3.2,00000,Male,8390,1155,5490,1745,160,8775,1210,6045,1520,140,8720,1245,6135,1345,100,100,13.8,65.4,20.8,1.9,100,13.8,68.9,17.3,1.6,100,14.3,70.4,15.4,1.1,-4.4,-4.5,-9.2,14.8,14.3,-3.8,-7.2,-10.5,29.7,60
2403,La Côte-de-Gaspé,Municipalité régionale de comté,Quebec,24,3.2,00000,Female,8725,1100,5525,2100,300,9210,1140,6160,1910,245,9170,1190,6285,1695,205,100,12.6,63.3,24.1,3.4,100,12.4,66.9,20.7,2.7,100,13,68.5,18.5,2.2,-5.3,-3.5,-10.3,9.9,22.4,-4.9,-7.6,-12.1,23.9,46.3
2404,La Haute-Gaspésie,Municipalité régionale de comté,Quebec,24,3.8,00000,Both sexes,11315,1330,6940,3045,345,12090,1445,8010,2635,330,12330,1655,8280,2390,265,100,11.8,61.3,26.9,3,100,12,66.3,21.8,2.7,100,13.4,67.2,19.4,2.1,-6.4,-8,-13.4,15.6,4.5,-8.2,-19.6,-16.2,27.4,30.2
2404,La Haute-Gaspésie,Municipalité régionale de comté,Quebec,24,3.8,00000,Male,5525,665,3425,1440,120,5880,735,3965,1180,100,6035,840,4135,1055,80,100,12,62,26.1,2.2,100,12.5,67.4,20.1,1.7,100,13.9,68.5,17.5,1.3,-6,-9.5,-13.6,22,20,-8.5,-20.8,-17.2,36.5,50
