Geographic code,Geographic name,Geographic Type,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (2006 Counts),Broad Age Groups: 0 to 14 (2006 Counts),Broad Age Groups: 15 to 64 (2006 Counts),Broad Age Groups: 65 years and over (2006 Counts),Broad Age Groups: 85 years and over (2006 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (% Distribution 2006),Broad Age Groups: 0 to 14 (% Distribution 2006) ,Broad Age Groups: 15 to 64 (% Distribution 2006),Broad Age Groups: 65 years and over (% Distribution 2006),Broad Age Groups: 85 years and over (% Distribution 2006),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016),Total (Percent Change 2006 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2006 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2006 to 2016),Broad Age Groups: 65 years and over (Percent Change 2006 to 2016),Broad Age Groups: 85 years and over (Percent Change 2006 to 2016)
1001,Division No.  1,Census division,Newfoundland and Labrador,10,3.7,00000,Both sexes,270350,40630,183680,46040,4300,262410,40080,184715,37615,4205,248420,38915,177900,31605,3855,100,15,67.9,17,1.6,100,15.3,70.4,14.3,1.6,100,15.7,71.6,12.7,1.6,3,1.4,-0.6,22.4,2.3,8.8,4.4,3.2,45.7,11.5
1001,Division No.  1,Census division,Newfoundland and Labrador,10,3.7,00000,Male,131475,20760,89725,20995,1350,126920,20510,89810,16605,1250,119600,19890,86100,13610,1075,100,15.8,68.2,16,1,100,16.2,70.8,13.1,1,100,16.6,72,11.4,0.9,3.6,1.2,-0.1,26.4,8,9.9,4.4,4.2,54.3,25.6
1001,Division No.  1,Census division,Newfoundland and Labrador,10,3.7,00000,Female,138875,19865,93955,25050,2950,135490,19570,94910,21010,2950,128815,19025,91795,17995,2780,100,14.3,67.7,18,2.1,100,14.4,70,15.5,2.2,100,14.8,71.3,14,2.2,2.5,1.5,-1,19.2,0,7.8,4.4,2.4,39.2,6.1
1002,Division No.  2,Census division,Newfoundland and Labrador,10,4.2,00000,Both sexes,20370,2545,13110,4725,420,21350,2975,14750,3625,365,22300,3365,15895,3035,315,100,12.5,64.4,23.2,2.1,100,13.9,69.1,17,1.7,100,15.1,71.3,13.6,1.4,-4.6,-14.5,-11.1,30.3,15.1,-8.7,-24.4,-17.5,55.7,33.3
1002,Division No.  2,Census division,Newfoundland and Labrador,10,4.2,00000,Male,10095,1320,6525,2250,150,10585,1520,7350,1715,120,10985,1735,7920,1340,100,100,13.1,64.6,22.3,1.5,100,14.4,69.4,16.2,1.1,100,15.8,72.1,12.2,0.9,-4.6,-13.2,-11.2,31.2,25,-8.1,-23.9,-17.6,67.9,50
1002,Division No.  2,Census division,Newfoundland and Labrador,10,4.2,00000,Female,10275,1220,6585,2475,265,10765,1455,7400,1905,245,11310,1630,7985,1695,220,100,11.9,64.1,24.1,2.6,100,13.5,68.7,17.7,2.3,100,14.4,70.6,15,1.9,-4.6,-16.2,-11,29.9,8.2,-9.2,-25.2,-17.5,46,20.5
1003,Division No.  3,Census division,Newfoundland and Labrador,10,4.3,00000,Both sexes,15560,1840,10045,3670,310,16310,2155,11240,2915,235,17685,2500,12545,2640,220,100,11.8,64.6,23.6,2,100,13.2,68.9,17.9,1.4,100,14.1,70.9,14.9,1.2,-4.6,-14.6,-10.6,25.9,31.9,-12,-26.4,-19.9,39,40.9
1003,Division No.  3,Census division,Newfoundland and Labrador,10,4.3,00000,Male,7615,940,4980,1700,110,8035,1110,5605,1315,80,8680,1290,6210,1175,75,100,12.3,65.4,22.3,1.4,100,13.8,69.8,16.4,1,100,14.9,71.5,13.5,0.9,-5.2,-15.3,-11.2,29.3,37.5,-12.3,-27.1,-19.8,44.7,46.7
1003,Division No.  3,Census division,Newfoundland and Labrador,10,4.3,00000,Female,7945,900,5060,1970,200,8275,1045,5630,1600,155,9005,1210,6330,1465,145,100,11.3,63.7,24.8,2.5,100,12.6,68,19.3,1.9,100,13.4,70.3,16.3,1.6,-4,-13.9,-10.1,23.1,29,-11.8,-25.6,-20.1,34.5,37.9
1004,Division No.  4,Census division,Newfoundland and Labrador,10,4.2,00000,Both sexes,20385,2635,12915,4840,430,20840,2820,14050,3970,385,21170,3205,14450,3510,350,100,12.9,63.4,23.7,2.1,100,13.5,67.4,19,1.8,100,15.1,68.3,16.6,1.7,-2.2,-6.6,-8.1,21.9,11.7,-3.7,-17.8,-10.6,37.9,22.9
1004,Division No.  4,Census division,Newfoundland and Labrador,10,4.2,00000,Male,9960,1340,6245,2375,180,10165,1420,6855,1885,135,10410,1690,7075,1640,100,100,13.5,62.7,23.8,1.8,100,14,67.4,18.5,1.3,100,16.2,68,15.8,1,-2,-5.6,-8.9,26,33.3,-4.3,-20.7,-11.7,44.8,80
1004,Division No.  4,Census division,Newfoundland and Labrador,10,4.2,00000,Female,10425,1290,6670,2460,255,10675,1395,7200,2080,250,10760,1520,7375,1865,255,100,12.4,64,23.6,2.4,100,13.1,67.4,19.5,2.3,100,14.1,68.5,17.3,2.4,-2.3,-7.5,-7.4,18.3,2,-3.1,-15.1,-9.6,31.9,0
1005,Division No.  5,Census division,Newfoundland and Labrador,10,4.7,00000,Both sexes,42015,5740,27140,9130,975,41000,5985,27745,7270,735,40805,6280,28220,6300,645,100,13.7,64.6,21.7,2.3,100,14.6,67.7,17.7,1.8,100,15.4,69.2,15.4,1.6,2.5,-4.1,-2.2,25.6,32.7,3,-8.6,-3.8,44.9,51.2
1005,Division No.  5,Census division,Newfoundland and Labrador,10,4.7,00000,Male,20375,2960,13110,4300,365,19745,3035,13345,3370,270,19660,3165,13630,2865,200,100,14.5,64.3,21.1,1.8,100,15.4,67.6,17.1,1.4,100,16.1,69.3,14.6,1,3.2,-2.5,-1.8,27.6,35.2,3.6,-6.5,-3.8,50.1,82.5
1005,Division No.  5,Census division,Newfoundland and Labrador,10,4.7,00000,Female,21640,2780,14035,4825,610,21260,2945,14410,3910,465,21145,3110,14595,3440,445,100,12.8,64.9,22.3,2.8,100,13.9,67.8,18.4,2.2,100,14.7,69,16.3,2.1,1.8,-5.6,-2.6,23.4,31.2,2.3,-10.6,-3.8,40.3,37.1
1006,Division No.  6,Census division,Newfoundland and Labrador,10,4.4,00000,Both sexes,38345,5515,24580,8250,810,37305,5805,24810,6690,715,36210,5730,24785,5690,605,100,14.4,64.1,21.5,2.1,100,15.6,66.5,17.9,1.9,100,15.8,68.4,15.7,1.7,2.8,-5,-0.9,23.3,13.3,5.9,-3.8,-0.8,45,33.9
1006,Division No.  6,Census division,Newfoundland and Labrador,10,4.4,00000,Male,18495,2810,11900,3785,305,18000,3020,11960,3025,250,17430,2920,11930,2575,190,100,15.2,64.3,20.5,1.6,100,16.8,66.4,16.8,1.4,100,16.8,68.4,14.8,1.1,2.8,-7,-0.5,25.1,22,6.1,-3.8,-0.3,47,60.5
1006,Division No.  6,Census division,Newfoundland and Labrador,10,4.4,00000,Female,19850,2705,12685,4460,505,19300,2785,12855,3665,465,18780,2805,12855,3120,415,100,13.6,63.9,22.5,2.5,100,14.4,66.6,19,2.4,100,14.9,68.5,16.6,2.2,2.8,-2.9,-1.3,21.7,8.6,5.7,-3.6,-1.3,42.9,21.7
1007,Division No.  7,Census division,Newfoundland and Labrador,10,3.7,00000,Both sexes,34090,4325,21485,8280,825,34685,4600,23190,6895,775,35500,5000,24255,6250,700,100,12.7,63,24.3,2.4,100,13.3,66.9,19.9,2.2,100,14.1,68.3,17.6,2,-1.7,-6,-7.4,20.1,6.5,-4,-13.5,-11.4,32.5,17.9
1007,Division No.  7,Census division,Newfoundland and Labrador,10,3.7,00000,Male,16755,2275,10565,3915,290,17045,2370,11475,3200,275,17400,2595,11940,2865,235,100,13.6,63.1,23.4,1.7,100,13.9,67.3,18.8,1.6,100,14.9,68.6,16.5,1.4,-1.7,-4,-7.9,22.3,5.5,-3.7,-12.3,-11.5,36.6,23.4
1007,Division No.  7,Census division,Newfoundland and Labrador,10,3.7,00000,Female,17335,2050,10920,4365,535,17640,2230,11715,3695,500,18100,2405,12320,3385,470,100,11.8,63,25.2,3.1,100,12.6,66.4,20.9,2.8,100,13.3,68.1,18.7,2.6,-1.7,-8.1,-6.8,18.1,7,-4.2,-14.8,-11.4,29,13.8
1008,Division No.  8,Census division,Newfoundland and Labrador,10,4.4,00000,Both sexes,35795,4105,22320,9370,795,37120,4745,24645,7730,720,38940,5340,26890,6705,595,100,11.5,62.4,26.2,2.2,100,12.8,66.4,20.8,1.9,100,13.7,69.1,17.2,1.5,-3.6,-13.5,-9.4,21.2,10.4,-8.1,-23.1,-17,39.7,33.6
1008,Division No.  8,Census division,Newfoundland and Labrador,10,4.4,00000,Male,17730,2125,11025,4585,310,18340,2420,12150,3770,280,19310,2715,13345,3240,235,100,12,62.2,25.9,1.7,100,13.2,66.2,20.6,1.5,100,14.1,69.1,16.8,1.2,-3.3,-12.2,-9.3,21.6,10.7,-8.2,-21.7,-17.4,41.5,31.9
1008,Division No.  8,Census division,Newfoundland and Labrador,10,4.4,00000,Female,18065,1980,11300,4785,485,18780,2320,12500,3960,435,19630,2630,13545,3460,365,100,11,62.6,26.5,2.7,100,12.4,66.6,21.1,2.3,100,13.4,69,17.6,1.9,-3.8,-14.7,-9.6,20.8,11.5,-8,-24.7,-16.6,38.3,32.9
1009,Division No.  9,Census division,Newfoundland and Labrador,10,4.7,00000,Both sexes,15610,1760,9920,3930,335,16785,2165,11345,3280,310,18085,2475,12735,2870,265,100,11.3,63.5,25.2,2.1,100,12.9,67.6,19.5,1.8,100,13.7,70.4,15.9,1.5,-7,-18.7,-12.6,19.8,8.1,-13.7,-28.9,-22.1,36.9,26.4
1009,Division No.  9,Census division,Newfoundland and Labrador,10,4.7,00000,Male,7615,895,4860,1855,115,8180,1110,5510,1560,100,8880,1220,6235,1415,80,100,11.8,63.8,24.4,1.5,100,13.6,67.4,19.1,1.2,100,13.7,70.2,15.9,0.9,-6.9,-19.4,-11.8,18.9,15,-14.2,-26.6,-22.1,31.1,43.8
1009,Division No.  9,Census division,Newfoundland and Labrador,10,4.7,00000,Female,7995,860,5060,2075,220,8605,1050,5830,1725,210,9205,1255,6495,1450,185,100,10.8,63.3,26,2.8,100,12.2,67.8,20,2.4,100,13.6,70.6,15.8,2,-7.1,-18.1,-13.2,20.3,4.8,-13.1,-31.5,-22.1,43.1,18.9
1010,Division No. 10,Census division,Newfoundland and Labrador,10,4.0,00000,Both sexes,24635,4790,17260,2585,155,24110,4715,17445,1950,120,23950,4815,17610,1530,90,100,19.4,70.1,10.5,0.6,100,19.6,72.4,8.1,0.5,100,20.1,73.5,6.4,0.4,2.2,1.6,-1.1,32.6,29.2,2.9,-0.5,-2,69,72.2
1010,Division No. 10,Census division,Newfoundland and Labrador,10,4.0,00000,Male,12495,2480,8715,1300,60,12190,2435,8765,990,35,12145,2485,8870,795,35,100,19.8,69.7,10.4,0.5,100,20,71.9,8.1,0.3,100,20.5,73,6.5,0.3,2.5,1.8,-0.6,31.3,71.4,2.9,-0.2,-1.7,63.5,71.4
1010,Division No. 10,Census division,Newfoundland and Labrador,10,4.0,00000,Female,12145,2305,8545,1290,95,11920,2280,8680,965,80,11805,2325,8740,735,50,100,19,70.4,10.6,0.8,100,19.1,72.8,8.1,0.7,100,19.7,74,6.2,0.4,1.9,1.1,-1.6,33.7,18.8,2.9,-0.9,-2.2,75.5,90
1011,Division No. 11,Census division,Newfoundland and Labrador,10,13.0,01100,Both sexes,2555,560,1785,210,10,2615,600,1855,160,5,2415,610,1680,125,5,100,21.9,69.9,8.2,0.4,100,22.9,70.9,6.1,0.2,100,25.3,69.6,5.2,0.2,-2.3,-6.7,-3.8,31.3,100,5.8,-8.2,6.3,68,100
1011,Division No. 11,Census division,Newfoundland and Labrador,10,13.0,01100,Male,1310,290,900,115,5,1365,310,960,95,0,1240,315,840,75,0,100,22.1,68.7,8.8,0.4,100,22.7,70.3,7,0,100,25.4,67.7,6,0,-4,-6.5,-6.3,21.1,,5.6,-7.9,7.1,53.3,
1011,Division No. 11,Census division,Newfoundland and Labrador,10,13.0,01100,Female,1250,270,885,95,5,1255,290,900,65,0,1175,290,840,45,5,100,21.6,70.8,7.6,0.4,100,23.1,71.7,5.2,0,100,24.7,71.5,3.8,0.4,-0.4,-6.9,-1.7,46.2,,6.4,-6.9,5.4,111.1,0
1101,Kings,County,Prince Edward Island,11,4.1,00000,Both sexes,17160,2490,10920,3750,350,17990,2870,12015,3105,365,18605,3355,12415,2840,365,100,14.5,63.6,21.9,2,100,16,66.8,17.3,2,100,18,66.7,15.3,2,-4.6,-13.2,-9.1,20.8,-4.1,-7.8,-25.8,-12,32,-4.1
1101,Kings,County,Prince Edward Island,11,4.1,00000,Male,8540,1285,5450,1810,130,8810,1425,5895,1495,125,9245,1720,6205,1315,125,100,15,63.8,21.2,1.5,100,16.2,66.9,17,1.4,100,18.6,67.1,14.2,1.4,-3.1,-9.8,-7.5,21.1,4,-7.6,-25.3,-12.2,37.6,4
1101,Kings,County,Prince Edward Island,11,4.1,00000,Female,8615,1210,5470,1940,220,9180,1450,6120,1610,235,9365,1635,6210,1520,240,100,14,63.5,22.5,2.6,100,15.8,66.7,17.5,2.6,100,17.5,66.3,16.2,2.6,-6.2,-16.6,-10.6,20.5,-6.4,-8,-26,-11.9,27.6,-8.3
1102,Queens,County,Prince Edward Island,11,4.2,00000,Both sexes,82015,13235,54025,14755,1725,77865,12660,53245,11955,1645,72740,12470,49820,10450,1450,100,16.1,65.9,18,2.1,100,16.3,68.4,15.4,2.1,100,17.1,68.5,14.4,2,5.3,4.5,1.5,23.4,4.9,12.8,6.1,8.4,41.2,19
1102,Queens,County,Prince Edward Island,11,4.2,00000,Male,39415,6755,26100,6565,530,37185,6425,25635,5130,440,34665,6360,23935,4370,375,100,17.1,66.2,16.7,1.3,100,17.3,68.9,13.8,1.2,100,18.3,69,12.6,1.1,6,5.1,1.8,28,20.5,13.7,6.2,9,50.2,41.3
1102,Queens,County,Prince Edward Island,11,4.2,00000,Female,42600,6480,27930,8185,1200,40680,6240,27610,6830,1205,38080,6110,25880,6085,1070,100,15.2,65.6,19.2,2.8,100,15.3,67.9,16.8,3,100,16,68,16,2.8,4.7,3.8,1.2,19.8,-0.4,11.9,6.1,7.9,34.5,12.1
1103,Prince,County,Prince Edward Island,11,4.0,00000,Both sexes,43730,6960,27560,9210,1000,44350,7525,29095,7725,985,44500,8155,29450,6895,880,100,15.9,63,21.1,2.3,100,17,65.6,17.4,2.2,100,18.3,66.2,15.5,2,-1.4,-7.5,-5.3,19.2,1.5,-1.7,-14.7,-6.4,33.6,13.6
1103,Prince,County,Prince Edward Island,11,4.0,00000,Male,21340,3535,13540,4265,365,21605,3850,14240,3515,320,21690,4175,14440,3075,270,100,16.6,63.4,20,1.7,100,17.8,65.9,16.3,1.5,100,19.2,66.6,14.2,1.2,-1.2,-8.2,-4.9,21.3,14.1,-1.6,-15.3,-6.2,38.7,35.2
1103,Prince,County,Prince Edward Island,11,4.0,00000,Female,22385,3430,14020,4945,635,22745,3670,14865,4210,665,22805,3980,15005,3825,610,100,15.3,62.6,22.1,2.8,100,16.1,65.4,18.5,2.9,100,17.5,65.8,16.8,2.7,-1.6,-6.5,-5.7,17.5,-4.5,-1.8,-13.8,-6.6,29.3,4.1
1201,Shelburne,County,Nova Scotia,12,3.9,00000,Both sexes,13965,1815,8810,3335,420,14500,1960,9715,2820,410,15545,2500,10440,2605,350,100,13,63.1,23.9,3,100,13.5,67,19.4,2.8,100,16.1,67.2,16.8,2.3,-3.7,-7.4,-9.3,18.3,2.4,-10.2,-27.4,-15.6,28,20
1201,Shelburne,County,Nova Scotia,12,3.9,00000,Male,6915,955,4395,1570,145,7220,1045,4865,1305,150,7670,1295,5205,1175,125,100,13.8,63.6,22.7,2.1,100,14.5,67.4,18.1,2.1,100,16.9,67.9,15.3,1.6,-4.2,-8.6,-9.7,20.3,-3.3,-9.8,-26.3,-15.6,33.6,16
1201,Shelburne,County,Nova Scotia,12,3.9,00000,Female,7050,865,4415,1775,270,7275,915,4845,1515,260,7870,1210,5235,1430,230,100,12.3,62.6,25.2,3.8,100,12.6,66.6,20.8,3.6,100,15.4,66.5,18.2,2.9,-3.1,-5.5,-8.9,17.2,3.8,-10.4,-28.5,-15.7,24.1,17.4
1202,Yarmouth,County,Nova Scotia,12,4.2,00000,Both sexes,24420,3370,15330,5715,840,25275,3790,16625,4860,765,26275,4350,17525,4400,750,100,13.8,62.8,23.4,3.4,100,15,65.8,19.2,3,100,16.6,66.7,16.7,2.9,-3.4,-11.1,-7.8,17.6,9.8,-7.1,-22.5,-12.5,29.9,12
1202,Yarmouth,County,Nova Scotia,12,4.2,00000,Male,11735,1710,7435,2585,270,12070,1920,8015,2140,260,12620,2240,8490,1890,255,100,14.6,63.4,22,2.3,100,15.9,66.4,17.7,2.2,100,17.7,67.3,15,2,-2.8,-10.9,-7.2,20.8,3.8,-7,-23.7,-12.4,36.8,5.9
1202,Yarmouth,County,Nova Scotia,12,4.2,00000,Female,12685,1665,7900,3130,570,13205,1870,8610,2720,500,13655,2110,9035,2510,495,100,13.1,62.3,24.7,4.5,100,14.2,65.2,20.6,3.8,100,15.5,66.2,18.4,3.6,-3.9,-11,-8.2,15.1,14,-7.1,-21.1,-12.6,24.7,15.2
1203,Digby,County,Nova Scotia,12,4.2,00000,Both sexes,17325,1995,10790,4535,545,18035,2410,11705,3915,515,18995,2770,12585,3640,555,100,11.5,62.3,26.2,3.1,100,13.4,64.9,21.7,2.9,100,14.6,66.3,19.2,2.9,-3.9,-17.2,-7.8,15.8,5.8,-8.8,-28,-14.3,24.6,-1.8
1203,Digby,County,Nova Scotia,12,4.2,00000,Male,8390,1015,5285,2085,195,8660,1170,5735,1750,175,9140,1335,6215,1585,200,100,12.1,63,24.9,2.3,100,13.5,66.2,20.2,2,100,14.6,68,17.3,2.2,-3.1,-13.2,-7.8,19.1,11.4,-8.2,-24,-15,31.5,-2.5
1203,Digby,County,Nova Scotia,12,4.2,00000,Female,8935,980,5505,2450,345,9380,1240,5975,2165,335,9855,1430,6370,2050,355,100,11,61.6,27.4,3.9,100,13.2,63.7,23.1,3.6,100,14.5,64.6,20.8,3.6,-4.7,-21,-7.9,13.2,3,-9.3,-31.5,-13.6,19.5,-2.8
1204,Queens,County,Nova Scotia,12,4.8,00000,Both sexes,10350,1180,6245,2920,315,10960,1405,7085,2470,315,11215,1580,7440,2195,320,100,11.4,60.3,28.2,3,100,12.8,64.6,22.5,2.9,100,14.1,66.3,19.6,2.9,-5.6,-16,-11.9,18.2,0,-7.7,-25.3,-16.1,33,-1.6
1204,Queens,County,Nova Scotia,12,4.8,00000,Male,5065,625,3065,1370,110,5380,740,3490,1145,105,5425,830,3630,970,100,100,12.3,60.5,27,2.2,100,13.8,64.9,21.3,2,100,15.3,66.9,17.9,1.8,-5.9,-15.5,-12.2,19.7,4.8,-6.6,-24.7,-15.6,41.2,10
1204,Queens,County,Nova Scotia,12,4.8,00000,Female,5285,555,3180,1550,210,5580,670,3595,1325,205,5790,755,3815,1215,220,100,10.5,60.2,29.3,4,100,12,64.4,23.7,3.7,100,13,65.9,21,3.8,-5.3,-17.2,-11.5,17,2.4,-8.7,-26.5,-16.6,27.6,-4.5
1205,Annapolis,County,Nova Scotia,12,4.5,00000,Both sexes,20590,2615,12390,5585,650,20755,2800,13185,4770,630,21440,3210,13930,4305,600,100,12.7,60.2,27.1,3.2,100,13.5,63.5,23,3,100,15,65,20.1,2.8,-0.8,-6.6,-6,17.1,3.2,-4,-18.5,-11.1,29.7,8.3
1205,Annapolis,County,Nova Scotia,12,4.5,00000,Male,10030,1335,6060,2635,220,10055,1425,6425,2195,210,10425,1645,6830,1945,185,100,13.3,60.4,26.3,2.2,100,14.2,63.9,21.8,2.1,100,15.8,65.5,18.7,1.8,-0.2,-6.3,-5.7,20,4.8,-3.8,-18.8,-11.3,35.5,18.9
1205,Annapolis,County,Nova Scotia,12,4.5,00000,Female,10560,1275,6335,2950,430,10705,1375,6755,2575,425,11015,1560,7100,2355,420,100,12.1,60,27.9,4.1,100,12.8,63.1,24.1,4,100,14.2,64.5,21.4,3.8,-1.4,-7.3,-6.2,14.6,1.2,-4.1,-18.3,-10.8,25.3,2.4
1206,Lunenburg,County,Nova Scotia,12,4.0,00000,Both sexes,47125,5805,29070,12255,1480,47310,6085,31020,10210,1400,47150,6555,31645,8950,1180,100,12.3,61.7,26,3.1,100,12.9,65.6,21.6,3,100,13.9,67.1,19,2.5,-0.4,-4.6,-6.3,20,5.7,-0.1,-11.4,-8.1,36.9,25.4
1206,Lunenburg,County,Nova Scotia,12,4.0,00000,Male,22970,2985,14295,5695,520,23075,3085,15290,4695,480,23120,3420,15685,4020,385,100,13,62.2,24.8,2.3,100,13.4,66.3,20.3,2.1,100,14.8,67.8,17.4,1.7,-0.5,-3.2,-6.5,21.3,8.3,-0.6,-12.7,-8.9,41.7,35.1
1206,Lunenburg,County,Nova Scotia,12,4.0,00000,Female,24155,2820,14775,6560,960,24235,2995,15730,5515,915,24025,3140,15960,4930,795,100,11.7,61.2,27.2,4,100,12.4,64.9,22.8,3.8,100,13.1,66.4,20.5,3.3,-0.3,-5.8,-6.1,18.9,4.9,0.5,-10.2,-7.4,33.1,20.8
1207,Kings,County,Nova Scotia,12,4.0,00000,Both sexes,60600,9065,38775,12755,1520,60590,9490,40420,10675,1365,60035,10365,40395,9280,1175,100,15,64,21,2.5,100,15.7,66.7,17.6,2.3,100,17.3,67.3,15.5,2,0,-4.5,-4.1,19.5,11.4,0.9,-12.5,-4,37.4,29.4
1207,Kings,County,Nova Scotia,12,4.0,00000,Male,29330,4610,18940,5780,495,29290,4840,19750,4700,420,29070,5235,19720,4115,350,100,15.7,64.6,19.7,1.7,100,16.5,67.4,16,1.4,100,18,67.8,14.2,1.2,0.1,-4.8,-4.1,23,17.9,0.9,-11.9,-4,40.5,41.4
1207,Kings,County,Nova Scotia,12,4.0,00000,Female,31265,4450,19835,6980,1025,31300,4650,20670,5975,940,30965,5130,20675,5165,820,100,14.2,63.4,22.3,3.3,100,14.9,66,19.1,3,100,16.6,66.8,16.7,2.6,-0.1,-4.3,-4,16.8,9,1,-13.3,-4.1,35.1,25
1208,Hants,County,Nova Scotia,12,3.5,00000,Both sexes,42560,7160,27865,7540,775,42300,7315,28755,6230,705,41180,7470,28040,5670,710,100,16.8,65.5,17.7,1.8,100,17.3,68,14.7,1.7,100,18.1,68.1,13.8,1.7,0.6,-2.1,-3.1,21,9.9,3.4,-4.1,-0.6,33,9.2
1208,Hants,County,Nova Scotia,12,3.5,00000,Male,20875,3705,13645,3520,260,20835,3780,14195,2855,225,20310,3820,13895,2590,240,100,17.7,65.4,16.9,1.2,100,18.1,68.1,13.7,1.1,100,18.8,68.4,12.8,1.2,0.2,-2,-3.9,23.3,15.6,2.8,-3,-1.8,35.9,8.3
1208,Hants,County,Nova Scotia,12,3.5,00000,Female,21685,3455,14215,4015,515,21470,3540,14555,3375,480,20875,3655,14145,3080,470,100,15.9,65.6,18.5,2.4,100,16.5,67.8,15.7,2.2,100,17.5,67.8,14.8,2.3,1,-2.4,-2.3,19,7.3,3.9,-5.5,0.5,30.4,9.6
1209,Halifax,County,Nova Scotia,12,3.7,00000,Both sexes,403390,60535,279680,63170,7190,390330,59615,279605,51105,6655,372860,60205,267680,44975,5675,100,15,69.3,15.7,1.8,100,15.3,71.6,13.1,1.7,100,16.1,71.8,12.1,1.5,3.3,1.5,0,23.6,8,8.2,0.5,4.5,40.5,26.7
1209,Halifax,County,Nova Scotia,12,3.7,00000,Male,195330,30915,136280,28130,2355,188700,30565,135955,22185,1980,178900,30505,129400,18995,1660,100,15.8,69.8,14.4,1.2,100,16.2,72,11.8,1,100,17.1,72.3,10.6,0.9,3.5,1.1,0.2,26.8,18.9,9.2,1.3,5.3,48.1,41.9
1209,Halifax,County,Nova Scotia,12,3.7,00000,Female,208060,29620,143400,35035,4840,201630,29055,143650,28920,4675,193965,29705,138280,25980,4010,100,14.2,68.9,16.8,2.3,100,14.4,71.2,14.3,2.3,100,15.3,71.3,13.4,2.1,3.2,1.9,-0.2,21.1,3.5,7.3,-0.3,3.7,34.9,20.7
1210,Colchester,County,Nova Scotia,12,3.8,00000,Both sexes,50585,7650,32105,10830,1370,50965,8020,33845,9105,1165,50025,8375,33500,8150,1120,100,15.1,63.5,21.4,2.7,100,15.7,66.4,17.9,2.3,100,16.7,67,16.3,2.2,-0.7,-4.6,-5.1,18.9,17.6,1.1,-8.7,-4.2,32.9,22.3
1210,Colchester,County,Nova Scotia,12,3.8,00000,Male,24345,3865,15550,4935,450,24575,4130,16375,4070,355,24145,4305,16325,3515,335,100,15.9,63.9,20.3,1.8,100,16.8,66.6,16.6,1.4,100,17.8,67.6,14.6,1.4,-0.9,-6.4,-5,21.3,26.8,0.8,-10.2,-4.7,40.4,34.3
1210,Colchester,County,Nova Scotia,12,3.8,00000,Female,26240,3790,16555,5890,920,26395,3890,17465,5035,820,25880,4070,17170,4635,785,100,14.4,63.1,22.4,3.5,100,14.7,66.2,19.1,3.1,100,15.7,66.3,17.9,3,-0.6,-2.6,-5.2,17,12.2,1.4,-6.9,-3.6,27.1,17.2
1211,Cumberland,County,Nova Scotia,12,4.5,00000,Both sexes,30005,3970,18320,7720,990,31355,4340,20175,6840,1055,32050,4850,20790,6405,870,100,13.2,61.1,25.7,3.3,100,13.8,64.3,21.8,3.4,100,15.1,64.9,20,2.7,-4.3,-8.5,-9.2,12.9,-6.2,-6.4,-18.1,-11.9,20.5,13.8
1211,Cumberland,County,Nova Scotia,12,4.5,00000,Male,14570,1985,9000,3590,345,15265,2235,9970,3070,330,15515,2475,10250,2780,270,100,13.6,61.8,24.6,2.4,100,14.6,65.3,20.1,2.2,100,16,66.1,17.9,1.7,-4.6,-11.2,-9.7,16.9,4.5,-6.1,-19.8,-12.2,29.1,27.8
1211,Cumberland,County,Nova Scotia,12,4.5,00000,Female,15435,1985,9315,4135,640,16085,2105,10210,3775,725,16535,2375,10535,3625,605,100,12.9,60.3,26.8,4.1,100,13.1,63.5,23.5,4.5,100,14.4,63.7,21.9,3.7,-4,-5.7,-8.8,9.5,-11.7,-6.7,-16.4,-11.6,14.1,5.8
1212,Pictou,County,Nova Scotia,12,4.0,00000,Both sexes,43750,6430,27405,9915,1220,45645,6955,30205,8485,1235,46515,7370,31380,7755,1155,100,14.7,62.6,22.7,2.8,100,15.2,66.2,18.6,2.7,100,15.8,67.5,16.7,2.5,-4.2,-7.5,-9.3,16.9,-1.2,-5.9,-12.8,-12.7,27.9,5.6
