Geographic code,Geographic name,Geographic Type,"Geographic Name, province or territory","Geographic Code, province or territory",Additional province code,Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (2006 Counts),Broad Age Groups: 0 to 14 (2006 Counts),Broad Age Groups: 15 to 64 (2006 Counts),Broad Age Groups: 65 years and over (2006 Counts),Broad Age Groups: 85 years and over (2006 Counts),Total (2001 Counts),Broad Age Groups: 0 to 14 (2001 Counts),Broad Age Groups: 15 to 64 (2001 Counts),Broad Age Groups: 65 years and over (2001 Counts),Broad Age Groups: 85 years and over (2001 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (% Distribution 2006),Broad Age Groups: 0 to 14 (% Distribution 2006) ,Broad Age Groups: 15 to 64 (% Distribution 2006),Broad Age Groups: 65 years and over (% Distribution 2006),Broad Age Groups: 85 years and over (% Distribution 2006),Total (% Distribution 2001),Broad Age Groups: 0 to 14 (% Distribution 2001) ,Broad Age Groups: 15 to 64 (% Distribution 2001),Broad Age Groups: 65 years and over (% Distribution 2001),Broad Age Groups: 85 years and over (% Distribution 2001),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016),Total (Percent Change 2006 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2006 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2006 to 2016),Broad Age Groups: 65 years and over (Percent Change 2006 to 2016),Broad Age Groups: 85 years and over (Percent Change 2006 to 2016),Total (Percent Change 2001 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2001 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2001 to 2016),Broad Age Groups: 65 years and over (Percent Change 2001 to 2016),Broad Age Groups: 85 years and over (Percent Change 2001 to 2016)
47840,Lloydminster (Saskatchewan part),CA,Saskatchewan,47,48,4.2,00000,Both sexes,14935,3535,10410,995,95,12770,2880,9060,825,105,11110,2435,7870,815,110,10815,2655,7290,870,135,100,23.7,69.7,6.7,0.6,100,22.6,70.9,6.5,0.8,100,21.9,70.8,7.3,1,100,24.5,67.4,8,1.2,17,22.7,14.9,20.6,-9.5,34.4,45.2,32.3,22.1,-13.6,38.1,33.1,42.8,14.4,-29.6
47840,Lloydminster (Saskatchewan part),CA,Saskatchewan,47,48,4.2,00000,Male,7640,1825,5330,485,40,6570,1470,4720,385,35,5815,1250,4185,375,30,5560,1375,3785,400,55,100,23.9,69.8,6.3,0.5,100,22.4,71.8,5.9,0.5,100,21.5,72,6.4,0.5,100,24.7,68.1,7.2,1,16.3,24.1,12.9,26,14.3,31.4,46,27.4,29.3,33.3,37.4,32.7,40.8,21.3,-27.3
47840,Lloydminster (Saskatchewan part),CA,Saskatchewan,47,48,4.2,00000,Female,7300,1710,5075,510,50,6190,1410,4340,445,70,5305,1185,3680,440,75,5255,1280,3515,470,80,100,23.4,69.5,7,0.7,100,22.8,70.1,7.2,1.1,100,22.3,69.4,8.3,1.4,100,24.4,66.9,8.9,1.5,17.9,21.3,16.9,14.6,-28.6,37.6,44.3,37.9,15.9,-33.3,38.9,33.6,44.4,8.5,-37.5
48840,Lloydminster (Alberta part),CA,Alberta,48,47,3.7,00000,Both sexes,19645,4315,13315,2015,310,18030,3810,12330,1895,360,15910,3385,10915,1610,300,13145,2950,8855,1340,225,100,22,67.8,10.3,1.6,100,21.1,68.4,10.5,2,100,21.3,68.6,10.1,1.9,100,22.4,67.4,10.2,1.7,9,13.3,8,6.3,-13.9,23.5,27.5,22,25.2,3.3,49.4,46.3,50.4,50.4,37.8
48840,Lloydminster (Alberta part),CA,Alberta,48,47,3.7,00000,Male,9755,2195,6700,865,110,8975,1900,6275,790,110,7860,1705,5540,615,80,6510,1490,4470,545,75,100,22.5,68.7,8.9,1.1,100,21.2,69.9,8.8,1.2,100,21.7,70.5,7.8,1,100,22.9,68.7,8.4,1.2,8.7,15.5,6.8,9.5,0,24.1,28.7,20.9,40.7,37.5,49.8,47.3,49.9,58.7,46.7
48840,Lloydminster (Alberta part),CA,Alberta,48,47,3.7,00000,Female,9890,2120,6615,1155,200,9065,1905,6055,1105,250,8055,1680,5380,995,225,6635,1460,4385,795,150,100,21.4,66.9,11.7,2,100,21,66.8,12.2,2.8,100,20.9,66.8,12.4,2.8,100,22,66.1,12,2.3,9.1,11.3,9.2,4.5,-20,22.8,26.2,23,16.1,-11.1,49.1,45.2,50.9,45.3,33.3
845,Cold Lake,CA,Alberta,48, ,5.7,00100,Both sexes,14965,3395,10650,910,100,13840,3145,9925,770,75,11995,2880,8425,680,65,11520,3175,7760,585,60,100,22.7,71.2,6.1,0.7,100,22.7,71.7,5.6,0.5,100,24,70.2,5.7,0.5,100,27.6,67.4,5.1,0.5,8.1,7.9,7.3,18.2,33.3,24.8,17.9,26.4,33.8,53.8,29.9,6.9,37.2,55.6,66.7
845,Cold Lake,CA,Alberta,48, ,5.7,00100,Male,7800,1700,5690,415,45,7265,1630,5270,365,30,6205,1505,4395,310,20,5900,1615,4025,255,25,100,21.8,72.9,5.3,0.6,100,22.4,72.5,5,0.4,100,24.3,70.8,5,0.3,100,27.4,68.2,4.3,0.4,7.4,4.3,8,13.7,50,25.7,13,29.5,33.9,125,32.2,5.3,41.4,62.7,80
845,Cold Lake,CA,Alberta,48, ,5.7,00100,Female,7160,1700,4965,495,60,6580,1515,4655,405,45,5785,1380,4035,375,45,5620,1560,3735,325,35,100,23.7,69.3,6.9,0.8,100,23,70.7,6.2,0.7,100,23.9,69.7,6.5,0.8,100,27.8,66.5,5.8,0.6,8.8,12.2,6.7,22.2,33.3,23.8,23.2,23,32,33.3,27.4,9,32.9,52.3,71.4
850,Grande Prairie,CA,Alberta,48, ,4.7,00000,Both sexes,63165,13695,44955,4515,680,55550,11760,40335,3450,495,47725,10170,34625,2930,335,37470,8460,26585,2420,295,100,21.7,71.2,7.1,1.1,100,21.2,72.6,6.2,0.9,100,21.3,72.6,6.1,0.7,100,22.6,71,6.5,0.8,13.7,16.5,11.5,30.9,37.4,32.4,34.7,29.8,54.1,103,68.6,61.9,69.1,86.6,130.5
850,Grande Prairie,CA,Alberta,48, ,4.7,00000,Male,32075,6955,23155,1975,235,28390,5955,20925,1510,165,24580,5215,18100,1265,115,18945,4300,13630,1015,100,100,21.7,72.2,6.2,0.7,100,21,73.7,5.3,0.6,100,21.2,73.6,5.1,0.5,100,22.7,71.9,5.4,0.5,13,16.8,10.7,30.8,42.4,30.5,33.4,27.9,56.1,104.3,69.3,61.7,69.9,94.6,135
850,Grande Prairie,CA,Alberta,48, ,4.7,00000,Female,31090,6750,21800,2540,440,27160,5810,19405,1940,335,23145,4960,16525,1665,225,18520,4160,12955,1400,200,100,21.7,70.1,8.2,1.4,100,21.4,71.4,7.1,1.2,100,21.4,71.4,7.2,1,100,22.5,70,7.6,1.1,14.5,16.2,12.3,30.9,31.3,34.3,36.1,31.9,52.6,95.6,67.9,62.3,68.3,81.4,120
860,Wood Buffalo,CA,Alberta,48, ,14.3,01100,Both sexes,73325,14710,56540,2075,85,66895,12565,53070,1255,55,52645,10635,40985,1030,65,42580,9830,31895,855,65,100,20.1,77.1,2.8,0.1,100,18.8,79.3,1.9,0.1,100,20.2,77.9,2,0.1,100,23.1,74.9,2,0.2,9.6,17.1,6.5,65.3,54.5,39.3,38.3,38,101.5,30.8,72.2,49.6,77.3,142.7,30.8
860,Wood Buffalo,CA,Alberta,48, ,14.3,01100,Male,39440,7590,30705,1145,45,36420,6540,29235,645,15,28220,5450,22270,495,15,22355,5000,16965,400,20,100,19.2,77.9,2.9,0.1,100,18,80.3,1.8,0,100,19.3,78.9,1.8,0.1,100,22.4,75.9,1.8,0.1,8.3,16.1,5,77.5,200,39.8,39.3,37.9,131.3,200,76.4,51.8,81,186.3,125
860,Wood Buffalo,CA,Alberta,48, ,14.3,01100,Female,33885,7115,25840,930,45,30480,6025,23840,615,40,24425,5185,18715,530,50,20225,4835,14930,460,45,100,21,76.3,2.7,0.1,100,19.8,78.2,2,0.1,100,21.2,76.6,2.2,0.2,100,23.9,73.8,2.3,0.2,11.2,18.1,8.4,51.2,12.5,38.7,37.2,38.1,75.5,-10,67.5,47.2,73.1,102.2,0
865,Wetaskiwin,CA,Alberta,48, ,5.0,00000,Both sexes,12655,2360,7765,2525,480,12525,2330,7665,2525,510,11670,2175,7300,2200,375,11155,2230,6890,2035,315,100,18.6,61.4,20,3.8,100,18.6,61.2,20.2,4.1,100,18.6,62.6,18.9,3.2,100,20,61.8,18.2,2.8,1,1.3,1.3,0,-5.9,8.4,8.5,6.4,14.8,28,13.4,5.8,12.7,24.1,52.4
865,Wetaskiwin,CA,Alberta,48, ,5.0,00000,Male,6120,1240,3830,1050,160,6000,1240,3730,1035,155,5610,1130,3580,900,125,5295,1145,3360,790,90,100,20.3,62.6,17.2,2.6,100,20.7,62.2,17.3,2.6,100,20.1,63.8,16,2.2,100,21.6,63.5,14.9,1.7,2,0,2.7,1.4,3.2,9.1,9.7,7,16.7,28,15.6,8.3,14,32.9,77.8
865,Wetaskiwin,CA,Alberta,48, ,5.0,00000,Female,6535,1125,3935,1480,325,6525,1095,3940,1495,360,6060,1050,3720,1295,250,5855,1075,3535,1245,225,100,17.2,60.2,22.6,5,100,16.8,60.4,22.9,5.5,100,17.3,61.4,21.4,4.1,100,18.4,60.4,21.3,3.8,0.2,2.7,-0.1,-1,-9.7,7.8,7.1,5.8,14.3,30,11.6,4.7,11.3,18.9,44.4
905,Cranbrook,CA,British Columbia,59, ,4.4,00000,Both sexes,26085,4110,16630,5340,615,25035,4085,16595,4355,495,24140,4140,16245,3755,420,24270,4735,16375,3165,305,100,15.8,63.8,20.5,2.4,100,16.3,66.3,17.4,2,100,17.1,67.3,15.6,1.7,100,19.5,67.5,13,1.3,4.2,0.6,0.2,22.6,24.2,8.1,-0.7,2.4,42.2,46.4,7.5,-13.2,1.6,68.7,101.6
905,Cranbrook,CA,British Columbia,59, ,4.4,00000,Male,12890,2095,8260,2535,220,12265,2070,8145,2050,180,11790,2135,7885,1775,140,11955,2435,8085,1445,95,100,16.3,64.1,19.7,1.7,100,16.9,66.4,16.7,1.5,100,18.1,66.9,15.1,1.2,100,20.4,67.6,12.1,0.8,5.1,1.2,1.4,23.7,22.2,9.3,-1.9,4.8,42.8,57.1,7.8,-14,2.2,75.4,131.6
905,Cranbrook,CA,British Columbia,59, ,4.4,00000,Female,13190,2020,8375,2805,390,12765,2015,8450,2305,315,12355,2005,8365,1985,280,12315,2300,8295,1720,210,100,15.3,63.5,21.3,3,100,15.8,66.2,18.1,2.5,100,16.2,67.7,16.1,2.3,100,18.7,67.4,14,1.7,3.3,0.2,-0.9,21.7,23.8,6.8,0.7,0.1,41.3,39.3,7.1,-12.2,1,63.1,85.7
907,Nelson,CA,British Columbia,59, ,6.5,00000,Both sexes,18305,2695,12040,3575,485,17985,2770,12445,2770,390,16705,2675,11660,2370,360,16735,2950,11320,2470,335,100,14.7,65.8,19.5,2.6,100,15.4,69.2,15.4,2.2,100,16,69.8,14.2,2.2,100,17.6,67.6,14.8,2,1.8,-2.7,-3.3,29.1,24.4,9.6,0.7,3.3,50.8,34.7,9.4,-8.6,6.4,44.7,44.8
907,Nelson,CA,British Columbia,59, ,6.5,00000,Male,8930,1390,5845,1695,170,8780,1395,6105,1275,140,8215,1395,5770,1050,125,8180,1530,5600,1055,110,100,15.6,65.5,19,1.9,100,15.9,69.5,14.5,1.6,100,17,70.2,12.8,1.5,100,18.7,68.5,12.9,1.3,1.7,-0.4,-4.3,32.9,21.4,8.7,-0.4,1.3,61.4,36,9.2,-9.2,4.4,60.7,54.5
907,Nelson,CA,British Columbia,59, ,6.5,00000,Female,9375,1300,6190,1880,310,9205,1380,6335,1495,255,8490,1275,5895,1325,235,8555,1420,5725,1415,220,100,13.9,66,20.1,3.3,100,15,68.8,16.2,2.8,100,15,69.4,15.6,2.8,100,16.6,66.9,16.5,2.6,1.8,-5.8,-2.3,25.8,21.6,10.4,2,5,41.9,31.9,9.6,-8.5,8.1,32.9,40.9
913,Penticton,CA,British Columbia,59, ,5.8,00000,Both sexes,43435,5155,25670,12615,1995,42360,5325,26110,10925,1760,41300,5610,25290,10395,1535,39580,6330,23540,9710,1155,100,11.9,59.1,29,4.6,100,12.6,61.6,25.8,4.2,100,13.6,61.2,25.2,3.7,100,16,59.5,24.5,2.9,2.5,-3.2,-1.7,15.5,13.4,5.2,-8.1,1.5,21.4,30,9.7,-18.6,9,29.9,72.7
913,Penticton,CA,British Columbia,59, ,5.8,00000,Male,20635,2640,12235,5760,775,20145,2665,12605,4875,625,19650,2820,12165,4675,570,18780,3200,11205,4365,460,100,12.8,59.3,27.9,3.8,100,13.2,62.6,24.2,3.1,100,14.4,61.9,23.8,2.9,100,17,59.7,23.2,2.4,2.4,-0.9,-2.9,18.2,24,5,-6.4,0.6,23.2,36,9.9,-17.5,9.2,32,68.5
913,Penticton,CA,British Columbia,59, ,5.8,00000,Female,22800,2515,13430,6850,1225,22220,2660,13510,6050,1130,21650,2795,13130,5725,965,20805,3130,12335,5345,695,100,11,58.9,30,5.4,100,12,60.8,27.2,5.1,100,12.9,60.6,26.4,4.5,100,15,59.3,25.7,3.3,2.6,-5.5,-0.6,13.2,8.4,5.3,-10,2.3,19.7,26.9,9.6,-19.6,8.9,28.2,76.3
915,Kelowna,CMA,British Columbia,59, ,4.6,00000,Both sexes,194885,27590,125625,41670,5755,179840,26345,119040,34455,4805,162275,25525,105910,30845,3720,147740,25890,94545,27300,3055,100,14.2,64.5,21.4,3,100,14.6,66.2,19.2,2.7,100,15.7,65.3,19,2.3,100,17.5,64,18.5,2.1,8.4,4.7,5.5,20.9,19.8,20.1,8.1,18.6,35.1,54.7,31.9,6.6,32.9,52.6,88.4
915,Kelowna,CMA,British Columbia,59, ,4.6,00000,Male,94755,13925,61530,19300,2185,87075,13385,58035,15655,1740,78745,12900,51805,14040,1365,71360,13255,45890,12210,1085,100,14.7,64.9,20.4,2.3,100,15.4,66.6,18,2,100,16.4,65.8,17.8,1.7,100,18.6,64.3,17.1,1.5,8.8,4,6,23.3,25.6,20.3,7.9,18.8,37.5,60.1,32.8,5.1,34.1,58.1,101.4
915,Kelowna,CMA,British Columbia,59, ,4.6,00000,Female,100125,13665,64095,22370,3575,92760,12955,61005,18800,3060,83530,12630,54100,16800,2355,76380,12635,48660,15090,1970,100,13.6,64,22.3,3.6,100,14,65.8,20.3,3.3,100,15.1,64.8,20.1,2.8,100,16.5,63.7,19.8,2.6,7.9,5.5,5.1,19,16.8,19.9,8.2,18.5,33.2,51.8,31.1,8.2,31.7,48.2,81.5
918,Vernon,CA,British Columbia,59, ,4.8,00000,Both sexes,61330,8665,37320,15345,2075,58590,8445,37415,12725,1795,55420,8925,35355,11140,1420,51525,9100,32880,9545,1030,100,14.1,60.9,25,3.4,100,14.4,63.9,21.7,3.1,100,16.1,63.8,20.1,2.6,100,17.7,63.8,18.5,2,4.7,2.6,-0.3,20.6,15.6,10.7,-2.9,5.6,37.7,46.1,19,-4.8,13.5,60.8,101.5
918,Vernon,CA,British Columbia,59, ,4.8,00000,Male,29520,4410,18005,7100,795,28070,4270,18010,5790,610,26625,4490,17095,5040,495,24750,4650,15865,4240,360,100,14.9,61,24.1,2.7,100,15.2,64.2,20.6,2.2,100,16.9,64.2,18.9,1.9,100,18.8,64.1,17.1,1.5,5.2,3.3,0,22.6,30.3,10.9,-1.8,5.3,40.9,60.6,19.3,-5.2,13.5,67.5,120.8
918,Vernon,CA,British Columbia,59, ,4.8,00000,Female,31815,4255,19315,8245,1285,30515,4175,19405,6935,1190,28795,4430,18260,6100,930,26775,4450,17015,5310,670,100,13.4,60.7,25.9,4,100,13.7,63.6,22.7,3.9,100,15.4,63.4,21.2,3.2,100,16.6,63.5,19.8,2.5,4.3,1.9,-0.5,18.9,8,10.5,-4,5.8,35.2,38.2,18.8,-4.4,13.5,55.3,91.8
920,Salmon Arm,CA,British Columbia,59, ,5.1,00000,Both sexes,17905,2650,10315,4930,855,17680,2660,10775,4250,735,16205,2555,10015,3645,560,15390,2745,9635,3005,395,100,14.8,57.6,27.5,4.8,100,15,60.9,24,4.2,100,15.8,61.8,22.5,3.5,100,17.8,62.6,19.5,2.6,1.3,-0.4,-4.3,16,16.3,10.5,3.7,3,35.3,52.7,16.3,-3.5,7.1,64.1,116.5
920,Salmon Arm,CA,British Columbia,59, ,5.1,00000,Male,8415,1370,4875,2165,305,8345,1375,5120,1845,265,7615,1285,4740,1590,185,7270,1390,4580,1300,140,100,16.3,57.9,25.7,3.6,100,16.5,61.4,22.1,3.2,100,16.9,62.2,20.9,2.4,100,19.1,63,17.9,1.9,0.8,-0.4,-4.8,17.3,15.1,10.5,6.6,2.8,36.2,64.9,15.7,-1.4,6.4,66.5,117.9
920,Salmon Arm,CA,British Columbia,59, ,5.1,00000,Female,9490,1280,5440,2770,550,9340,1285,5655,2405,470,8585,1260,5270,2055,370,8125,1355,5055,1715,255,100,13.5,57.3,29.2,5.8,100,13.8,60.5,25.7,5,100,14.7,61.4,23.9,4.3,100,16.7,62.2,21.1,3.1,1.6,-0.4,-3.8,15.2,17,10.5,1.6,3.2,34.8,48.6,16.8,-5.5,7.6,61.5,115.7
925,Kamloops,CA,British Columbia,59, ,5.4,00000,Both sexes,103810,15765,68265,19770,2415,98755,15150,67580,16025,1925,92800,15170,63935,13690,1375,88915,16465,61085,11375,955,100,15.2,65.8,19,2.3,100,15.3,68.4,16.2,1.9,100,16.3,68.9,14.8,1.5,100,18.5,68.7,12.8,1.1,5.1,4.1,1,23.4,25.5,11.9,3.9,6.8,44.4,75.6,16.8,-4.3,11.8,73.8,152.9
925,Kamloops,CA,British Columbia,59, ,5.4,00000,Male,51190,8115,33820,9250,985,48465,7765,33285,7410,690,45440,7805,31230,6400,485,43515,8460,29835,5220,305,100,15.9,66.1,18.1,1.9,100,16,68.7,15.3,1.4,100,17.2,68.7,14.1,1.1,100,19.4,68.6,12,0.7,5.6,4.5,1.6,24.8,42.8,12.7,4,8.3,44.5,103.1,17.6,-4.1,13.4,77.2,223
925,Kamloops,CA,British Columbia,59, ,5.4,00000,Female,52620,7650,34450,10520,1435,50290,7385,34295,8610,1245,47355,7365,32700,7290,890,45405,8005,31250,6145,650,100,14.5,65.5,20,2.7,100,14.7,68.2,17.1,2.5,100,15.6,69.1,15.4,1.9,100,17.6,68.8,13.5,1.4,4.6,3.6,0.5,22.2,15.3,11.1,3.9,5.4,44.3,61.2,15.9,-4.4,10.2,71.2,120.8
930,Chilliwack,CA,British Columbia,59, ,5.3,00000,Both sexes,101510,18305,62735,20470,2625,93885,17425,60100,16365,2075,83980,16770,53150,14055,1575,76595,16305,47945,12345,1225,100,18,61.8,20.2,2.6,100,18.6,64,17.4,2.2,100,20,63.3,16.7,1.9,100,21.3,62.6,16.1,1.6,8.1,5.1,4.4,25.1,26.5,20.9,9.2,18,45.6,66.7,32.5,12.3,30.8,65.8,114.3
930,Chilliwack,CA,British Columbia,59, ,5.3,00000,Male,50100,9435,31080,9585,995,46320,8890,29880,7555,750,41105,8575,26110,6420,565,37705,8305,23790,5615,415,100,18.8,62,19.1,2,100,19.2,64.5,16.3,1.6,100,20.9,63.5,15.6,1.4,100,22,63.1,14.9,1.1,8.2,6.1,4,26.9,32.7,21.9,10,19,49.3,76.1,32.9,13.6,30.6,70.7,139.8
930,Chilliwack,CA,British Columbia,59, ,5.3,00000,Female,51410,8870,31660,10885,1635,47560,8535,30220,8810,1325,42875,8200,27045,7635,1015,38890,8000,24155,6730,810,100,17.3,61.6,21.2,3.2,100,17.9,63.5,18.5,2.8,100,19.1,63.1,17.8,2.4,100,20.6,62.1,17.3,2.1,8.1,3.9,4.8,23.6,23.4,19.9,8.2,17.1,42.6,61.1,32.2,10.9,31.1,61.7,101.9
932,Abbotsford - Mission,CMA,British Columbia,59, ,4.3,00000,Both sexes,180515,33295,117755,29465,4125,170190,32340,113810,24040,3515,159020,32015,105955,21045,2890,147370,32625,95430,19315,2325,100,18.4,65.2,16.3,2.3,100,19,66.9,14.1,2.1,100,20.1,66.6,13.2,1.8,100,22.1,64.8,13.1,1.6,6.1,3,3.5,22.6,17.4,13.5,4,11.1,40,42.7,22.5,2.1,23.4,52.5,77.4
932,Abbotsford - Mission,CMA,British Columbia,59, ,4.3,00000,Male,89440,17290,58720,13435,1515,84340,16775,56735,10830,1215,78840,16575,53000,9265,1030,73180,16805,47865,8510,825,100,19.3,65.7,15,1.7,100,19.9,67.3,12.8,1.4,100,21,67.2,11.8,1.3,100,23,65.4,11.6,1.1,6,3.1,3.5,24.1,24.7,13.4,4.3,10.8,45,47.1,22.2,2.9,22.7,57.9,83.6
932,Abbotsford - Mission,CMA,British Columbia,59, ,4.3,00000,Female,91075,16010,59040,16025,2610,85850,15560,57075,13210,2300,80185,15445,52955,11785,1860,74190,15820,47565,10805,1505,100,17.6,64.8,17.6,2.9,100,18.1,66.5,15.4,2.7,100,19.3,66,14.7,2.3,100,21.3,64.1,14.6,2,6.1,2.9,3.4,21.3,13.5,13.6,3.7,11.5,36,40.3,22.8,1.2,24.1,48.3,73.4
933,Vancouver,CMA,British Columbia,59, ,4.4,00000,Both sexes,2463430,362110,1714005,387315,51280,2313330,354450,1645975,312900,42765,2116580,345745,1499375,271465,35485,1986965,345395,1399080,242490,28720,100,14.7,69.6,15.7,2.1,100,15.3,71.2,13.5,1.8,100,16.3,70.8,12.8,1.7,100,17.4,70.4,12.2,1.4,6.5,2.2,4.1,23.8,19.9,16.4,4.7,14.3,42.7,44.5,24,4.8,22.5,59.7,78.6
933,Vancouver,CMA,British Columbia,59, ,4.4,00000,Male,1202170,186780,838860,176530,18860,1130375,182365,807200,140810,14440,1032445,178190,734965,119285,11470,972730,177455,690995,104280,8990,100,15.5,69.8,14.7,1.6,100,16.1,71.4,12.5,1.3,100,17.3,71.2,11.6,1.1,100,18.2,71,10.7,0.9,6.4,2.4,3.9,25.4,30.6,16.4,4.8,14.1,48,64.4,23.6,5.3,21.4,69.3,109.8
933,Vancouver,CMA,British Columbia,59, ,4.4,00000,Female,1261260,175335,875140,210780,32415,1182955,172085,838780,172090,28325,1084135,167550,764405,152180,24020,1014235,167945,708085,138210,19735,100,13.9,69.4,16.7,2.6,100,14.5,70.9,14.5,2.4,100,15.5,70.5,14,2.2,100,16.6,69.8,13.6,1.9,6.6,1.9,4.3,22.5,14.4,16.3,4.6,14.5,38.5,35,24.4,4.4,23.6,52.5,64.3
934,Squamish,CA,British Columbia,59, ,6.2,00100,Both sexes,19895,3925,13755,2210,245,17480,3385,12430,1660,200,15260,3130,10775,1350,135,14440,3270,9915,1255,100,100,19.7,69.1,11.1,1.2,100,19.4,71.1,9.5,1.1,100,20.5,70.6,8.8,0.9,100,22.6,68.7,8.7,0.7,13.8,16,10.7,33.1,22.5,30.4,25.4,27.7,63.7,81.5,37.8,20,38.7,76.1,145
934,Squamish,CA,British Columbia,59, ,6.2,00100,Male,10055,1995,6975,1080,105,8885,1750,6335,795,70,7805,1685,5485,630,50,7360,1720,5040,595,35,100,19.8,69.4,10.7,1,100,19.7,71.3,8.9,0.8,100,21.6,70.3,8.1,0.6,100,23.4,68.5,8.1,0.5,13.2,14,10.1,35.8,50,28.8,18.4,27.2,71.4,110,36.6,16,38.4,81.5,200
934,Squamish,CA,British Columbia,59, ,6.2,00100,Female,9840,1930,6780,1130,150,8590,1635,6095,865,135,7455,1445,5295,720,85,7085,1550,4875,660,70,100,19.6,68.9,11.5,1.5,100,19,71,10.1,1.6,100,19.4,71,9.7,1.1,100,21.9,68.8,9.3,1,14.6,18,11.2,30.6,11.1,32,33.6,28,56.9,76.5,38.9,24.5,39.1,71.2,114.3
935,Victoria,CMA,British Columbia,59, ,5.0,20000,Both sexes,367770,48255,241740,77775,12280,344615,45190,235985,63440,11690,330090,46465,224785,58840,10215,311905,47560,208860,55485,8135,100,13.1,65.7,21.1,3.3,100,13.1,68.5,18.4,3.4,100,14.1,68.1,17.8,3.1,100,15.2,67,17.8,2.6,6.7,6.8,2.4,22.6,5,11.4,3.9,7.5,32.2,20.2,17.9,1.5,15.7,40.2,51
935,Victoria,CMA,British Columbia,59, ,5.0,20000,Male,177390,24530,118020,34835,4355,165505,22990,114865,27655,3905,157290,23575,108900,24815,3330,148460,24165,101350,22945,2555,100,13.8,66.5,19.6,2.5,100,13.9,69.4,16.7,2.4,100,15,69.2,15.8,2.1,100,16.3,68.3,15.5,1.7,7.2,6.7,2.7,26,11.5,12.8,4.1,8.4,40.4,30.8,19.5,1.5,16.4,51.8,70.5
935,Victoria,CMA,British Columbia,59, ,5.0,20000,Female,190375,23730,123720,42935,7925,179105,22200,121125,35785,7790,172800,22895,115885,34025,6885,163440,23390,107510,32540,5580,100,12.5,65,22.6,4.2,100,12.4,67.6,20,4.3,100,13.2,67.1,19.7,4,100,14.3,65.8,19.9,3.4,6.3,6.9,2.1,20,1.7,10.2,3.6,6.8,26.2,15.1,16.5,1.5,15.1,31.9,42
937,Duncan,CA,British Columbia,59, ,5.6,00000,Both sexes,44450,6765,26935,10750,1385,43250,6865,27610,8780,1330,41385,7025,26930,7430,985,38815,7425,24710,6680,750,100,15.2,60.6,24.2,3.1,100,15.9,63.8,20.3,3.1,100,17,65.1,18,2.4,100,19.1,63.7,17.2,1.9,2.8,-1.5,-2.4,22.4,4.1,7.4,-3.7,0,44.7,40.6,14.5,-8.9,9,60.9,84.7
937,Duncan,CA,British Columbia,59, ,5.6,00000,Male,21500,3395,13005,5095,545,20790,3430,13325,4040,485,20045,3590,13015,3440,325,18705,3740,11945,3025,265,100,15.8,60.5,23.7,2.5,100,16.5,64.1,19.4,2.3,100,17.9,64.9,17.2,1.6,100,20,63.9,16.2,1.4,3.4,-1,-2.4,26.1,12.4,7.3,-5.4,-0.1,48.1,67.7,14.9,-9.2,8.9,68.4,105.7
937,Duncan,CA,British Columbia,59, ,5.6,00000,Female,22950,3370,13935,5655,840,22460,3435,14290,4735,840,21340,3435,13915,3995,660,20105,3685,12760,3660,485,100,14.7,60.7,24.6,3.7,100,15.3,63.6,21.1,3.7,100,16.1,65.2,18.7,3.1,100,18.3,63.5,18.2,2.4,2.2,-1.9,-2.5,19.4,0,7.5,-1.9,0.1,41.6,27.3,14.2,-8.5,9.2,54.5,73.2
938,Nanaimo,CA,British Columbia,59, ,4.9,00000,Both sexes,104940,15150,66795,22995,3220,98025,14140,65090,18795,2765,92360,14325,62000,16030,2150,85660,15235,56425,14005,1500,100,14.4,63.7,21.9,3.1,100,14.4,66.4,19.2,2.8,100,15.5,67.1,17.4,2.3,100,17.8,65.9,16.3,1.8,7.1,7.1,2.6,22.3,16.5,13.6,5.8,7.7,43.4,49.8,22.5,-0.6,18.4,64.2,114.7
