"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"5929","Sunshine Coast","Regional district","British Columbia","59","6.7","00100","15 to 24","2335","2170","0","160","0","100","92.9","0","6.9","0"
"5929","Sunshine Coast","Regional district","British Columbia","59","6.7","00100","15 to 19","1320","1225","0","90","0","100","92.8","0","6.8","0"
"5929","Sunshine Coast","Regional district","British Columbia","59","6.7","00100","20 to 24","1015","950","0","70","0","100","93.6","0","6.9","0"
"5929","Sunshine Coast","Regional district","British Columbia","59","6.7","00100","25 to 44","5090","4625","0","445","10","100","90.9","0","8.7","0.2"
"5929","Sunshine Coast","Regional district","British Columbia","59","6.7","00100","45 to 64","10085","9270","0","785","25","100","91.9","0","7.8","0.2"
"5929","Sunshine Coast","Regional district","British Columbia","59","6.7","00100","65 and over","8645","8040","0","565","35","100","93","0","6.5","0.4"
"5929","Sunshine Coast","Regional district","British Columbia","59","6.7","00100","65 to 74","5440","5040","0","385","15","100","92.6","0","7.1","0.3"
"5929","Sunshine Coast","Regional district","British Columbia","59","6.7","00100","75 and over","3205","3005","0","180","20","100","93.8","0","5.6","0.6"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","Total","42570","37030","25","5255","260","100","87","0.1","12.3","0.6"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","0 to 14","7375","6460","10","855","45","100","87.6","0.1","11.6","0.6"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","0 to 4","2585","2415","10","115","40","100","93.4","0.4","4.4","1.5"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","5 to 9","2620","2345","0","270","5","100","89.5","0","10.3","0.2"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","10 to 14","2175","1700","0","475","0","100","78.2","0","21.8","0"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","15 to 24","4570","3865","0","700","10","100","84.6","0","15.3","0.2"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","15 to 19","2030","1635","0","390","0","100","80.5","0","19.2","0"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","20 to 24","2540","2225","0","310","5","100","87.6","0","12.2","0.2"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","25 to 44","15025","12700","10","2285","30","100","84.5","0.1","15.2","0.2"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","45 to 64","11155","9995","5","1090","65","100","89.6","0","9.8","0.6"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","65 and over","4445","4010","0","330","110","100","90.2","0","7.4","2.5"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","65 to 74","3010","2690","0","265","50","100","89.4","0","8.8","1.7"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","75 and over","1435","1320","0","60","55","100","92","0","4.2","3.8"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","Total","131015","123695","25","6780","510","100","94.4","0","5.2","0.4"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","0 to 14","19870","18445","5","1315","100","100","92.8","0","6.6","0.5"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","0 to 4","6330","6190","5","50","85","100","97.8","0.1","0.8","1.3"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","5 to 9","6825","6255","0","555","10","100","91.6","0","8.1","0.1"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","10 to 14","6715","6000","0","710","5","100","89.4","0","10.6","0.1"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","15 to 24","14860","13515","0","1325","15","100","90.9","0","8.9","0.1"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","15 to 19","7100","6320","0","775","5","100","89","0","10.9","0.1"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","20 to 24","7755","7195","5","545","15","100","92.8","0.1","7","0.2"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","25 to 44","30875","29085","0","1720","70","100","94.2","0","5.6","0.2"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","45 to 64","39860","38240","5","1495","120","100","95.9","0","3.8","0.3"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","65 and over","25545","24400","5","925","210","100","95.5","0","3.6","0.8"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","65 to 74","15460","14770","0","595","90","100","95.5","0","3.8","0.6"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","75 and over","10090","9635","5","325","120","100","95.5","0","3.2","1.2"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","Total","192825","179040","60","12850","880","100","92.9","0","6.7","0.5"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","0 to 14","27575","24995","15","2370","195","100","90.6","0.1","8.6","0.7"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","0 to 4","8540","8250","15","120","155","100","96.6","0.2","1.4","1.8"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","5 to 9","9555","8545","5","975","35","100","89.4","0.1","10.2","0.4"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","10 to 14","9480","8200","0","1275","10","100","86.5","0","13.4","0.1"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","15 to 24","22525","20220","0","2260","40","100","89.8","0","10","0.2"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","15 to 19","10480","9205","0","1250","25","100","87.8","0","11.9","0.2"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","20 to 24","12045","11015","5","1015","20","100","91.4","0","8.4","0.2"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","25 to 44","45910","42350","5","3460","95","100","92.2","0","7.5","0.2"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","45 to 64","56585","53525","20","2830","215","100","94.6","0","5","0.4"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","65 and over","40230","37955","20","1935","320","100","94.3","0","4.8","0.8"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","65 to 74","22505","21140","10","1205","145","100","93.9","0","5.4","0.6"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","75 and over","17725","16810","5","730","175","100","94.8","0","4.1","1"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","Total","83370","78335","15","4730","295","100","94","0","5.7","0.4"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","0 to 14","12245","11255","0","915","70","100","91.9","0","7.5","0.6"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","0 to 4","3795","3705","0","30","60","100","97.6","0","0.8","1.6"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","5 to 9","4240","3905","0","335","5","100","92.1","0","7.9","0.1"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","10 to 14","4205","3650","0","555","5","100","86.8","0","13.2","0.1"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","15 to 24","8285","7375","0","890","15","100","89","0","10.7","0.2"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","15 to 19","4450","3855","0","585","10","100","86.6","0","13.1","0.2"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","20 to 24","3835","3525","5","305","10","100","91.9","0.1","8","0.3"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","25 to 44","17040","16000","0","985","50","100","93.9","0","5.8","0.3"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","45 to 64","26020","24845","5","1105","70","100","95.5","0","4.2","0.3"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","65 and over","19780","18855","5","835","85","100","95.3","0","4.2","0.4"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","65 to 74","11400","10850","5","505","40","100","95.2","0","4.4","0.4"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","75 and over","8380","8005","0","330","45","100","95.5","0","3.9","0.5"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","Total","50925","47250","15","3550","110","100","92.8","0","7","0.2"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","0 to 14","7045","6265","10","745","25","100","88.9","0.1","10.6","0.4"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","0 to 4","2270","2165","10","80","20","100","95.4","0.4","3.5","0.9"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","5 to 9","2395","2175","0","215","5","100","90.8","0","9","0.2"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","10 to 14","2370","1925","0","450","0","100","81.2","0","19","0"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","15 to 24","4530","3935","0","585","5","100","86.9","0","12.9","0.1"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","15 to 19","2390","1995","0","395","0","100","83.5","0","16.5","0"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","20 to 24","2135","1945","0","195","5","100","91.1","0","9.1","0.2"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","25 to 44","10820","9775","5","1025","20","100","90.3","0","9.5","0.2"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","45 to 64","16395","15670","5","700","30","100","95.6","0","4.3","0.2"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","65 and over","12140","11615","5","500","30","100","95.7","0","4.1","0.2"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","65 to 74","7310","6960","0","335","10","100","95.2","0","4.6","0.1"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","75 and over","4835","4655","0","160","20","100","96.3","0","3.3","0.4"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","Total","61355","58890","40","2265","155","100","96","0.1","3.7","0.3"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","0 to 14","9525","9075","0","430","20","100","95.3","0","4.5","0.2"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","0 to 4","2895","2865","0","15","15","100","99","0","0.5","0.5"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","5 to 9","3380","3165","0","215","5","100","93.6","0","6.4","0.1"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","10 to 14","3255","3055","0","195","0","100","93.9","0","6","0"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","15 to 24","6410","6055","0","350","0","100","94.5","0","5.5","0"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","15 to 19","3390","3160","5","230","0","100","93.2","0.1","6.8","0"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","20 to 24","3015","2895","0","115","0","100","96","0","3.8","0"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","25 to 44","13010","12505","5","495","15","100","96.1","0","3.8","0.1"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","45 to 64","20020","19420","0","570","35","100","97","0","2.8","0.2"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","65 and over","12380","11830","35","430","80","100","95.6","0.3","3.5","0.6"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","65 to 74","8135","7810","10","290","35","100","96","0.1","3.6","0.4"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","75 and over","4240","4025","30","145","50","100","94.9","0.7","3.4","1.2"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","Total","11000","10610","10","360","20","100","96.5","0.1","3.3","0.2"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","0 to 14","1995","1980","0","15","0","100","99.2","0","0.8","0"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","0 to 4","605","600","0","5","0","100","99.2","0","0.8","0"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","5 to 9","700","695","0","5","0","100","99.3","0","0.7","0"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","10 to 14","695","695","0","5","0","100","100","0","0.7","0"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","15 to 24","1085","1050","0","30","0","100","96.8","0","2.8","0"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","15 to 19","590","570","0","15","0","100","96.6","0","2.5","0"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","20 to 24","495","480","0","10","0","100","97","0","2","0"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","25 to 44","2530","2420","0","100","5","100","95.7","0","4","0.2"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","45 to 64","3635","3495","0","135","0","100","96.1","0","3.7","0"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","65 and over","1750","1665","5","75","5","100","95.1","0.3","4.3","0.3"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","65 to 74","1255","1185","5","55","5","100","94.4","0.4","4.4","0.4"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","75 and over","500","480","0","20","0","100","96","0","4","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","Total","3315","3225","0","85","5","100","97.3","0","2.6","0.2"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","0 to 14","680","670","0","5","5","100","98.5","0","0.7","0.7"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","0 to 4","210","210","0","0","0","100","100","0","0","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","5 to 9","225","225","0","0","0","100","100","0","0","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","10 to 14","240","235","0","0","0","100","97.9","0","0","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","15 to 24","350","350","0","5","0","100","100","0","1.4","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","15 to 19","185","180","0","5","0","100","97.3","0","2.7","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","20 to 24","170","170","0","0","0","100","100","0","0","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","25 to 44","775","740","0","35","0","100","95.5","0","4.5","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","45 to 64","1020","990","0","30","0","100","97.1","0","2.9","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","65 and over","490","475","0","15","0","100","96.9","0","3.1","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","65 to 74","310","305","0","15","0","100","98.4","0","4.8","0"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","75 and over","175","175","0","0","0","100","100","0","0","0"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","Total","18025","17010","5","895","105","100","94.4","0","5","0.6"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","0 to 14","3270","3060","0","200","10","100","93.6","0","6.1","0.3"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","0 to 4","1000","980","0","5","10","100","98","0","0.5","1"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","5 to 9","1150","1080","0","70","0","100","93.9","0","6.1","0"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","10 to 14","1120","1005","0","115","0","100","89.7","0","10.3","0"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","15 to 24","2200","2055","0","145","0","100","93.4","0","6.6","0"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","15 to 19","1160","1070","0","90","0","100","92.2","0","7.8","0"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","20 to 24","1045","980","0","60","0","100","93.8","0","5.7","0"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","25 to 44","4445","4155","0","270","25","100","93.5","0","6.1","0.6"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","45 to 64","5500","5270","0","190","40","100","95.8","0","3.5","0.7"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","65 and over","2610","2470","0","95","35","100","94.6","0","3.6","1.3"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","65 to 74","1735","1650","0","70","15","100","95.1","0","4","0.9"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","75 and over","870","825","0","25","20","100","94.8","0","2.9","2.3"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","Total","37060","34765","40","2110","140","100","93.8","0.1","5.7","0.4"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","0 to 14","6885","6430","15","425","10","100","93.4","0.2","6.2","0.1"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","0 to 4","2215","2155","15","35","5","100","97.3","0.7","1.6","0.2"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","5 to 9","2385","2205","0","175","0","100","92.5","0","7.3","0"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","10 to 14","2285","2070","0","220","0","100","90.6","0","9.6","0"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","15 to 24","4485","4190","0","290","0","100","93.4","0","6.5","0"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","15 to 19","2270","2095","0","170","0","100","92.3","0","7.5","0"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","20 to 24","2220","2095","0","120","0","100","94.4","0","5.4","0"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","25 to 44","9155","8495","5","640","10","100","92.8","0.1","7","0.1"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","45 to 64","11140","10625","5","480","25","100","95.4","0","4.3","0.2"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","65 and over","5400","5025","10","270","95","100","93.1","0.2","5","1.8"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","65 to 74","3485","3245","0","205","35","100","93.1","0","5.9","1"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","75 and over","1915","1780","5","70","60","100","93","0.3","3.7","3.1"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","Total","37675","35825","10","1795","45","100","95.1","0","4.8","0.1"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","0 to 14","7275","6870","10","390","10","100","94.4","0.1","5.4","0.1"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","0 to 4","2315","2285","5","15","10","100","98.7","0.2","0.6","0.4"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","5 to 9","2515","2355","0","155","5","100","93.6","0","6.2","0.2"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","10 to 14","2450","2230","0","215","0","100","91","0","8.8","0"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","15 to 24","4660","4275","0","385","5","100","91.7","0","8.3","0.1"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","15 to 19","2550","2290","0","260","0","100","89.8","0","10.2","0"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","20 to 24","2110","1985","0","125","0","100","94.1","0","5.9","0"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","25 to 44","8765","8330","0","430","5","100","95","0","4.9","0.1"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","45 to 64","11505","11110","0","385","10","100","96.6","0","3.3","0.1"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","65 and over","5465","5240","0","205","20","100","95.9","0","3.8","0.4"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","65 to 74","3490","3335","0","150","5","100","95.6","0","4.3","0.1"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","75 and over","1980","1905","0","60","10","100","96.2","0","3","0.5"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","Total","93515","88525","15","4605","375","100","94.7","0","4.9","0.4"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","0 to 14","16390","15270","0","1040","80","100","93.2","0","6.3","0.5"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","0 to 4","5240","5135","0","50","60","100","98","0","1","1.1"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","5 to 9","5795","5300","0","475","15","100","91.5","0","8.2","0.3"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","10 to 14","5360","4840","0","515","10","100","90.3","0","9.6","0.2"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","15 to 24","12080","11200","0","865","20","100","92.7","0","7.2","0.2"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","15 to 19","5685","5145","5","530","10","100","90.5","0.1","9.3","0.2"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","20 to 24","6390","6050","0","330","10","100","94.7","0","5.2","0.2"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","25 to 44","24685","23465","0","1180","35","100","95.1","0","4.8","0.1"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","45 to 64","27220","26180","10","945","90","100","96.2","0","3.5","0.3"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","65 and over","13140","12405","5","575","155","100","94.4","0","4.4","1.2"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","65 to 74","8530","8055","0","400","75","100","94.4","0","4.7","0.9"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","75 and over","4610","4350","5","175","80","100","94.4","0.1","3.8","1.7"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","Total","62570","59545","10","2655","360","100","95.2","0","4.2","0.6"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","0 to 14","13425","12580","0","605","240","100","93.7","0","4.5","1.8"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","0 to 4","4805","4575","0","30","200","100","95.2","0","0.6","4.2"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","5 to 9","4615","4315","0","270","30","100","93.5","0","5.9","0.7"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","10 to 14","4005","3695","0","300","10","100","92.3","0","7.5","0.2"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","15 to 24","8355","7820","0","515","15","100","93.6","0","6.2","0.2"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","15 to 19","3975","3700","0","275","5","100","93.1","0","6.9","0.1"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","20 to 24","4380","4125","0","245","5","100","94.2","0","5.6","0.1"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","25 to 44","18835","17930","5","875","25","100","95.2","0","4.6","0.1"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","45 to 64","15725","15205","0","455","60","100","96.7","0","2.9","0.4"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","65 and over","6230","6000","0","205","30","100","96.3","0","3.3","0.5"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","65 to 74","3875","3730","0","130","15","100","96.3","0","3.4","0.4"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","75 and over","2360","2265","0","75","15","100","96","0","3.2","0.6"
"5957","Stikine","Region","British Columbia","59","37.9","03300","Total","740","710","0","30","0","100","95.9","0","4.1","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","0 to 14","95","95","0","0","0","100","100","0","0","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","0 to 4","30","35","0","0","0","100","116.7","0","0","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","5 to 9","35","35","0","0","0","100","100","0","0","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","10 to 14","25","25","0","0","0","100","100","0","0","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","15 to 24","65","65","0","0","0","100","100","0","0","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","15 to 19","35","35","0","0","0","100","100","0","0","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","20 to 24","25","30","0","0","0","100","120","0","0","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","25 to 44","205","200","0","10","0","100","97.6","0","4.9","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","45 to 64","225","210","0","10","0","100","93.3","0","4.4","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","65 and over","155","145","0","10","0","100","93.5","0","6.5","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","65 to 74","115","110","0","10","0","100","95.7","0","8.7","0"
"5957","Stikine","Region","British Columbia","59","37.9","03300","75 and over","40","35","0","0","0","100","87.5","0","0","0"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","Total","5385","5230","0","135","15","100","97.1","0","2.5","0.3"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","0 to 14","1125","1110","0","15","0","100","98.7","0","1.3","0"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","0 to 4","355","350","0","5","5","100","98.6","0","1.4","1.4"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","5 to 9","425","425","0","5","0","100","100","0","1.2","0"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","10 to 14","340","340","0","5","0","100","100","0","1.5","0"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","15 to 24","665","650","0","10","5","100","97.7","0","1.5","0.8"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","15 to 19","330","320","0","5","0","100","97","0","1.5","0"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","20 to 24","335","325","0","10","0","100","97","0","3","0"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","25 to 44","1620","1560","0","55","0","100","96.3","0","3.4","0"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","45 to 64","1610","1560","0","45","5","100","96.9","0","2.8","0.3"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","65 and over","370","350","0","10","10","100","94.6","0","2.7","2.7"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","65 to 74","275","265","0","5","5","100","96.4","0","1.8","1.8"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","75 and over","90","90","0","0","5","100","100","0","0","5.6"
"6001","Yukon","Territory","Yukon","60","6.7","00100","Total","35560","30430","85","4900","145","100","85.6","0.2","13.8","0.4"
"6001","Yukon","Territory","Yukon","60","6.7","00100","0 to 14","6250","5180","60","985","25","100","82.9","1","15.8","0.4"
"6001","Yukon","Territory","Yukon","60","6.7","00100","0 to 4","2135","1950","35","130","20","100","91.3","1.6","6.1","0.9"
"6001","Yukon","Territory","Yukon","60","6.7","00100","5 to 9","2110","1735","15","355","5","100","82.2","0.7","16.8","0.2"
"6001","Yukon","Territory","Yukon","60","6.7","00100","10 to 14","2005","1495","5","505","0","100","74.6","0.2","25.2","0"
