"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"830","Red Deer","CA","Alberta","48"," ","4.7","00000","75 and over","4605","4415","5","130","55","100","95.9","0.1","2.8","1.2"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","Total","15225","14235","5","975","10","100","93.5","0","6.4","0.1"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","0 to 14","3420","3080","0","335","5","100","90.1","0","9.8","0.1"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","0 to 4","1205","1180","5","15","0","100","97.9","0.4","1.2","0"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","5 to 9","1190","1035","5","155","5","100","87","0.4","13","0.4"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","10 to 14","1025","865","0","160","0","100","84.4","0","15.6","0"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","15 to 24","1965","1795","0","170","0","100","91.3","0","8.7","0"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","15 to 19","1010","900","0","110","0","100","89.1","0","10.9","0"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","20 to 24","960","895","0","60","0","100","93.2","0","6.3","0"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","25 to 44","5055","4760","5","295","0","100","94.2","0.1","5.8","0"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","45 to 64","3555","3435","0","115","5","100","96.6","0","3.2","0.1"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","65 and over","1235","1170","0","60","0","100","94.7","0","4.9","0"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","65 to 74","780","735","0","50","0","100","94.2","0","6.4","0"
"831","Sylvan Lake","CA","Alberta","48"," ","4.6","00000","75 and over","450","440","0","15","0","100","97.8","0","3.3","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","Total","12830","12095","5","685","45","100","94.3","0","5.3","0.4"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","0 to 14","2690","2485","0","180","25","100","92.4","0","6.7","0.9"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","0 to 4","825","800","5","5","20","100","97","0.6","0.6","2.4"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","5 to 9","985","915","0","60","5","100","92.9","0","6.1","0.5"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","10 to 14","875","765","0","115","0","100","87.4","0","13.1","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","15 to 24","1650","1510","0","140","0","100","91.5","0","8.5","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","15 to 19","885","805","0","85","0","100","91","0","9.6","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","20 to 24","765","710","0","55","0","100","92.8","0","7.2","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","25 to 44","3375","3205","0","165","5","100","95","0","4.9","0.1"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","45 to 64","3260","3115","5","135","15","100","95.6","0.2","4.1","0.5"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","65 and over","1845","1775","0","65","5","100","96.2","0","3.5","0.3"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","65 to 74","1040","990","0","50","5","100","95.2","0","4.8","0.5"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","75 and over","810","790","0","15","5","100","97.5","0","1.9","0.6"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","Total","18330","17580","0","715","35","100","95.9","0","3.9","0.2"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","0 to 14","3145","2960","0","180","10","100","94.1","0","5.7","0.3"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","0 to 4","1090","1080","0","10","10","100","99.1","0","0.9","0.9"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","5 to 9","1100","1015","0","80","0","100","92.3","0","7.3","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","10 to 14","950","865","0","90","0","100","91.1","0","9.5","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","15 to 24","2260","2130","0","125","5","100","94.2","0","5.5","0.2"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","15 to 19","1030","945","0","80","0","100","91.7","0","7.8","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","20 to 24","1230","1185","0","45","5","100","96.3","0","3.7","0.4"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","25 to 44","4540","4345","0","190","10","100","95.7","0","4.2","0.2"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","45 to 64","4670","4520","0","140","10","100","96.8","0","3","0.2"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","65 and over","3710","3625","0","80","5","100","97.7","0","2.2","0.1"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","65 to 74","1875","1810","0","60","0","100","96.5","0","3.2","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","75 and over","1840","1815","0","20","5","100","98.6","0","1.1","0.3"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","Total","1307175","1189600","1760","95160","20645","100","91","0.1","7.3","1.6"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","0 to 14","242895","219240","685","17900","5065","100","90.3","0.3","7.4","2.1"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","0 to 4","85045","78585","410","1715","4335","100","92.4","0.5","2","5.1"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","5 to 9","83655","76075","185","6875","515","100","90.9","0.2","8.2","0.6"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","10 to 14","74195","64580","90","9305","215","100","87","0.1","12.5","0.3"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","15 to 24","167265","150145","135","16570","415","100","89.8","0.1","9.9","0.2"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","15 to 19","75380","66790","65","8345","185","100","88.6","0.1","11.1","0.2"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","20 to 24","91890","83360","70","8230","230","100","90.7","0.1","9","0.3"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","25 to 44","409015","372315","480","33765","2460","100","91","0.1","8.3","0.6"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","45 to 64","334030","309725","320","18900","5080","100","92.7","0.1","5.7","1.5"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","65 and over","153970","138175","140","8025","7630","100","89.7","0.1","5.2","5"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","65 to 74","92215","83640","70","5000","3505","100","90.7","0.1","5.4","3.8"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","75 and over","61750","54530","70","3025","4120","100","88.3","0.1","4.9","6.7"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","Total","34275","32615","10","1535","120","100","95.2","0","4.5","0.4"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","0 to 14","7845","7275","5","510","50","100","92.7","0.1","6.5","0.6"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","0 to 4","2725","2650","5","25","45","100","97.2","0.2","0.9","1.7"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","5 to 9","2740","2500","0","235","5","100","91.2","0","8.6","0.2"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","10 to 14","2380","2125","0","250","5","100","89.3","0","10.5","0.2"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","15 to 24","4495","4210","0","285","5","100","93.7","0","6.3","0.1"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","15 to 19","2150","1975","0","175","0","100","91.9","0","8.1","0"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","20 to 24","2350","2235","0","115","0","100","95.1","0","4.9","0"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","25 to 44","11565","11060","0","480","20","100","95.6","0","4.2","0.2"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","45 to 64","7555","7330","0","205","25","100","97","0","2.7","0.3"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","65 and over","2820","2745","0","55","20","100","97.3","0","2","0.7"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","65 to 74","1665","1615","0","35","15","100","97","0","2.1","0.9"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","75 and over","1155","1130","5","20","0","100","97.8","0.4","1.7","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","Total","14905","12760","85","2035","30","100","85.6","0.6","13.7","0.2"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","0 to 14","3395","2870","50","470","15","100","84.5","1.5","13.8","0.4"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","0 to 4","1315","1200","30","75","10","100","91.3","2.3","5.7","0.8"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","5 to 9","1190","950","15","225","0","100","79.8","1.3","18.9","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","10 to 14","900","720","0","170","0","100","80","0","18.9","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","15 to 24","1940","1645","10","290","0","100","84.8","0.5","14.9","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","15 to 19","805","695","0","110","0","100","86.3","0","13.7","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","20 to 24","1130","950","0","170","0","100","84.1","0","15","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","25 to 44","5575","4690","15","870","0","100","84.1","0.3","15.6","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","45 to 64","3120","2770","10","340","5","100","88.8","0.3","10.9","0.2"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","65 and over","865","785","0","75","10","100","90.8","0","8.7","1.2"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","65 to 74","510","470","0","35","5","100","92.2","0","6.9","1"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","75 and over","350","310","5","35","5","100","88.6","1.4","10","1.4"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","Total","62745","57595","60","4855","235","100","91.8","0.1","7.7","0.4"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","0 to 14","13665","12290","15","1275","80","100","89.9","0.1","9.3","0.6"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","0 to 4","5260","5055","15","120","80","100","96.1","0.3","2.3","1.5"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","5 to 9","4615","4020","5","590","5","100","87.1","0.1","12.8","0.1"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","10 to 14","3790","3215","5","565","0","100","84.8","0.1","14.9","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","15 to 24","8685","7860","10","815","5","100","90.5","0.1","9.4","0.1"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","15 to 19","3615","3220","5","395","0","100","89.1","0.1","10.9","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","20 to 24","5060","4640","5","415","0","100","91.7","0.1","8.2","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","25 to 44","23010","21235","15","1730","30","100","92.3","0.1","7.5","0.1"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","45 to 64","13080","12220","15","785","55","100","93.4","0.1","6","0.4"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","65 and over","4320","3990","5","255","65","100","92.4","0.1","5.9","1.5"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","65 to 74","2485","2305","5","150","30","100","92.8","0.2","6","1.2"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","75 and over","1830","1690","0","110","35","100","92.3","0","6","1.9"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","Total","73280","67455","150","5050","625","100","92.1","0.2","6.9","0.9"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","0 to 14","14705","13530","50","755","375","100","92","0.3","5.1","2.6"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","0 to 4","6145","5705","30","185","225","100","92.8","0.5","3","3.7"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","5 to 9","4815","4410","15","255","135","100","91.6","0.3","5.3","2.8"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","10 to 14","3750","3410","5","310","15","100","90.9","0.1","8.3","0.4"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","15 to 24","8275","7550","15","695","25","100","91.2","0.2","8.4","0.3"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","15 to 19","3580","3240","5","325","10","100","90.5","0.1","9.1","0.3"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","20 to 24","4695","4305","5","365","15","100","91.7","0.1","7.8","0.3"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","25 to 44","30120","27620","55","2355","95","100","91.7","0.2","7.8","0.3"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","45 to 64","18135","16925","30","1120","60","100","93.3","0.2","6.2","0.3"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","65 and over","2040","1835","0","135","70","100","90","0","6.6","3.4"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","65 to 74","1550","1405","0","105","35","100","90.6","0","6.8","2.3"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","75 and over","490","425","0","30","35","100","86.7","0","6.1","7.1"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","Total","12380","11885","5","455","40","100","96","0","3.7","0.3"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","0 to 14","2360","2275","0","70","10","100","96.4","0","3","0.4"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","0 to 4","795","780","5","5","10","100","98.1","0.6","0.6","1.3"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","5 to 9","795","760","0","30","5","100","95.6","0","3.8","0.6"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","10 to 14","765","730","0","35","0","100","95.4","0","4.6","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","15 to 24","1430","1345","0","85","0","100","94.1","0","5.9","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","15 to 19","740","690","0","50","0","100","93.2","0","6.8","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","20 to 24","690","650","0","35","0","100","94.2","0","5.1","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","25 to 44","3125","2990","0","125","5","100","95.7","0","4","0.2"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","45 to 64","3150","3045","0","95","10","100","96.7","0","3","0.3"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","65 and over","2315","2225","0","80","10","100","96.1","0","3.5","0.4"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","65 to 74","1165","1110","0","50","5","100","95.3","0","4.3","0.4"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","75 and over","1155","1115","0","30","5","100","96.5","0","2.6","0.4"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","Total","25715","24560","5","1120","40","100","95.5","0","4.4","0.2"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","0 to 14","4095","3805","0","285","10","100","92.9","0","7","0.2"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","0 to 4","1240","1225","0","10","5","100","98.8","0","0.8","0.4"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","5 to 9","1445","1315","0","130","0","100","91","0","9","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","10 to 14","1415","1270","0","145","0","100","89.8","0","10.2","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","15 to 24","2900","2725","0","170","0","100","94","0","5.9","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","15 to 19","1535","1435","0","100","5","100","93.5","0","6.5","0.3"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","20 to 24","1365","1295","0","70","0","100","94.9","0","5.1","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","25 to 44","5690","5440","0","245","5","100","95.6","0","4.3","0.1"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","45 to 64","7965","7700","0","250","10","100","96.7","0","3.1","0.1"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","65 and over","5060","4885","5","160","10","100","96.5","0.1","3.2","0.2"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","65 to 74","3135","3025","0","105","0","100","96.5","0","3.3","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","75 and over","1925","1860","0","50","10","100","96.6","0","2.6","0.5"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","Total","18145","16150","5","1960","30","100","89","0","10.8","0.2"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","0 to 14","2695","2395","5","285","10","100","88.9","0.2","10.6","0.4"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","0 to 4","775","730","5","35","5","100","94.2","0.6","4.5","0.6"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","5 to 9","965","900","0","65","0","100","93.3","0","6.7","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","10 to 14","955","765","0","190","0","100","80.1","0","19.9","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","15 to 24","1860","1545","0","310","0","100","83.1","0","16.7","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","15 to 19","990","795","0","195","0","100","80.3","0","19.7","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","20 to 24","870","755","0","115","0","100","86.8","0","13.2","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","25 to 44","4640","3950","0","685","5","100","85.1","0","14.8","0.1"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","45 to 64","5500","5015","5","480","0","100","91.2","0.1","8.7","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","65 and over","3450","3245","0","190","10","100","94.1","0","5.5","0.3"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","65 to 74","2175","2020","0","145","10","100","92.9","0","6.7","0.5"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","75 and over","1270","1220","0","50","5","100","96.1","0","3.9","0.4"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","Total","42715","39755","20","2750","190","100","93.1","0","6.4","0.4"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","0 to 14","5155","4720","0","420","20","100","91.6","0","8.1","0.4"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","0 to 4","1525","1480","5","30","15","100","97","0.3","2","1"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","5 to 9","1800","1700","0","100","0","100","94.4","0","5.6","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","10 to 14","1825","1540","0","285","0","100","84.4","0","15.6","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","15 to 24","3995","3455","5","530","5","100","86.5","0.1","13.3","0.1"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","15 to 19","2135","1760","5","370","5","100","82.4","0.2","17.3","0.2"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","20 to 24","1860","1690","0","160","5","100","90.9","0","8.6","0.3"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","25 to 44","8180","7540","5","615","20","100","92.2","0.1","7.5","0.2"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","45 to 64","13365","12670","10","635","50","100","94.8","0.1","4.8","0.4"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","65 and over","12025","11370","5","555","100","100","94.6","0","4.6","0.8"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","65 to 74","6375","6000","5","330","45","100","94.1","0.1","5.2","0.7"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","75 and over","5650","5370","0","225","50","100","95","0","4","0.9"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","Total","192830","179040","65","12850","880","100","92.8","0","6.7","0.5"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","0 to 14","27575","24995","20","2365","195","100","90.6","0.1","8.6","0.7"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","0 to 4","8540","8250","10","120","155","100","96.6","0.1","1.4","1.8"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","5 to 9","9555","8545","5","975","35","100","89.4","0.1","10.2","0.4"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","10 to 14","9480","8200","0","1275","10","100","86.5","0","13.4","0.1"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","15 to 24","22525","20220","5","2260","40","100","89.8","0","10","0.2"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","15 to 19","10480","9205","5","1250","20","100","87.8","0","11.9","0.2"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","20 to 24","12045","11010","0","1015","15","100","91.4","0","8.4","0.1"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","25 to 44","45915","42345","5","3460","100","100","92.2","0","7.5","0.2"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","45 to 64","56585","53520","20","2830","220","100","94.6","0","5","0.4"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","65 and over","40230","37960","20","1935","325","100","94.4","0","4.8","0.8"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","65 to 74","22505","21145","10","1205","150","100","94","0","5.4","0.7"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","75 and over","17730","16815","10","730","175","100","94.8","0.1","4.1","1"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","Total","60495","56325","15","3890","260","100","93.1","0","6.4","0.4"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","0 to 14","8660","7765","0","830","60","100","89.7","0","9.6","0.7"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","0 to 4","2635","2560","5","25","50","100","97.2","0.2","0.9","1.9"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","5 to 9","2965","2655","0","300","5","100","89.5","0","10.1","0.2"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","10 to 14","3055","2550","0","505","5","100","83.5","0","16.5","0.2"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","15 to 24","6195","5390","0","785","15","100","87","0","12.7","0.2"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","15 to 19","3255","2725","0","515","5","100","83.7","0","15.8","0.2"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","20 to 24","2935","2665","0","265","5","100","90.8","0","9","0.2"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","25 to 44","12470","11620","5","805","40","100","93.2","0","6.5","0.3"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","45 to 64","18425","17520","0","840","65","100","95.1","0","4.6","0.4"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","65 and over","14745","14035","0","630","80","100","95.2","0","4.3","0.5"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","65 to 74","8335","7910","0","390","35","100","94.9","0","4.7","0.4"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","75 and over","6415","6125","0","245","40","100","95.5","0","3.8","0.6"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","Total","17555","16205","0","1295","50","100","92.3","0","7.4","0.3"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","0 to 14","2650","2215","0","425","10","100","83.6","0","16","0.4"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","0 to 4","770","755","0","10","5","100","98.1","0","1.3","0.6"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","5 to 9","900","770","0","130","0","100","85.6","0","14.4","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","10 to 14","980","690","0","290","0","100","70.4","0","29.6","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","15 to 24","1750","1420","0","330","0","100","81.1","0","18.9","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","15 to 19","945","695","0","245","0","100","73.5","0","25.9","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","20 to 24","810","725","0","80","5","100","89.5","0","9.9","0.6"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","25 to 44","3370","3175","0","185","10","100","94.2","0","5.5","0.3"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","45 to 64","5170","4975","0","180","15","100","96.2","0","3.5","0.3"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","65 and over","4610","4415","0","180","10","100","95.8","0","3.9","0.2"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","65 to 74","2370","2265","0","105","5","100","95.6","0","4.4","0.2"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","75 and over","2235","2150","0","75","5","100","96.2","0","3.4","0.2"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","Total","102335","96295","15","5595","430","100","94.1","0","5.5","0.4"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","0 to 14","15760","14545","5","1130","85","100","92.3","0","7.2","0.5"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","0 to 4","5070","4950","5","40","75","100","97.6","0.1","0.8","1.5"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","5 to 9","5365","4885","0","465","10","100","91.1","0","8.7","0.2"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","10 to 14","5325","4700","0","620","5","100","88.3","0","11.6","0.1"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","15 to 24","12255","11105","0","1140","15","100","90.6","0","9.3","0.1"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","15 to 19","5690","5010","0","670","5","100","88","0","11.8","0.1"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","20 to 24","6570","6095","0","465","10","100","92.8","0","7.1","0.2"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","25 to 44","25435","23870","5","1510","50","100","93.8","0","5.9","0.2"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","45 to 64","30035","28775","5","1160","100","100","95.8","0","3.9","0.3"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","65 and over","18845","18005","10","655","175","100","95.5","0.1","3.5","0.9"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","65 to 74","11210","10725","0","410","70","100","95.7","0","3.7","0.6"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","75 and over","7635","7280","5","245","105","100","95.4","0.1","3.2","1.4"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","Total","99860","94870","20","4450","520","100","95","0","4.5","0.5"
