"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Mother tongue - Total (2016 counts)","Mother tongue - English (2016 counts)","Mother tongue - French (2016 counts)","Mother tongue - Non-official language (2016 counts)","Mother tongue - English and French (2016 counts)","Mother tongue - English and non-official language (2016 counts)","Mother tongue - French and non-official language (2016 counts)","Mother tongue - English, French and non-official language (2016 counts)","Mother tongue - Total (% distribution (2016))","Mother tongue - English (% distribution (2016))","Mother tongue - French (% distribution (2016))","Mother tongue - Non-official language (% distribution (2016))","Mother tongue - English and French (% distribution (2016))","Mother tongue - English and non-official language (% distribution (2016))","Mother tongue - French and non-official language (% distribution (2016))","Mother tongue - English, French and non-official language (% distribution (2016))"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","15 to 24","1650","1520","20","95","5","10","0","0","100","92.1","1.2","5.8","0.3","0.6","0","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","15 to 19","885","810","5","60","5","10","5","0","100","91.5","0.6","6.8","0.6","1.1","0.6","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","20 to 24","765","710","15","35","0","5","0","0","100","92.8","2","4.6","0","0.7","0","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","25 to 44","3380","2940","40","350","10","35","0","0","100","87","1.2","10.4","0.3","1","0","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","45 to 64","3260","2940","60","235","0","15","5","0","100","90.2","1.8","7.2","0","0.5","0.2","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","65 and over","1845","1570","40","220","0","10","5","0","100","85.1","2.2","11.9","0","0.5","0.3","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","65 to 74","1040","895","30","110","5","5","0","0","100","86.1","2.9","10.6","0.5","0.5","0","0"
"832","Lacombe","CA","Alberta","48"," ","4.1","00000","75 and over","810","675","10","115","0","5","0","0","100","83.3","1.2","14.2","0","0.6","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","Total","18330","16420","180","1530","25","175","5","0","100","89.6","1","8.3","0.1","1","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","0 to 14","3145","2920","0","190","5","30","0","0","100","92.8","0","6","0.2","1","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","0 to 4","1090","1030","0","45","0","15","0","0","100","94.5","0","4.1","0","1.4","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","5 to 9","1100","1010","0","75","0","10","0","0","100","91.8","0","6.8","0","0.9","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","10 to 14","955","870","0","65","5","10","0","0","100","91.1","0","6.8","0.5","1","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","15 to 24","2260","2100","10","130","5","10","0","0","100","92.9","0.4","5.8","0.2","0.4","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","15 to 19","1030","945","0","70","0","5","0","0","100","91.7","0","6.8","0","0.5","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","20 to 24","1235","1160","15","55","0","0","0","0","100","93.9","1.2","4.5","0","0","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","25 to 44","4540","3940","50","485","0","65","5","0","100","86.8","1.1","10.7","0","1.4","0.1","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","45 to 64","4670","4255","75","305","10","30","0","0","100","91.1","1.6","6.5","0.2","0.6","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","65 and over","3715","3205","50","420","5","35","0","0","100","86.3","1.3","11.3","0.1","0.9","0","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","65 to 74","1870","1670","30","155","0","10","5","0","100","89.3","1.6","8.3","0","0.5","0.3","0"
"833","Camrose","CA","Alberta","48"," ","5.2","00000","75 and over","1840","1535","15","265","5","20","0","0","100","83.4","0.8","14.4","0.3","1.1","0","0"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","Total","1307175","930405","27100","315480","3915","28425","1230","620","100","71.2","2.1","24.1","0.3","2.2","0.1","0"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","0 to 14","242895","192090","2730","39170","1035","7535","150","180","100","79.1","1.1","16.1","0.4","3.1","0.1","0.1"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","0 to 4","85045","66530","915","14055","390","3045","40","65","100","78.2","1.1","16.5","0.5","3.6","0","0.1"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","5 to 9","83650","67130","980","12675","325","2435","60","50","100","80.3","1.2","15.2","0.4","2.9","0.1","0.1"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","10 to 14","74200","58430","835","12440","320","2050","50","70","100","78.7","1.1","16.8","0.4","2.8","0.1","0.1"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","15 to 24","167265","126955","2460","32955","610","4030","135","125","100","75.9","1.5","19.7","0.4","2.4","0.1","0.1"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","15 to 19","75380","57445","950","14570","250","2035","60","75","100","76.2","1.3","19.3","0.3","2.7","0.1","0.1"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","20 to 24","91890","69515","1510","18390","355","1990","70","50","100","75.7","1.6","20","0.4","2.2","0.1","0.1"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","25 to 44","409015","276755","8335","112400","1315","9455","540","215","100","67.7","2","27.5","0.3","2.3","0.1","0.1"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","45 to 64","334025","235835","8395","83530","650","5245","295","80","100","70.6","2.5","25","0.2","1.6","0.1","0"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","65 and over","153970","98760","5180","47425","310","2165","105","25","100","64.1","3.4","30.8","0.2","1.4","0.1","0"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","65 to 74","92220","62395","2970","25415","175","1190","60","10","100","67.7","3.2","27.6","0.2","1.3","0.1","0"
"835","Edmonton","CMA","Alberta","48"," ","4.4","00000","75 and over","61755","36370","2210","22010","135","970","45","10","100","58.9","3.6","35.6","0.2","1.6","0.1","0"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","Total","34275","29325","340","3870","80","645","10","10","100","85.6","1","11.3","0.2","1.9","0","0"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","0 to 14","7845","6905","30","700","20","190","0","10","100","88","0.4","8.9","0.3","2.4","0","0.1"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","0 to 4","2720","2450","10","195","5","65","0","0","100","90.1","0.4","7.2","0.2","2.4","0","0"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","5 to 9","2740","2430","10","230","10","60","0","5","100","88.7","0.4","8.4","0.4","2.2","0","0.2"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","10 to 14","2380","2025","5","270","5","65","0","5","100","85.1","0.2","11.3","0.2","2.7","0","0.2"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","15 to 24","4500","3975","15","395","10","90","0","5","100","88.3","0.3","8.8","0.2","2","0","0.1"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","15 to 19","2145","1850","5","230","0","60","0","0","100","86.2","0.2","10.7","0","2.8","0","0"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","20 to 24","2350","2130","15","165","5","35","0","5","100","90.6","0.6","7","0.2","1.5","0","0.2"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","25 to 44","11560","9375","120","1785","35","245","5","0","100","81.1","1","15.4","0.3","2.1","0","0"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","45 to 64","7555","6580","125","730","10","105","0","0","100","87.1","1.7","9.7","0.1","1.4","0","0"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","65 and over","2820","2485","50","260","5","15","5","0","100","88.1","1.8","9.2","0.2","0.5","0.2","0"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","65 to 74","1665","1475","25","150","0","10","0","0","100","88.6","1.5","9","0","0.6","0","0"
"840","Lloydminster","CA","Alberta / Saskatchewan","48","47","4.0","00000","75 and over","1155","1010","25","110","5","10","0","0","100","87.4","2.2","9.5","0.4","0.9","0","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","Total","14905","12595","990","1135","90","90","5","0","100","84.5","6.6","7.6","0.6","0.6","0","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","0 to 14","3400","3040","165","145","35","15","0","0","100","89.4","4.9","4.3","1","0.4","0","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","0 to 4","1315","1180","70","45","20","5","0","0","100","89.7","5.3","3.4","1.5","0.4","0","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","5 to 9","1185","1065","60","50","10","5","0","0","100","89.9","5.1","4.2","0.8","0.4","0","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","10 to 14","895","795","40","50","5","5","0","0","100","88.8","4.5","5.6","0.6","0.6","0","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","15 to 24","1940","1705","115","95","15","10","0","5","100","87.9","5.9","4.9","0.8","0.5","0","0.3"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","15 to 19","810","720","25","45","10","5","0","5","100","88.9","3.1","5.6","1.2","0.6","0","0.6"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","20 to 24","1130","980","90","50","5","5","0","0","100","86.7","8","4.4","0.4","0.4","0","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","25 to 44","5575","4480","420","610","20","50","5","0","100","80.4","7.5","10.9","0.4","0.9","0.1","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","45 to 64","3120","2655","230","205","15","20","0","0","100","85.1","7.4","6.6","0.5","0.6","0","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","65 and over","865","715","60","85","5","5","0","0","100","82.7","6.9","9.8","0.6","0.6","0","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","65 to 74","515","435","30","45","5","0","0","0","100","84.5","5.8","8.7","1","0","0","0"
"845","Cold Lake","CA","Alberta","48"," ","5.7","00100","75 and over","350","280","30","40","0","5","0","0","100","80","8.6","11.4","0","1.4","0","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","Total","62750","53785","1610","6310","240","745","45","20","100","85.7","2.6","10.1","0.4","1.2","0.1","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","0 to 14","13665","12525","140","745","60","175","5","10","100","91.7","1","5.5","0.4","1.3","0","0.1"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","0 to 4","5260","4835","45","275","15","90","0","0","100","91.9","0.9","5.2","0.3","1.7","0","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","5 to 9","4615","4300","55","195","25","40","5","5","100","93.2","1.2","4.2","0.5","0.9","0.1","0.1"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","10 to 14","3785","3390","35","280","20","45","5","5","100","89.6","0.9","7.4","0.5","1.2","0.1","0.1"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","15 to 24","8680","7810","135","605","45","75","5","5","100","90","1.6","7","0.5","0.9","0.1","0.1"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","15 to 19","3620","3235","45","290","20","25","0","0","100","89.4","1.2","8","0.6","0.7","0","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","20 to 24","5065","4570","95","320","25","45","5","5","100","90.2","1.9","6.3","0.5","0.9","0.1","0.1"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","25 to 44","23005","19290","560","2730","85","320","20","10","100","83.9","2.4","11.9","0.4","1.4","0.1","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","45 to 64","13085","10845","550","1510","25","140","10","0","100","82.9","4.2","11.5","0.2","1.1","0.1","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","65 and over","4315","3320","225","715","25","40","0","0","100","76.9","5.2","16.6","0.6","0.9","0","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","65 to 74","2480","1995","125","330","5","20","0","0","100","80.4","5","13.3","0.2","0.8","0","0"
"850","Grande Prairie","CA","Alberta","48"," ","4.7","00000","75 and over","1835","1320","95","385","15","15","0","0","100","71.9","5.2","21","0.8","0.8","0","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","Total","73280","55370","1880","14820","140","970","70","30","100","75.6","2.6","20.2","0.2","1.3","0.1","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","0 to 14","14705","11935","215","2265","35","245","10","5","100","81.2","1.5","15.4","0.2","1.7","0.1","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","0 to 4","6145","5010","115","920","10","85","0","0","100","81.5","1.9","15","0.2","1.4","0","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","5 to 9","4815","3935","60","700","20","100","5","0","100","81.7","1.2","14.5","0.4","2.1","0.1","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","10 to 14","3745","2990","40","640","10","60","5","5","100","79.8","1.1","17.1","0.3","1.6","0.1","0.1"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","15 to 24","8280","6570","160","1405","15","120","5","0","100","79.3","1.9","17","0.2","1.4","0.1","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","15 to 19","3585","2775","60","675","5","60","0","5","100","77.4","1.7","18.8","0.1","1.7","0","0.1"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","20 to 24","4690","3790","100","725","15","60","5","0","100","80.8","2.1","15.5","0.3","1.3","0.1","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","25 to 44","30120","22025","765","6795","60","410","45","15","100","73.1","2.5","22.6","0.2","1.4","0.1","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","45 to 64","18135","13545","665","3715","30","175","10","5","100","74.7","3.7","20.5","0.2","1","0.1","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","65 and over","2040","1300","70","645","5","20","0","0","100","63.7","3.4","31.6","0.2","1","0","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","65 to 74","1555","1010","55","465","5","15","0","0","100","65","3.5","29.9","0.3","1","0","0"
"860","Wood Buffalo","CA","Alberta","48"," ","14.3","01100","75 and over","490","285","15","180","5","0","0","5","100","58.2","3.1","36.7","1","0","0","1"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","Total","12380","10450","195","1515","15","195","5","5","100","84.4","1.6","12.2","0.1","1.6","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","0 to 14","2355","2115","10","180","5","40","0","0","100","89.8","0.4","7.6","0.2","1.7","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","0 to 4","795","735","5","40","0","20","0","0","100","92.5","0.6","5","0","2.5","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","5 to 9","795","710","5","60","0","15","0","5","100","89.3","0.6","7.5","0","1.9","0","0.6"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","10 to 14","765","675","5","75","0","10","0","0","100","88.2","0.7","9.8","0","1.3","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","15 to 24","1430","1275","10","120","5","20","0","0","100","89.2","0.7","8.4","0.3","1.4","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","15 to 19","740","650","5","70","0","10","0","0","100","87.8","0.7","9.5","0","1.4","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","20 to 24","690","625","5","45","5","5","0","0","100","90.6","0.7","6.5","0.7","0.7","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","25 to 44","3120","2540","50","465","5","65","0","0","100","81.4","1.6","14.9","0.2","2.1","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","45 to 64","3150","2695","55","355","5","40","0","0","100","85.6","1.7","11.3","0.2","1.3","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","65 and over","2315","1820","65","395","0","35","0","0","100","78.6","2.8","17.1","0","1.5","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","65 to 74","1165","970","35","140","0","15","0","0","100","83.3","3","12","0","1.3","0","0"
"865","Wetaskiwin","CA","Alberta","48"," ","5.0","00000","75 and over","1150","850","30","255","5","20","0","0","100","73.9","2.6","22.2","0.4","1.7","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","Total","25715","23660","295","1585","50","120","5","0","100","92","1.1","6.2","0.2","0.5","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","0 to 14","4095","3990","5","65","10","25","0","0","100","97.4","0.1","1.6","0.2","0.6","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","0 to 4","1240","1215","0","20","0","10","0","0","100","98","0","1.6","0","0.8","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","5 to 9","1440","1410","5","20","5","5","0","0","100","97.9","0.3","1.4","0.3","0.3","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","10 to 14","1410","1370","5","25","10","10","0","0","100","97.2","0.4","1.8","0.7","0.7","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","15 to 24","2900","2735","10","130","0","20","0","0","100","94.3","0.3","4.5","0","0.7","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","15 to 19","1535","1470","5","55","0","10","0","0","100","95.8","0.3","3.6","0","0.7","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","20 to 24","1365","1270","5","75","0","15","0","0","100","93","0.4","5.5","0","1.1","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","25 to 44","5690","5260","55","345","10","20","0","5","100","92.4","1","6.1","0.2","0.4","0","0.1"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","45 to 64","7965","7335","120","475","15","25","5","0","100","92.1","1.5","6","0.2","0.3","0.1","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","65 and over","5060","4335","110","570","10","35","0","0","100","85.7","2.2","11.3","0.2","0.7","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","65 to 74","3135","2800","65","245","5","20","0","0","100","89.3","2.1","7.8","0.2","0.6","0","0"
"905","Cranbrook","CA","British Columbia","59"," ","4.4","00000","75 and over","1925","1530","45","325","0","15","5","0","100","79.5","2.3","16.9","0","0.8","0.3","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","Total","18145","16080","425","1420","85","120","10","5","100","88.6","2.3","7.8","0.5","0.7","0.1","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","0 to 14","2700","2505","50","70","30","35","5","0","100","92.8","1.9","2.6","1.1","1.3","0.2","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","0 to 4","775","715","20","20","10","15","5","0","100","92.3","2.6","2.6","1.3","1.9","0.6","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","5 to 9","965","890","20","25","10","15","0","0","100","92.2","2.1","2.6","1","1.6","0","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","10 to 14","955","900","15","20","10","5","0","0","100","94.2","1.6","2.1","1","0.5","0","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","15 to 24","1860","1725","20","95","5","10","0","0","100","92.7","1.1","5.1","0.3","0.5","0","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","15 to 19","995","920","5","55","0","10","0","0","100","92.5","0.5","5.5","0","1","0","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","20 to 24","870","805","15","40","5","5","0","0","100","92.5","1.7","4.6","0.6","0.6","0","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","25 to 44","4640","4145","170","275","20","30","5","0","100","89.3","3.7","5.9","0.4","0.6","0.1","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","45 to 64","5500","4810","125","505","20","30","5","0","100","87.5","2.3","9.2","0.4","0.5","0.1","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","65 and over","3450","2895","55","470","10","20","0","0","100","83.9","1.6","13.6","0.3","0.6","0","0"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","65 to 74","2175","1895","40","220","5","10","0","5","100","87.1","1.8","10.1","0.2","0.5","0","0.2"
"907","Nelson","CA","British Columbia","59"," ","6.5","00000","75 and over","1275","1000","20","245","5","10","0","0","100","78.4","1.6","19.2","0.4","0.8","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","Total","42720","37220","760","4310","100","315","15","5","100","87.1","1.8","10.1","0.2","0.7","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","0 to 14","5155","4860","25","185","20","55","0","0","100","94.3","0.5","3.6","0.4","1.1","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","0 to 4","1525","1435","5","55","10","25","0","0","100","94.1","0.3","3.6","0.7","1.6","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","5 to 9","1800","1705","10","55","10","20","0","0","100","94.7","0.6","3.1","0.6","1.1","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","10 to 14","1825","1725","10","75","5","15","0","0","100","94.5","0.5","4.1","0.3","0.8","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","15 to 24","3995","3695","25","230","15","30","0","0","100","92.5","0.6","5.8","0.4","0.8","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","15 to 19","2135","1980","10","125","5","15","0","0","100","92.7","0.5","5.9","0.2","0.7","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","20 to 24","1855","1720","15","105","5","15","5","0","100","92.7","0.8","5.7","0.3","0.8","0.3","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","25 to 44","8180","7260","120","710","20","60","0","0","100","88.8","1.5","8.7","0.2","0.7","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","45 to 64","13365","11705","270","1275","25","90","5","0","100","87.6","2","9.5","0.2","0.7","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","65 and over","12025","9700","310","1910","30","70","5","0","100","80.7","2.6","15.9","0.2","0.6","0","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","65 to 74","6380","5375","155","795","15","30","5","0","100","84.2","2.4","12.5","0.2","0.5","0.1","0"
"913","Penticton","CA","British Columbia","59"," ","5.8","00000","75 and over","5650","4320","155","1115","15","40","0","0","100","76.5","2.7","19.7","0.3","0.7","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","Total","192830","165460","3105","22290","400","1485","60","25","100","85.8","1.6","11.6","0.2","0.8","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","0 to 14","27575","25590","130","1425","90","325","5","10","100","92.8","0.5","5.2","0.3","1.2","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","0 to 4","8535","7900","40","425","30","135","5","5","100","92.6","0.5","5","0.4","1.6","0.1","0.1"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","5 to 9","9555","8905","45","465","35","105","0","0","100","93.2","0.5","4.9","0.4","1.1","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","10 to 14","9480","8785","45","535","30","85","0","5","100","92.7","0.5","5.6","0.3","0.9","0","0.1"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","15 to 24","22525","20255","135","1855","50","215","5","0","100","89.9","0.6","8.2","0.2","1","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","15 to 19","10480","9480","55","815","30","90","5","0","100","90.5","0.5","7.8","0.3","0.9","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","20 to 24","12045","10775","80","1040","20","125","5","0","100","89.5","0.7","8.6","0.2","1","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","25 to 44","45910","39940","640","4840","105","365","10","5","100","87","1.4","10.5","0.2","0.8","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","45 to 64","56585","48660","1145","6365","90","305","15","5","100","86","2","11.2","0.2","0.5","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","65 and over","40235","31010","1055","7815","65","270","20","0","100","77.1","2.6","19.4","0.2","0.7","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","65 to 74","22505","18570","575","3205","35","110","10","5","100","82.5","2.6","14.2","0.2","0.5","0","0"
"915","Kelowna","CMA","British Columbia","59"," ","4.6","00000","75 and over","17730","12445","480","4610","25","155","15","5","100","70.2","2.7","26","0.1","0.9","0.1","0"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","Total","60490","53305","780","5820","115","445","10","15","100","88.1","1.3","9.6","0.2","0.7","0","0"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","0 to 14","8660","8065","20","485","25","65","0","5","100","93.1","0.2","5.6","0.3","0.8","0","0.1"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","0 to 4","2640","2470","10","135","5","20","0","5","100","93.6","0.4","5.1","0.2","0.8","0","0.2"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","5 to 9","2965","2765","10","170","5","20","0","0","100","93.3","0.3","5.7","0.2","0.7","0","0"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","10 to 14","3055","2835","5","175","10","30","0","5","100","92.8","0.2","5.7","0.3","1","0","0.2"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","15 to 24","6190","5665","25","425","15","45","0","5","100","91.5","0.4","6.9","0.2","0.7","0","0.1"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","15 to 19","3255","2965","10","245","10","30","0","0","100","91.1","0.3","7.5","0.3","0.9","0","0"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","20 to 24","2935","2705","20","185","10","20","0","0","100","92.2","0.7","6.3","0.3","0.7","0","0"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","25 to 44","12475","11205","110","1040","25","90","0","5","100","89.8","0.9","8.3","0.2","0.7","0","0"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","45 to 64","18425","16350","305","1620","25","120","10","5","100","88.7","1.7","8.8","0.1","0.7","0.1","0"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","65 and over","14745","12020","315","2255","30","130","0","5","100","81.5","2.1","15.3","0.2","0.9","0","0"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","65 to 74","8330","7135","175","950","15","45","0","0","100","85.7","2.1","11.4","0.2","0.5","0","0"
"918","Vernon","CA","British Columbia","59"," ","4.8","00000","75 and over","6410","4880","140","1300","10","80","0","0","100","76.1","2.2","20.3","0.2","1.2","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","Total","17555","15985","185","1270","20","85","0","5","100","91.1","1.1","7.2","0.1","0.5","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","0 to 14","2655","2555","15","65","5","10","0","0","100","96.2","0.6","2.4","0.2","0.4","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","0 to 4","770","735","5","20","0","5","0","0","100","95.5","0.6","2.6","0","0.6","0","0"
