"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Mother tongue - Total (2016 counts)","Mother tongue - English (2016 counts)","Mother tongue - French (2016 counts)","Mother tongue - Non-official language (2016 counts)","Mother tongue - English and French (2016 counts)","Mother tongue - English and non-official language (2016 counts)","Mother tongue - French and non-official language (2016 counts)","Mother tongue - English, French and non-official language (2016 counts)","Mother tongue - Total (% distribution (2016))","Mother tongue - English (% distribution (2016))","Mother tongue - French (% distribution (2016))","Mother tongue - Non-official language (% distribution (2016))","Mother tongue - English and French (% distribution (2016))","Mother tongue - English and non-official language (% distribution (2016))","Mother tongue - French and non-official language (% distribution (2016))","Mother tongue - English, French and non-official language (% distribution (2016))"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","0 to 4","5255","25","5055","100","30","0","35","5","100","0.5","96.2","1.9","0.6","0","0.7","0.1"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","5 to 9","5770","30","5560","130","25","0","25","5","100","0.5","96.4","2.3","0.4","0","0.4","0.1"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","10 to 14","5245","50","5020","130","20","0","25","0","100","1","95.7","2.5","0.4","0","0.5","0"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","15 to 24","10635","130","10155","240","70","0","30","5","100","1.2","95.5","2.3","0.7","0","0.3","0"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","15 to 19","5320","60","5060","135","30","0","20","5","100","1.1","95.1","2.5","0.6","0","0.4","0.1"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","20 to 24","5320","65","5095","105","35","5","10","5","100","1.2","95.8","2","0.7","0.1","0.2","0.1"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","25 to 44","23325","225","22185","750","95","0","50","10","100","1","95.1","3.2","0.4","0","0.2","0"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","45 to 64","27015","350","26040","510","80","0","30","5","100","1.3","96.4","1.9","0.3","0","0.1","0"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","65 and over","17440","190","16985","160","90","0","10","0","100","1.1","97.4","0.9","0.5","0","0.1","0"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","65 to 74","11030","120","10770","90","45","0","5","0","100","1.1","97.6","0.8","0.4","0","0","0"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","75 and over","6415","70","6215","70","50","0","5","0","100","1.1","96.9","1.1","0.8","0","0.1","0"
"450","Granby","CA","Quebec","24"," ","4.0","00000","Total","84060","2110","78195","2865","575","25","245","30","100","2.5","93","3.4","0.7","0","0.3","0"
"450","Granby","CA","Quebec","24"," ","4.0","00000","0 to 14","13955","205","12920","545","160","10","105","10","100","1.5","92.6","3.9","1.1","0.1","0.8","0.1"
"450","Granby","CA","Quebec","24"," ","4.0","00000","0 to 4","4510","65","4170","165","65","5","40","5","100","1.4","92.5","3.7","1.4","0.1","0.9","0.1"
"450","Granby","CA","Quebec","24"," ","4.0","00000","5 to 9","4895","70","4525","200","50","5","40","5","100","1.4","92.4","4.1","1","0.1","0.8","0.1"
"450","Granby","CA","Quebec","24"," ","4.0","00000","10 to 14","4550","70","4225","185","45","0","30","0","100","1.5","92.9","4.1","1","0","0.7","0"
"450","Granby","CA","Quebec","24"," ","4.0","00000","15 to 24","9030","200","8365","355","75","5","35","5","100","2.2","92.6","3.9","0.8","0.1","0.4","0.1"
"450","Granby","CA","Quebec","24"," ","4.0","00000","15 to 19","4435","80","4125","180","25","0","20","0","100","1.8","93","4.1","0.6","0","0.5","0"
"450","Granby","CA","Quebec","24"," ","4.0","00000","20 to 24","4595","115","4240","180","45","0","15","0","100","2.5","92.3","3.9","1","0","0.3","0"
"450","Granby","CA","Quebec","24"," ","4.0","00000","25 to 44","19270","510","17575","980","135","5","60","10","100","2.6","91.2","5.1","0.7","0","0.3","0.1"
"450","Granby","CA","Quebec","24"," ","4.0","00000","45 to 64","25320","730","23730","705","115","5","30","5","100","2.9","93.7","2.8","0.5","0","0.1","0"
"450","Granby","CA","Quebec","24"," ","4.0","00000","65 and over","16475","465","15610","275","100","5","15","5","100","2.8","94.7","1.7","0.6","0","0.1","0"
"450","Granby","CA","Quebec","24"," ","4.0","00000","65 to 74","10105","280","9590","165","65","0","5","5","100","2.8","94.9","1.6","0.6","0","0","0"
"450","Granby","CA","Quebec","24"," ","4.0","00000","75 and over","6375","190","6025","110","35","0","5","5","100","3","94.5","1.7","0.5","0","0.1","0.1"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","Total","58555","475","54925","2575","230","20","290","30","100","0.8","93.8","4.4","0.4","0","0.5","0.1"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","0 to 14","8735","45","7985","545","30","5","120","15","100","0.5","91.4","6.2","0.3","0.1","1.4","0.2"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","0 to 4","2920","15","2635","190","15","0","55","10","100","0.5","90.2","6.5","0.5","0","1.9","0.3"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","5 to 9","3090","20","2845","185","5","0","35","5","100","0.6","92.1","6","0.2","0","1.1","0.2"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","10 to 14","2720","15","2505","165","10","5","25","0","100","0.6","92.1","6.1","0.4","0.2","0.9","0"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","15 to 24","6740","50","6280","330","45","5","25","5","100","0.7","93.2","4.9","0.7","0.1","0.4","0.1"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","15 to 19","3020","15","2790","170","20","5","15","5","100","0.5","92.4","5.6","0.7","0.2","0.5","0.2"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","20 to 24","3715","30","3490","155","25","0","10","0","100","0.8","93.9","4.2","0.7","0","0.3","0"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","25 to 44","13475","150","12080","1080","50","10","100","5","100","1.1","89.6","8","0.4","0.1","0.7","0"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","45 to 64","16720","145","15960","510","50","0","45","5","100","0.9","95.5","3.1","0.3","0","0.3","0"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","65 and over","12885","85","12625","115","55","5","5","0","100","0.7","98","0.9","0.4","0","0","0"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","65 to 74","7155","50","7005","70","25","0","5","0","100","0.7","97.9","1","0.3","0","0.1","0"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","75 and over","5735","30","5620","45","35","5","0","0","100","0.5","98","0.8","0.6","0.1","0","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","Total","40990","370","39840","545","175","5","50","10","100","0.9","97.2","1.3","0.4","0","0.1","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","0 to 14","5185","40","5025","70","30","0","15","5","100","0.8","96.9","1.4","0.6","0","0.3","0.1"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","0 to 4","1715","15","1660","25","5","0","5","0","100","0.9","96.8","1.5","0.3","0","0.3","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","5 to 9","1770","15","1720","20","10","0","5","5","100","0.8","97.2","1.1","0.6","0","0.3","0.3"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","10 to 14","1705","15","1645","30","10","0","5","0","100","0.9","96.5","1.8","0.6","0","0.3","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","15 to 24","3710","35","3610","35","20","0","5","5","100","0.9","97.3","0.9","0.5","0","0.1","0.1"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","15 to 19","1760","10","1715","20","10","0","5","0","100","0.6","97.4","1.1","0.6","0","0.3","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","20 to 24","1945","20","1895","15","10","0","0","5","100","1","97.4","0.8","0.5","0","0","0.3"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","25 to 44","8430","65","8140","180","40","0","10","0","100","0.8","96.6","2.1","0.5","0","0.1","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","45 to 64","13035","130","12680","170","40","0","10","5","100","1","97.3","1.3","0.3","0","0.1","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","65 and over","10625","105","10375","95","45","0","5","0","100","1","97.6","0.9","0.4","0","0","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","65 to 74","6435","55","6300","60","25","0","5","0","100","0.9","97.9","0.9","0.4","0","0.1","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","75 and over","4195","50","4080","35","25","0","0","0","100","1.2","97.3","0.8","0.6","0","0","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","Total","48060","410","45860","1420","225","5","125","15","100","0.9","95.4","3","0.5","0","0.3","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","0 to 14","7025","45","6610","275","40","5","55","5","100","0.6","94.1","3.9","0.6","0.1","0.8","0.1"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","0 to 4","2340","20","2185","100","20","0","20","0","100","0.9","93.4","4.3","0.9","0","0.9","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","5 to 9","2520","15","2385","90","5","0","20","0","100","0.6","94.6","3.6","0.2","0","0.8","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","10 to 14","2170","10","2040","85","15","0","15","0","100","0.5","94","3.9","0.7","0","0.7","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","15 to 24","5170","40","4870","210","30","0","15","5","100","0.8","94.2","4.1","0.6","0","0.3","0.1"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","15 to 19","2435","25","2285","95","20","0","10","0","100","1","93.8","3.9","0.8","0","0.4","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","20 to 24","2735","15","2590","110","10","0","5","0","100","0.5","94.7","4","0.4","0","0.2","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","25 to 44","10845","100","10190","465","55","0","25","5","100","0.9","94","4.3","0.5","0","0.2","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","45 to 64","13985","130","13455","335","45","0","15","0","100","0.9","96.2","2.4","0.3","0","0.1","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","65 and over","11035","95","10735","130","55","0","15","5","100","0.9","97.3","1.2","0.5","0","0.1","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","65 to 74","6520","60","6350","75","25","0","10","0","100","0.9","97.4","1.2","0.4","0","0.2","0"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","75 and over","4510","35","4385","50","30","0","5","0","100","0.8","97.2","1.1","0.7","0","0.1","0"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","Total","4053360","444955","2551950","910605","47150","25445","56960","16295","100","11","63","22.5","1.2","0.6","1.4","0.4"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","0 to 14","690685","84860","446910","115995","14645","4835","17970","5470","100","12.3","64.7","16.8","2.1","0.7","2.6","0.8"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","0 to 4","231220","26720","149035","38705","5860","1900","6820","2185","100","11.6","64.5","16.7","2.5","0.8","2.9","0.9"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","5 to 9","242450","29390","158910","39820","4680","1520","6425","1705","100","12.1","65.5","16.4","1.9","0.6","2.7","0.7"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","10 to 14","217010","28750","138960","37470","4110","1415","4720","1575","100","13.2","64","17.3","1.9","0.7","2.2","0.7"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","15 to 24","495530","68530","313215","91180","8665","3460","7415","3070","100","13.8","63.2","18.4","1.7","0.7","1.5","0.6"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","15 to 19","224575","31220","140945","41545","3985","1565","3790","1515","100","13.9","62.8","18.5","1.8","0.7","1.7","0.7"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","20 to 24","270955","37310","172265","49630","4675","1890","3620","1560","100","13.8","63.6","18.3","1.7","0.7","1.3","0.6"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","25 to 44","1118260","115635","657965","302585","12195","8675","16660","4540","100","10.3","58.8","27.1","1.1","0.8","1.5","0.4"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","45 to 64","1110655","109365","711965","262480","7255","6245","10990","2340","100","9.8","64.1","23.6","0.7","0.6","1","0.2"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","65 and over","638235","66560","421900","138370","4385","2230","3920","880","100","10.4","66.1","21.7","0.7","0.3","0.6","0.1"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","65 to 74","368055","38545","249355","73315","2495","1290","2505","545","100","10.5","67.7","19.9","0.7","0.4","0.7","0.1"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","75 and over","270180","28010","172540","65050","1890","935","1415","330","100","10.4","63.9","24.1","0.7","0.3","0.5","0.1"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","Total","39670","1160","37480","565","395","5","50","15","100","2.9","94.5","1.4","1","0","0.1","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","0 to 14","5480","120","5210","70","65","0","10","0","100","2.2","95.1","1.3","1.2","0","0.2","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","0 to 4","1965","30","1885","20","30","0","5","0","100","1.5","95.9","1","1.5","0","0.3","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","5 to 9","1870","40","1785","20","20","0","5","5","100","2.1","95.5","1.1","1.1","0","0.3","0.3"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","10 to 14","1645","50","1545","30","15","0","0","0","100","3","93.9","1.8","0.9","0","0","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","15 to 24","4395","120","4155","40","65","0","5","0","100","2.7","94.5","0.9","1.5","0","0.1","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","15 to 19","1925","50","1810","20","35","0","0","0","100","2.6","94","1","1.8","0","0","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","20 to 24","2465","75","2340","15","30","0","5","0","100","3","94.9","0.6","1.2","0","0.2","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","25 to 44","8905","285","8335","175","85","5","15","5","100","3.2","93.6","2","1","0.1","0.2","0.1"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","45 to 64","12065","375","11395","185","95","0","10","0","100","3.1","94.4","1.5","0.8","0","0.1","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","65 and over","8825","255","8390","95","80","0","5","0","100","2.9","95.1","1.1","0.9","0","0.1","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","65 to 74","5275","155","5020","55","45","0","0","5","100","2.9","95.2","1","0.9","0","0","0.1"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","75 and over","3550","95","3370","45","45","0","0","0","100","2.7","94.9","1.3","1.3","0","0","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","Total","12475","1310","10825","155","160","10","5","5","100","10.5","86.8","1.2","1.3","0.1","0","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","0 to 14","1780","195","1535","10","30","0","5","0","100","11","86.2","0.6","1.7","0","0.3","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","0 to 4","545","45","480","5","10","0","0","0","100","8.3","88.1","0.9","1.8","0","0","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","5 to 9","635","85","545","5","5","0","5","0","100","13.4","85.8","0.8","0.8","0","0.8","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","10 to 14","600","65","520","5","10","0","0","0","100","10.8","86.7","0.8","1.7","0","0","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","15 to 24","1310","130","1145","5","25","0","0","0","100","9.9","87.4","0.4","1.9","0","0","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","15 to 19","640","60","555","0","15","5","0","0","100","9.4","86.7","0","2.3","0.8","0","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","20 to 24","670","70","590","5","10","0","0","0","100","10.4","88.1","0.7","1.5","0","0","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","25 to 44","2630","235","2315","40","35","0","5","0","100","8.9","88","1.5","1.3","0","0.2","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","45 to 64","3930","370","3470","50","40","0","5","0","100","9.4","88.3","1.3","1","0","0.1","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","65 and over","2820","385","2355","40","35","0","5","0","100","13.7","83.5","1.4","1.2","0","0.2","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","65 to 74","1665","200","1430","20","10","0","0","0","100","12","85.9","1.2","0.6","0","0","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","75 and over","1160","185","925","25","20","0","0","0","100","15.9","79.7","2.2","1.7","0","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","Total","14865","12255","95","2125","30","350","0","5","100","82.4","0.6","14.3","0.2","2.4","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","0 to 14","3540","2990","10","420","5","110","0","0","100","84.5","0.3","11.9","0.1","3.1","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","0 to 4","1295","1150","0","100","0","45","0","0","100","88.8","0","7.7","0","3.5","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","5 to 9","1235","1045","5","145","0","35","0","0","100","84.6","0.4","11.7","0","2.8","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","10 to 14","1010","800","0","180","0","30","0","0","100","79.2","0","17.8","0","3","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","15 to 24","2200","1865","5","255","5","65","0","0","100","84.8","0.2","11.6","0.2","3","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","15 to 19","925","735","0","150","0","45","0","0","100","79.5","0","16.2","0","4.9","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","20 to 24","1270","1135","10","105","0","20","0","0","100","89.4","0.8","8.3","0","1.6","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","25 to 44","5300","4110","40","1010","15","120","0","0","100","77.5","0.8","19.1","0.3","2.3","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","45 to 64","2875","2435","35","350","5","55","0","0","100","84.7","1.2","12.2","0.2","1.9","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","65 and over","950","850","10","85","0","0","0","0","100","89.5","1.1","8.9","0","0","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","65 to 74","595","535","0","50","0","5","0","0","100","89.9","0","8.4","0","0.8","0","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","75 and over","355","310","5","35","0","0","0","0","100","87.3","1.4","9.9","0","0","0","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","Total","33535","895","31005","1160","200","30","215","30","100","2.7","92.5","3.5","0.6","0.1","0.6","0.1"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","0 to 14","5975","130","5550","195","25","5","60","10","100","2.2","92.9","3.3","0.4","0.1","1","0.2"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","0 to 4","1975","40","1825","70","10","5","25","5","100","2","92.4","3.5","0.5","0.3","1.3","0.3"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","5 to 9","2140","55","1990","65","5","5","20","0","100","2.6","93","3","0.2","0.2","0.9","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","10 to 14","1860","40","1740","60","10","0","10","5","100","2.2","93.5","3.2","0.5","0","0.5","0.3"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","15 to 24","3920","100","3605","150","30","5","35","10","100","2.6","92","3.8","0.8","0.1","0.9","0.3"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","15 to 19","1865","45","1715","75","15","0","15","5","100","2.4","92","4","0.8","0","0.8","0.3"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","20 to 24","2060","55","1885","75","20","5","20","5","100","2.7","91.5","3.6","1","0.2","1","0.2"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","25 to 44","8355","215","7610","385","50","5","75","10","100","2.6","91.1","4.6","0.6","0.1","0.9","0.1"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","45 to 64","10110","305","9390","310","55","10","35","5","100","3","92.9","3.1","0.5","0.1","0.3","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","65 and over","5170","150","4855","115","35","0","10","0","100","2.9","93.9","2.2","0.7","0","0.2","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","65 to 74","3265","95","3060","75","25","0","10","0","100","2.9","93.7","2.3","0.8","0","0.3","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","75 and over","1900","60","1795","45","5","0","5","0","100","3.2","94.5","2.4","0.3","0","0.3","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","Total","42085","810","40355","535","295","10","75","10","100","1.9","95.9","1.3","0.7","0","0.2","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","0 to 14","7025","75","6835","45","40","0","25","0","100","1.1","97.3","0.6","0.6","0","0.4","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","0 to 4","2445","10","2390","20","15","0","10","0","100","0.4","97.8","0.8","0.6","0","0.4","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","5 to 9","2480","25","2415","15","15","0","10","0","100","1","97.4","0.6","0.6","0","0.4","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","10 to 14","2095","35","2025","15","10","0","5","0","100","1.7","96.7","0.7","0.5","0","0.2","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","15 to 24","5130","70","4965","45","35","5","15","0","100","1.4","96.8","0.9","0.7","0.1","0.3","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","15 to 19","2395","30","2320","20","15","5","10","0","100","1.3","96.9","0.8","0.6","0.2","0.4","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","20 to 24","2740","35","2645","25","20","0","5","0","100","1.3","96.5","0.9","0.7","0","0.2","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","25 to 44","10405","165","9890","235","65","5","30","5","100","1.6","95.1","2.3","0.6","0","0.3","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","45 to 64","12435","290","11915","125","90","5","5","5","100","2.3","95.8","1","0.7","0","0","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","65 and over","7095","205","6750","75","60","0","0","0","100","2.9","95.1","1.1","0.8","0","0","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","65 to 74","4150","125","3960","30","35","0","0","0","100","3","95.4","0.7","0.8","0","0","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","75 and over","2945","85","2790","45","25","0","0","0","100","2.9","94.7","1.5","0.8","0","0","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","Total","19415","17065","240","1745","50","300","5","5","100","87.9","1.2","9","0.3","1.5","0","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","0 to 14","4310","3915","15","275","15","85","5","5","100","90.8","0.3","6.4","0.3","2","0.1","0.1"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","0 to 4","1430","1300","5","95","0","20","0","0","100","90.9","0.3","6.6","0","1.4","0","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","5 to 9","1510","1385","5","90","0","25","0","5","100","91.7","0.3","6","0","1.7","0","0.3"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","10 to 14","1370","1230","5","90","5","40","0","0","100","89.8","0.4","6.6","0.4","2.9","0","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","15 to 24","2300","2110","10","140","10","25","0","0","100","91.7","0.4","6.1","0.4","1.1","0","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","15 to 19","1220","1110","5","85","5","15","0","0","100","91","0.4","7","0.4","1.2","0","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","20 to 24","1080","1000","10","60","5","10","0","5","100","92.6","0.9","5.6","0.5","0.9","0","0.5"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","25 to 44","6260","5260","80","770","20","120","0","0","100","84","1.3","12.3","0.3","1.9","0","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","45 to 64","4680","4145","90","380","10","50","5","0","100","88.6","1.9","8.1","0.2","1.1","0.1","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","65 and over","1870","1635","40","175","0","15","0","0","100","87.4","2.1","9.4","0","0.8","0","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","65 to 74","1065","940","20","105","5","5","0","0","100","88.3","1.9","9.9","0.5","0.5","0","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","75 and over","800","700","20","75","0","10","0","0","100","87.5","2.5","9.4","0","1.3","0","0"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","Total","58615","41845","12285","3065","1110","255","30","35","100","71.4","21","5.2","1.9","0.4","0.1","0.1"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","0 to 14","9315","7535","980","450","235","85","10","20","100","80.9","10.5","4.8","2.5","0.9","0.1","0.2"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","0 to 4","3080","2520","300","140","85","30","5","5","100","81.8","9.7","4.5","2.8","1","0.2","0.2"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","5 to 9","3255","2615","345","165","80","35","5","5","100","80.3","10.6","5.1","2.5","1.1","0.2","0.2"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","10 to 14","2975","2405","330","145","65","20","0","10","100","80.8","11.1","4.9","2.2","0.7","0","0.3"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","15 to 24","6710","5320","925","265","150","45","5","5","100","79.3","13.8","3.9","2.2","0.7","0.1","0.1"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","15 to 19","3160","2465","440","165","55","25","0","5","100","78","13.9","5.2","1.7","0.8","0","0.2"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","20 to 24","3550","2850","485","100","95","20","5","0","100","80.3","13.7","2.8","2.7","0.6","0.1","0"
